country,iso2c,iso3c,year,status,lastupdated,gdp,pop,region,capital,longitude,latitude,income,lending
Europe & Central Asia (excluding high income),7E,ECA,1990,,2023-09-19,5586497895072.36,361859039,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (excluding high income),7E,ECA,1997,,2023-09-19,3801058751364.23,370276347,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (excluding high income),7E,ECA,1998,,2023-09-19,3735452580876.74,370591102,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (excluding high income),7E,ECA,1999,,2023-09-19,3826135481170.87,370546751,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (excluding high income),7E,ECA,2000,,2023-09-19,4145699825446.56,370646199,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (excluding high income),7E,ECA,2001,,2023-09-19,4276945777001.13,370739184,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (excluding high income),7E,ECA,1972,,2023-09-19,NA,300232316,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (excluding high income),7E,ECA,2002,,2023-09-19,4509015083529.19,370807684,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (excluding high income),7E,ECA,2003,,2023-09-19,4828961792364.17,371072025,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (excluding high income),7E,ECA,2004,,2023-09-19,5234466179335.93,371533136,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (excluding high income),7E,ECA,1976,,2023-09-19,NA,313279489,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (excluding high income),7E,ECA,1964,,2023-09-19,NA,272634858,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (excluding high income),7E,ECA,1965,,2023-09-19,NA,276765568,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (excluding high income),7E,ECA,1993,,2023-09-19,4381499606566.25,367513928,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (excluding high income),7E,ECA,1981,,2023-09-19,NA,330361478,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (excluding high income),7E,ECA,1982,,2023-09-19,NA,333758267,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (excluding high income),7E,ECA,1983,,2023-09-19,NA,337282816,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (excluding high income),7E,ECA,1984,,2023-09-19,NA,341087935,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (excluding high income),7E,ECA,1971,,2023-09-19,NA,296973298,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (excluding high income),7E,ECA,2011,,2023-09-19,7146672932650.51,381278903,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (excluding high income),7E,ECA,1973,,2023-09-19,NA,303473218,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (excluding high income),7E,ECA,1974,,2023-09-19,NA,306715687,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (excluding high income),7E,ECA,1975,,2023-09-19,NA,309908273,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (excluding high income),7E,ECA,2015,,2023-09-19,7821074252629.15,391695432,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (excluding high income),7E,ECA,1977,,2023-09-19,NA,316709884,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (excluding high income),7E,ECA,1978,,2023-09-19,NA,320113560,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (excluding high income),7E,ECA,1966,,2023-09-19,NA,280229181,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (excluding high income),7E,ECA,1967,,2023-09-19,NA,283724914,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (excluding high income),7E,ECA,1994,,2023-09-19,3849634966440.52,368354275,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (excluding high income),7E,ECA,1995,,2023-09-19,3744197120391.17,368905312,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (excluding high income),7E,ECA,1996,,2023-09-19,3710740348471.78,369661127,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (excluding high income),7E,ECA,2010,,2023-09-19,6739549413283.92,379132241,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (excluding high income),7E,ECA,1980,,2023-09-19,NA,326937470,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (excluding high income),7E,ECA,2012,,2023-09-19,7413951371750.69,383476086,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (excluding high income),7E,ECA,2013,,2023-09-19,7686987804674.78,386051693,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (excluding high income),7E,ECA,2014,,2023-09-19,7797155597681.81,388842371,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (excluding high income),7E,ECA,2005,,2023-09-19,5604279037726.89,372077135,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (excluding high income),7E,ECA,2016,,2023-09-19,7938533742464.17,394321096,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (excluding high income),7E,ECA,2017,,2023-09-19,8233456896362.47,396482489,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (excluding high income),7E,ECA,1979,,2023-09-19,NA,323503833,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (excluding high income),7E,ECA,2009,,2023-09-19,6391382824838.06,377054106,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (excluding high income),7E,ECA,1968,,2023-09-19,NA,287193204,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (excluding high income),7E,ECA,1969,,2023-09-19,NA,290573749,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (excluding high income),7E,ECA,1970,,2023-09-19,NA,293778738,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (excluding high income),7E,ECA,2008,,2023-09-19,6819328955109.32,375281256,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (excluding high income),7E,ECA,2006,,2023-09-19,6062074880638.97,372780224,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (excluding high income),7E,ECA,2021,,2023-09-19,9179799755092.22,401537489,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (excluding high income),7E,ECA,2022,,2023-09-19,9145283873147.09,397493238,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (excluding high income),7E,ECA,2020,,2023-09-19,8562708063488.23,400811771,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (excluding high income),7E,ECA,2018,,2023-09-19,8493172228440.85,398076771,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (excluding high income),7E,ECA,2019,,2023-09-19,8687783937461.06,399592320,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (excluding high income),7E,ECA,2007,,2023-09-19,6540805295134.89,373795966,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (IDA & IBRD countries),T7,TEC,2019,,2023-09-19,10647183604984.3,460994696,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (IDA & IBRD countries),T7,TEC,2006,,2023-09-19,7321368297538.24,436426410,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (IDA & IBRD countries),T7,TEC,2007,,2023-09-19,7887414742084.57,437109725,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (IDA & IBRD countries),T7,TEC,2008,,2023-09-19,8241311923547.63,438254595,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (IDA & IBRD countries),T7,TEC,2011,,2023-09-19,8631003485034.08,443770308,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (IDA & IBRD countries),T7,TEC,2010,,2023-09-19,8159852538016.6,441717333,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (IDA & IBRD countries),T7,TEC,2012,,2023-09-19,8918768072878.9,445864843,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (IDA & IBRD countries),T7,TEC,2013,,2023-09-19,9200818403664.79,448331271,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (IDA & IBRD countries),T7,TEC,2005,,2023-09-19,6785593233797.03,435872410,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (IDA & IBRD countries),T7,TEC,2016,,2023-09-19,9616886902315.38,456167799,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (IDA & IBRD countries),T7,TEC,2017,,2023-09-19,10011112727331.7,458170561,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (IDA & IBRD countries),T7,TEC,2018,,2023-09-19,10373427081004.6,459613334,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (IDA & IBRD countries),T7,TEC,2009,,2023-09-19,7804077723754.74,439878377,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (IDA & IBRD countries),T7,TEC,2021,,2023-09-19,11213262024406,462283493,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (IDA & IBRD countries),T7,TEC,2022,,2023-09-19,11280101857829.3,457865503,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (IDA & IBRD countries),T7,TEC,1969,,2023-09-19,NA,347522680,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (IDA & IBRD countries),T7,TEC,2020,,2023-09-19,10465066643641.6,462023771,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (IDA & IBRD countries),T7,TEC,2002,,2023-09-19,5541958044866.56,435070718,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (IDA & IBRD countries),T7,TEC,2003,,2023-09-19,5896345054970.59,435154320,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (IDA & IBRD countries),T7,TEC,2004,,2023-09-19,6371190771212.37,435471706,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (IDA & IBRD countries),T7,TEC,1970,,2023-09-19,NA,351105688,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (IDA & IBRD countries),T7,TEC,1964,,2023-09-19,NA,326946310,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (IDA & IBRD countries),T7,TEC,1965,,2023-09-19,NA,331523017,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (IDA & IBRD countries),T7,TEC,1966,,2023-09-19,NA,335436332,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (IDA & IBRD countries),T7,TEC,1963,,2023-09-19,NA,322144898,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (IDA & IBRD countries),T7,TEC,1968,,2023-09-19,NA,343653318,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (IDA & IBRD countries),T7,TEC,1971,,2023-09-19,NA,354649640,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (IDA & IBRD countries),T7,TEC,2014,,2023-09-19,9365944725404.53,451001474,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (IDA & IBRD countries),T7,TEC,1967,,2023-09-19,NA,339584994,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (IDA & IBRD countries),T7,TEC,1973,,2023-09-19,NA,362136260,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (IDA & IBRD countries),T7,TEC,1974,,2023-09-19,NA,365914675,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (IDA & IBRD countries),T7,TEC,2015,,2023-09-19,9451104596358.68,453701064,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (IDA & IBRD countries),T7,TEC,1976,,2023-09-19,NA,373723357,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (IDA & IBRD countries),T7,TEC,1977,,2023-09-19,NA,377714601,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (IDA & IBRD countries),T7,TEC,1978,,2023-09-19,NA,381611709,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (IDA & IBRD countries),T7,TEC,1979,,2023-09-19,NA,385436316,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (IDA & IBRD countries),T7,TEC,1980,,2023-09-19,NA,389318684,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (IDA & IBRD countries),T7,TEC,1981,,2023-09-19,NA,393224644,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (IDA & IBRD countries),T7,TEC,1982,,2023-09-19,NA,397098723,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (IDA & IBRD countries),T7,TEC,1995,,2023-09-19,4568775928444.43,434804610,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (IDA & IBRD countries),T7,TEC,1983,,2023-09-19,NA,401073356,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (IDA & IBRD countries),T7,TEC,1972,,2023-09-19,NA,358396487,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (IDA & IBRD countries),T7,TEC,2000,,2023-09-19,5119993359698.4,435816101,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (IDA & IBRD countries),T7,TEC,2001,,2023-09-19,5275834414728.32,435418872,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (IDA & IBRD countries),T7,TEC,1960,,2023-09-19,NA,307910628,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (IDA & IBRD countries),T7,TEC,1961,,2023-09-19,NA,312638061,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (IDA & IBRD countries),T7,TEC,1962,,2023-09-19,NA,317365322,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (IDA & IBRD countries),T7,TEC,1990,,2023-09-19,6415449227692.6,427949024,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (IDA & IBRD countries),T7,TEC,1991,,2023-09-19,6042907933419.09,430328718,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (IDA & IBRD countries),T7,TEC,1992,,2023-09-19,5438914814090.82,432000567,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (IDA & IBRD countries),T7,TEC,1993,,2023-09-19,5129925096723.15,433339079,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (IDA & IBRD countries),T7,TEC,1994,,2023-09-19,4625716369310.25,434279162,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (IDA & IBRD countries),T7,TEC,1986,,2023-09-19,NA,413700116,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (IDA & IBRD countries),T7,TEC,1996,,2023-09-19,4579756169379.63,435461598,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (IDA & IBRD countries),T7,TEC,1984,,2023-09-19,NA,405312901,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (IDA & IBRD countries),T7,TEC,1985,,2023-09-19,NA,409518788,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (IDA & IBRD countries),T7,TEC,1998,,2023-09-19,4649220288166.46,436294062,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (IDA & IBRD countries),T7,TEC,1987,,2023-09-19,NA,417903040,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (IDA & IBRD countries),T7,TEC,1975,,2023-09-19,NA,369729137,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (IDA & IBRD countries),T7,TEC,1989,,2023-09-19,NA,425325513,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (IDA & IBRD countries),T7,TEC,1999,,2023-09-19,4764557998191.03,436191659,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (IDA & IBRD countries),T7,TEC,1997,,2023-09-19,4693471459308.81,436014905,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (IDA & IBRD countries),T7,TEC,1988,,2023-09-19,NA,421958403,Aggregates,,,,Aggregates,Aggregates
European Union,EU,EUU,1987,,2023-09-19,NA,416199247,Aggregates,,,,Aggregates,Aggregates
European Union,EU,EUU,1983,,2023-09-19,NA,411956706,Aggregates,,,,Aggregates,Aggregates
European Union,EU,EUU,1981,,2023-09-19,NA,409490677,Aggregates,,,,Aggregates,Aggregates
European Union,EU,EUU,1982,,2023-09-19,NA,410875285,Aggregates,,,,Aggregates,Aggregates
European Union,EU,EUU,1988,,2023-09-19,NA,417528527,Aggregates,,,,Aggregates,Aggregates
European Union,EU,EUU,1985,,2023-09-19,NA,413866961,Aggregates,,,,Aggregates,Aggregates
European Union,EU,EUU,1986,,2023-09-19,NA,414996545,Aggregates,,,,Aggregates,Aggregates
European Union,EU,EUU,1990,,2023-09-19,11993952492359.1,420308868,Aggregates,,,,Aggregates,Aggregates
European Union,EU,EUU,1984,,2023-09-19,NA,412891310,Aggregates,,,,Aggregates,Aggregates
European Union,EU,EUU,1993,,2023-09-19,12220908311406.8,424347768,Aggregates,,,,Aggregates,Aggregates
European Union,EU,EUU,1994,,2023-09-19,12547225084458.4,425406851,Aggregates,,,,Aggregates,Aggregates
European Union,EU,EUU,1995,,2023-09-19,12897990139980.6,426212138,Aggregates,,,,Aggregates,Aggregates
European Union,EU,EUU,2017,,2023-09-19,19036968467483.5,446215182,Aggregates,,,,Aggregates,Aggregates
European Union,EU,EUU,1996,,2023-09-19,13158596823371.1,426906931,Aggregates,,,,Aggregates,Aggregates
European Union,EU,EUU,1997,,2023-09-19,13496270391949.1,427549432,Aggregates,,,,Aggregates,Aggregates
European Union,EU,EUU,1998,,2023-09-19,13897234945606.3,428122323,Aggregates,,,,Aggregates,Aggregates
European Union,EU,EUU,2022,,2023-09-19,20477359657813.5,447956050,Aggregates,,,,Aggregates,Aggregates
European Union,EU,EUU,1960,,2023-09-19,NA,356947129,Aggregates,,,,Aggregates,Aggregates
European Union,EU,EUU,1961,,2023-09-19,NA,359937892,Aggregates,,,,Aggregates,Aggregates
European Union,EU,EUU,1989,,2023-09-19,NA,418925771,Aggregates,,,,Aggregates,Aggregates
European Union,EU,EUU,1977,,2023-09-19,NA,402170665,Aggregates,,,,Aggregates,Aggregates
European Union,EU,EUU,1978,,2023-09-19,NA,404056840,Aggregates,,,,Aggregates,Aggregates
European Union,EU,EUU,1979,,2023-09-19,NA,405879948,Aggregates,,,,Aggregates,Aggregates
European Union,EU,EUU,1980,,2023-09-19,NA,407760829,Aggregates,,,,Aggregates,Aggregates
European Union,EU,EUU,2016,,2023-09-19,18482555432866,445515422,Aggregates,,,,Aggregates,Aggregates
European Union,EU,EUU,1968,,2023-09-19,NA,381280912,Aggregates,,,,Aggregates,Aggregates
European Union,EU,EUU,2018,,2023-09-19,19468541835462.2,447001100,Aggregates,,,,Aggregates,Aggregates
European Union,EU,EUU,2019,,2023-09-19,19849600743704,447367191,Aggregates,,,,Aggregates,Aggregates
European Union,EU,EUU,2020,,2023-09-19,18720173812361.5,447692315,Aggregates,,,,Aggregates,Aggregates
European Union,EU,EUU,2021,,2023-09-19,19758992058175.8,447179800,Aggregates,,,,Aggregates,Aggregates
European Union,EU,EUU,1973,,2023-09-19,NA,393386261,Aggregates,,,,Aggregates,Aggregates
European Union,EU,EUU,1974,,2023-09-19,NA,395778659,Aggregates,,,,Aggregates,Aggregates
European Union,EU,EUU,1962,,2023-09-19,NA,362998792,Aggregates,,,,Aggregates,Aggregates
European Union,EU,EUU,1963,,2023-09-19,NA,366152978,Aggregates,,,,Aggregates,Aggregates
European Union,EU,EUU,1964,,2023-09-19,NA,369387359,Aggregates,,,,Aggregates,Aggregates
European Union,EU,EUU,1991,,2023-09-19,12162701101017.3,421744728,Aggregates,,,,Aggregates,Aggregates
European Union,EU,EUU,1992,,2023-09-19,12283019266256.4,422972438,Aggregates,,,,Aggregates,Aggregates
European Union,EU,EUU,1967,,2023-09-19,NA,378512582,Aggregates,,,,Aggregates,Aggregates
European Union,EU,EUU,2004,,2023-09-19,15978956944902.8,434059923,Aggregates,,,,Aggregates,Aggregates
European Union,EU,EUU,1969,,2023-09-19,NA,383958527,Aggregates,,,,Aggregates,Aggregates
European Union,EU,EUU,1970,,2023-09-19,NA,386116472,Aggregates,,,,Aggregates,Aggregates
European Union,EU,EUU,1971,,2023-09-19,NA,388229403,Aggregates,,,,Aggregates,Aggregates
European Union,EU,EUU,1972,,2023-09-19,NA,390859355,Aggregates,,,,Aggregates,Aggregates
European Union,EU,EUU,2009,,2023-09-19,16871684629925.1,440934530,Aggregates,,,,Aggregates,Aggregates
European Union,EU,EUU,2010,,2023-09-19,17217266268146.4,441552554,Aggregates,,,,Aggregates,Aggregates
European Union,EU,EUU,1975,,2023-09-19,NA,398096151,Aggregates,,,,Aggregates,Aggregates
European Union,EU,EUU,1976,,2023-09-19,NA,400211366,Aggregates,,,,Aggregates,Aggregates
European Union,EU,EUU,2014,,2023-09-19,17691795695573.2,443601373,Aggregates,,,,Aggregates,Aggregates
European Union,EU,EUU,1965,,2023-09-19,NA,372533839,Aggregates,,,,Aggregates,Aggregates
European Union,EU,EUU,1966,,2023-09-19,NA,375563155,Aggregates,,,,Aggregates,Aggregates
European Union,EU,EUU,2015,,2023-09-19,18114637954135.3,444570054,Aggregates,,,,Aggregates,Aggregates
European Union,EU,EUU,2008,,2023-09-19,17625312431245.5,439892213,Aggregates,,,,Aggregates,Aggregates
European Union,EU,EUU,2005,,2023-09-19,16311487230893.6,435600393,Aggregates,,,,Aggregates,Aggregates
European Union,EU,EUU,2006,,2023-09-19,16908776085266.1,437014860,Aggregates,,,,Aggregates,Aggregates
European Union,EU,EUU,2007,,2023-09-19,17472377990829.1,438484072,Aggregates,,,,Aggregates,Aggregates
European Union,EU,EUU,1999,,2023-09-19,14293943623336.6,428828749,Aggregates,,,,Aggregates,Aggregates
European Union,EU,EUU,2000,,2023-09-19,14852051412687.4,429342455,Aggregates,,,,Aggregates,Aggregates
European Union,EU,EUU,2001,,2023-09-19,15188390427900.8,429910140,Aggregates,,,,Aggregates,Aggregates
European Union,EU,EUU,2011,,2023-09-19,17540376351506.8,440769682,Aggregates,,,,Aggregates,Aggregates
European Union,EU,EUU,2003,,2023-09-19,15548143695490.2,432434810,Aggregates,,,,Aggregates,Aggregates
European Union,EU,EUU,2012,,2023-09-19,17417479668179.4,441419873,Aggregates,,,,Aggregates,Aggregates
European Union,EU,EUU,2013,,2023-09-19,17399373839031,442496175,Aggregates,,,,Aggregates,Aggregates
European Union,EU,EUU,2002,,2023-09-19,15380124478438.7,430898141,Aggregates,,,,Aggregates,Aggregates
Faroe Islands,FO,FRO,2015,,2023-09-19,NA,48816,Europe & Central Asia,Torshavn,-6.91181,61.8926,High income,Not classified
Faroe Islands,FO,FRO,2004,,2023-09-19,NA,47989,Europe & Central Asia,Torshavn,-6.91181,61.8926,High income,Not classified
Faroe Islands,FO,FRO,2005,,2023-09-19,NA,48291,Europe & Central Asia,Torshavn,-6.91181,61.8926,High income,Not classified
Faroe Islands,FO,FRO,2016,,2023-09-19,NA,49500,Europe & Central Asia,Torshavn,-6.91181,61.8926,High income,Not classified
Faroe Islands,FO,FRO,2017,,2023-09-19,NA,50230,Europe & Central Asia,Torshavn,-6.91181,61.8926,High income,Not classified
Faroe Islands,FO,FRO,2010,,2023-09-19,NA,48410,Europe & Central Asia,Torshavn,-6.91181,61.8926,High income,Not classified
Faroe Islands,FO,FRO,2011,,2023-09-19,NA,48386,Europe & Central Asia,Torshavn,-6.91181,61.8926,High income,Not classified
Faroe Islands,FO,FRO,1961,,2023-09-19,NA,34572,Europe & Central Asia,Torshavn,-6.91181,61.8926,High income,Not classified
Faroe Islands,FO,FRO,1962,,2023-09-19,NA,34963,Europe & Central Asia,Torshavn,-6.91181,61.8926,High income,Not classified
Faroe Islands,FO,FRO,2018,,2023-09-19,NA,50955,Europe & Central Asia,Torshavn,-6.91181,61.8926,High income,Not classified
Faroe Islands,FO,FRO,2003,,2023-09-19,NA,47392,Europe & Central Asia,Torshavn,-6.91181,61.8926,High income,Not classified
Faroe Islands,FO,FRO,1992,,2023-09-19,NA,46005,Europe & Central Asia,Torshavn,-6.91181,61.8926,High income,Not classified
Faroe Islands,FO,FRO,1993,,2023-09-19,NA,45096,Europe & Central Asia,Torshavn,-6.91181,61.8926,High income,Not classified
Faroe Islands,FO,FRO,2009,,2023-09-19,NA,48429,Europe & Central Asia,Torshavn,-6.91181,61.8926,High income,Not classified
Faroe Islands,FO,FRO,1997,,2023-09-19,NA,44495,Europe & Central Asia,Torshavn,-6.91181,61.8926,High income,Not classified
Faroe Islands,FO,FRO,1998,,2023-09-19,NA,44865,Europe & Central Asia,Torshavn,-6.91181,61.8926,High income,Not classified
Faroe Islands,FO,FRO,1999,,2023-09-19,NA,45203,Europe & Central Asia,Torshavn,-6.91181,61.8926,High income,Not classified
Faroe Islands,FO,FRO,2000,,2023-09-19,NA,45660,Europe & Central Asia,Torshavn,-6.91181,61.8926,High income,Not classified
Faroe Islands,FO,FRO,2001,,2023-09-19,NA,46245,Europe & Central Asia,Torshavn,-6.91181,61.8926,High income,Not classified
Faroe Islands,FO,FRO,2002,,2023-09-19,NA,46813,Europe & Central Asia,Torshavn,-6.91181,61.8926,High income,Not classified
Faroe Islands,FO,FRO,1960,,2023-09-19,NA,34154,Europe & Central Asia,Torshavn,-6.91181,61.8926,High income,Not classified
Faroe Islands,FO,FRO,1974,,2023-09-19,NA,40189,Europe & Central Asia,Torshavn,-6.91181,61.8926,High income,Not classified
Faroe Islands,FO,FRO,2006,,2023-09-19,NA,48313,Europe & Central Asia,Torshavn,-6.91181,61.8926,High income,Not classified
Faroe Islands,FO,FRO,2007,,2023-09-19,NA,48361,Europe & Central Asia,Torshavn,-6.91181,61.8926,High income,Not classified
Faroe Islands,FO,FRO,1964,,2023-09-19,NA,35841,Europe & Central Asia,Torshavn,-6.91181,61.8926,High income,Not classified
Faroe Islands,FO,FRO,1965,,2023-09-19,NA,36346,Europe & Central Asia,Torshavn,-6.91181,61.8926,High income,Not classified
Faroe Islands,FO,FRO,2008,,2023-09-19,NA,48411,Europe & Central Asia,Torshavn,-6.91181,61.8926,High income,Not classified
Faroe Islands,FO,FRO,1967,,2023-09-19,NA,37234,Europe & Central Asia,Torshavn,-6.91181,61.8926,High income,Not classified
Faroe Islands,FO,FRO,1968,,2023-09-19,NA,37630,Europe & Central Asia,Torshavn,-6.91181,61.8926,High income,Not classified
Faroe Islands,FO,FRO,1969,,2023-09-19,NA,38011,Europe & Central Asia,Torshavn,-6.91181,61.8926,High income,Not classified
Faroe Islands,FO,FRO,2012,,2023-09-19,NA,48392,Europe & Central Asia,Torshavn,-6.91181,61.8926,High income,Not classified
Faroe Islands,FO,FRO,2013,,2023-09-19,NA,48418,Europe & Central Asia,Torshavn,-6.91181,61.8926,High income,Not classified
Faroe Islands,FO,FRO,2014,,2023-09-19,NA,48465,Europe & Central Asia,Torshavn,-6.91181,61.8926,High income,Not classified
Faroe Islands,FO,FRO,1973,,2023-09-19,NA,39746,Europe & Central Asia,Torshavn,-6.91181,61.8926,High income,Not classified
Faroe Islands,FO,FRO,1986,,2023-09-19,NA,46011,Europe & Central Asia,Torshavn,-6.91181,61.8926,High income,Not classified
Faroe Islands,FO,FRO,1987,,2023-09-19,NA,46477,Europe & Central Asia,Torshavn,-6.91181,61.8926,High income,Not classified
Faroe Islands,FO,FRO,1963,,2023-09-19,NA,35385,Europe & Central Asia,Torshavn,-6.91181,61.8926,High income,Not classified
Faroe Islands,FO,FRO,1991,,2023-09-19,NA,46810,Europe & Central Asia,Torshavn,-6.91181,61.8926,High income,Not classified
Faroe Islands,FO,FRO,2019,,2023-09-19,NA,51681,Europe & Central Asia,Torshavn,-6.91181,61.8926,High income,Not classified
Faroe Islands,FO,FRO,2020,,2023-09-19,NA,52415,Europe & Central Asia,Torshavn,-6.91181,61.8926,High income,Not classified
Faroe Islands,FO,FRO,1994,,2023-09-19,NA,44131,Europe & Central Asia,Torshavn,-6.91181,61.8926,High income,Not classified
Faroe Islands,FO,FRO,1995,,2023-09-19,NA,43805,Europe & Central Asia,Torshavn,-6.91181,61.8926,High income,Not classified
Faroe Islands,FO,FRO,1996,,2023-09-19,NA,44138,Europe & Central Asia,Torshavn,-6.91181,61.8926,High income,Not classified
