country,iso2c,iso3c,year,status,lastupdated,gdp,pop,gdppcap,region,capital,longitude,latitude,income,lending
Angola,AO,AGO,1978,,2023-10-26,NA,7771590,NA,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IBRD
Angola,AO,AGO,1980,,2023-10-26,NA,8330047,NA,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IBRD
Angola,AO,AGO,2010,,2023-10-26,179666394277.964,23364185,7689.82073536757,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IBRD
Angola,AO,AGO,1982,,2023-10-26,NA,8947152,NA,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IBRD
Angola,AO,AGO,1983,,2023-10-26,NA,9276707,NA,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IBRD
Angola,AO,AGO,1984,,2023-10-26,NA,9617702,NA,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IBRD
Angola,AO,AGO,1985,,2023-10-26,NA,9970621,NA,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IBRD
Angola,AO,AGO,1986,,2023-10-26,NA,10332574,NA,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IBRD
Angola,AO,AGO,1987,,2023-10-26,NA,10694057,NA,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IBRD
Angola,AO,AGO,1988,,2023-10-26,NA,11060261,NA,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IBRD
Angola,AO,AGO,1989,,2023-10-26,NA,11439498,NA,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IBRD
Angola,AO,AGO,2019,,2023-10-26,213607097926.956,32353588,6602.26921128365,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IBRD
Angola,AO,AGO,2021,,2023-10-26,203980641447.534,34503774,5911.83565738445,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IBRD
Angola,AO,AGO,1979,,2023-10-26,NA,8043218,NA,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IBRD
Angola,AO,AGO,1981,,2023-10-26,NA,8631457,NA,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IBRD
Angola,AO,AGO,1990,,2023-10-26,68524299596.3331,11828638,5793.08451204045,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IBRD
Angola,AO,AGO,1970,,2023-10-26,NA,6029700,NA,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IBRD
Antigua and Barbuda,AG,ATG,1974,,2023-10-26,NA,64218,NA,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,1979,,2023-10-26,NA,64609,NA,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,1980,,2023-10-26,NA,64889,NA,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,1978,,2023-10-26,NA,64329,NA,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,1994,,2023-10-26,1122128907.86638,67072,16730.213917378,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,1995,,2023-10-26,1073208717.58486,68398,15690.6447203844,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,1996,,2023-10-26,1144088355.05811,69798,16391.4203137355,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,1982,,2023-10-26,NA,65231,NA,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,1971,,2023-10-26,NA,64769,NA,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,1987,,2023-10-26,NA,64353,NA,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,1988,,2023-10-26,NA,63982,NA,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,1975,,2023-10-26,NA,64035,NA,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,1976,,2023-10-26,NA,63990,NA,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,1977,,2023-10-26,NA,64117,NA,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,2015,,2023-10-26,1739878569.87427,89941,19344.6656127269,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,1981,,2023-10-26,NA,65076,NA,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,2017,,2023-10-26,1893230443.98334,91119,20777.5594989337,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,2018,,2023-10-26,2022419987.96754,91626,22072.5556934445,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,2019,,2023-10-26,2110275122.26937,92117,22908.6392551795,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,1983,,2023-10-26,NA,65408,NA,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,1984,,2023-10-26,NA,65362,NA,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,1985,,2023-10-26,NA,65048,NA,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,1972,,2023-10-26,NA,64695,NA,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,1973,,2023-10-26,NA,64463,NA,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,1960,,2023-10-26,NA,55342,NA,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,1961,,2023-10-26,NA,56245,NA,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,1962,,2023-10-26,NA,57008,NA,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,1989,,2023-10-26,NA,63636,NA,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,2016,,2023-10-26,1835510285.65921,90564,20267.5487573342,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,1991,,2023-10-26,987701012.340387,63634,15521.5924244961,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,1992,,2023-10-26,999143283.533761,64659,15452.5013305767,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,1993,,2023-10-26,1051896837.02964,65834,15978.0180002679,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,1968,,2023-10-26,NA,62658,NA,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,1969,,2023-10-26,NA,63742,NA,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,1997,,2023-10-26,1206688390.53595,71218,16943.5871624583,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,1986,,2023-10-26,NA,64712,NA,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,2011,,2023-10-26,1571256843.20244,86729,18116.856451734,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,2012,,2023-10-26,1624253234.18701,87674,18526.0537238749,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,1999,,2023-10-26,1310634399.38612,73821,17754.2216901168,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,2013,,2023-10-26,1614493479.87958,88497,18243.4826025693,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,1963,,2023-10-26,NA,57778,NA,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,1964,,2023-10-26,NA,58664,NA,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,1965,,2023-10-26,NA,59644,NA,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,1966,,2023-10-26,NA,60615,NA,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,1967,,2023-10-26,NA,61617,NA,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,2006,,2023-10-26,1807225500.07155,80895,22340.3856860319,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,2020,,2023-10-26,1740930865.6586,92664,18787.5643794635,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,1970,,2023-10-26,NA,64517,NA,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,2010,,2023-10-26,1602646479.53838,85695,18701.750155066,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,2014,,2023-10-26,1675775254.70452,89236,18779.1390773289,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,1998,,2023-10-26,1263778327.75848,72572,17414.1311767414,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,1990,,2023-10-26,966660878.498707,63328,15264.3519217204,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,2000,,2023-10-26,1391938703.33822,75055,18545.582617257,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,2005,,2023-10-26,1603455937.83402,79869,20076.0737937626,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,2002,,2023-10-26,1342284218.74565,77195,17388.2274596237,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,2007,,2023-10-26,1975575480.02984,82016,24087.6838669265,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,2004,,2023-10-26,1505962467.96911,78941,19077.0634773959,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,2022,,2023-10-26,2011960630.41888,93763,21457.9378904139,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,2001,,2023-10-26,1328633282.77418,76215,17432.7006858778,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,2021,,2023-10-26,1855047139.80899,93219,19899.8824253531,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,2008,,2023-10-26,1975292169.62637,83251,23726.9482603977,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,2009,,2023-10-26,1738993947.59403,84534,20571.5327275893,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,2003,,2023-10-26,1423848705.72136,78075,18236.9350716793,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Arab World,1A,ARB,1963,,2023-10-26,NA,100892507,NA,Aggregates,,,,Aggregates,Aggregates
Arab World,1A,ARB,1962,,2023-10-26,NA,98268683,NA,Aggregates,,,,Aggregates,Aggregates
Arab World,1A,ARB,1961,,2023-10-26,NA,95760348,NA,Aggregates,,,,Aggregates,Aggregates
Arab World,1A,ARB,1970,,2023-10-26,NA,122475578,NA,Aggregates,,,,Aggregates,Aggregates
Arab World,1A,ARB,1989,,2023-10-26,NA,219021375,NA,Aggregates,,,,Aggregates,Aggregates
Arab World,1A,ARB,1987,,2023-10-26,NA,207894127,NA,Aggregates,,,,Aggregates,Aggregates
Arab World,1A,ARB,1964,,2023-10-26,NA,103618568,NA,Aggregates,,,,Aggregates,Aggregates
Arab World,1A,ARB,1960,,2023-10-26,NA,93359407,NA,Aggregates,,,,Aggregates,Aggregates
Arab World,1A,ARB,1993,,2023-10-26,2414473384682.18,242994250,9936.33958285917,Aggregates,,,,Aggregates,Aggregates
Arab World,1A,ARB,1971,,2023-10-26,NA,125979765,NA,Aggregates,,,,Aggregates,Aggregates
Arab World,1A,ARB,1991,,2023-10-26,2245087187638.91,230837072,9725.85195344581,Aggregates,,,,Aggregates,Aggregates
Arab World,1A,ARB,1992,,2023-10-26,2352866742801.48,236598334,9944.56175165411,Aggregates,,,,Aggregates,Aggregates
Arab World,1A,ARB,2012,,2023-10-26,5244791867134.44,380383408,13788.1720307171,Aggregates,,,,Aggregates,Aggregates
Arab World,1A,ARB,1999,,2023-10-26,2990315387288.87,280650496,10654.9442452753,Aggregates,,,,Aggregates,Aggregates
Arab World,1A,ARB,2000,,2023-10-26,3181478288332.86,287065982,11082.7422537752,Aggregates,,,,Aggregates,Aggregates
Arab World,1A,ARB,2001,,2023-10-26,3237784243301.11,293512340,11031.1690585176,Aggregates,,,,Aggregates,Aggregates
Arab World,1A,ARB,2002,,2023-10-26,3257486105831.4,300018650,10857.6120378897,Aggregates,,,,Aggregates,Aggregates
Arab World,1A,ARB,1965,,2023-10-26,NA,106444103,NA,Aggregates,,,,Aggregates,Aggregates
Arab World,1A,ARB,1990,,2023-10-26,2187667071497.4,225923327,9683.22793642909,Aggregates,,,,Aggregates,Aggregates
Arab World,1A,ARB,1967,,2023-10-26,NA,112499764,NA,Aggregates,,,,Aggregates,Aggregates
Arab World,1A,ARB,1968,,2023-10-26,NA,115729597,NA,Aggregates,,,,Aggregates,Aggregates
Arab World,1A,ARB,1969,,2023-10-26,NA,119061868,NA,Aggregates,,,,Aggregates,Aggregates
Arab World,1A,ARB,2008,,2023-10-26,4563197377625.29,346630443,13164.4449291065,Aggregates,,,,Aggregates,Aggregates
Arab World,1A,ARB,2009,,2023-10-26,4586510152907.18,355754908,12892.3313488262,Aggregates,,,,Aggregates,Aggregates
Arab World,1A,ARB,2010,,2023-10-26,4796607663144.17,364427661,13162.0296054974,Aggregates,,,,Aggregates,Aggregates
Arab World,1A,ARB,1984,,2023-10-26,NA,190162096,NA,Aggregates,,,,Aggregates,Aggregates
Arab World,1A,ARB,1985,,2023-10-26,NA,195956917,NA,Aggregates,,,,Aggregates,Aggregates
Arab World,1A,ARB,1986,,2023-10-26,NA,201916517,NA,Aggregates,,,,Aggregates,Aggregates
Arab World,1A,ARB,2014,,2023-10-26,5520077125148.69,397922915,13872.2273009804,Aggregates,,,,Aggregates,Aggregates
Arab World,1A,ARB,1988,,2023-10-26,NA,213455083,NA,Aggregates,,,,Aggregates,Aggregates
Arab World,1A,ARB,2016,,2023-10-26,5972498344286.47,415077960,14388.8592501671,Aggregates,,,,Aggregates,Aggregates
Arab World,1A,ARB,2003,,2023-10-26,3417682973867.24,306573087,11148.020223534,Aggregates,,,,Aggregates,Aggregates
Arab World,1A,ARB,2004,,2023-10-26,3706016177280.78,313249616,11830.872211766,Aggregates,,,,Aggregates,Aggregates
Arab World,1A,ARB,2005,,2023-10-26,3907738972335.3,320558754,12190.3985574367,Aggregates,,,,Aggregates,Aggregates
Arab World,1A,ARB,2006,,2023-10-26,4134356384482.49,328703057,12577.7850142796,Aggregates,,,,Aggregates,Aggregates
Arab World,1A,ARB,2007,,2023-10-26,4322072481879.77,337498222,12806.2081520529,Aggregates,,,,Aggregates,Aggregates
Arab World,1A,ARB,1994,,2023-10-26,2484536557257.8,249596194,9954.22453139571,Aggregates,,,,Aggregates,Aggregates
Arab World,1A,ARB,1995,,2023-10-26,2551774099252.14,255803349,9975.53045817293,Aggregates,,,,Aggregates,Aggregates
Arab World,1A,ARB,1996,,2023-10-26,2670316265054.51,261953764,10193.8457546062,Aggregates,,,,Aggregates,Aggregates
Arab World,1A,ARB,1997,,2023-10-26,2787021867953.26,268158920,10393.1723321128,Aggregates,,,,Aggregates,Aggregates
Arab World,1A,ARB,1998,,2023-10-26,2931727581370.96,274376380,10685.0581721756,Aggregates,,,,Aggregates,Aggregates
Arab World,1A,ARB,2018,,2023-10-26,6237313944572.64,432545676,14420.0122453025,Aggregates,,,,Aggregates,Aggregates
Arab World,1A,ARB,2015,,2023-10-26,5751405011994.85,406501999,14148.5282388362,Aggregates,,,,Aggregates,Aggregates
Arab World,1A,ARB,1973,,2023-10-26,NA,133384981,NA,Aggregates,,,,Aggregates,Aggregates
Arab World,1A,ARB,2017,,2023-10-26,6072114248359.9,423664839,14332.3535242912,Aggregates,,,,Aggregates,Aggregates
Arab World,1A,ARB,2022,,2023-10-26,6656330988767.14,464684914,14324.3965711509,Aggregates,,,,Aggregates,Aggregates
Arab World,1A,ARB,2019,,2023-10-26,6338668455690.94,441467739,14358.1691157073,Aggregates,,,,Aggregates,Aggregates
Arab World,1A,ARB,2020,,2023-10-26,6049528245936.22,449228296,13466.4897554365,Aggregates,,,,Aggregates,Aggregates
Arab World,1A,ARB,2021,,2023-10-26,6274972206966.04,456520777,13745.2061836082,Aggregates,,,,Aggregates,Aggregates
Arab World,1A,ARB,2013,,2023-10-26,5384111162355.15,389131555,13836.2234909352,Aggregates,,,,Aggregates,Aggregates
Arab World,1A,ARB,1981,,2023-10-26,NA,173118753,NA,Aggregates,,,,Aggregates,Aggregates
Arab World,1A,ARB,1982,,2023-10-26,NA,178587926,NA,Aggregates,,,,Aggregates,Aggregates
Arab World,1A,ARB,2011,,2023-10-26,4963210584409.22,372351065,13329.3846881013,Aggregates,,,,Aggregates,Aggregates
Arab World,1A,ARB,1974,,2023-10-26,NA,137372356,NA,Aggregates,,,,Aggregates,Aggregates
Arab World,1A,ARB,1975,,2023-10-26,NA,141756318,NA,Aggregates,,,,Aggregates,Aggregates
Arab World,1A,ARB,1972,,2023-10-26,NA,129605560,NA,Aggregates,,,,Aggregates,Aggregates
Arab World,1A,ARB,1966,,2023-10-26,NA,109394536,NA,Aggregates,,,,Aggregates,Aggregates
Arab World,1A,ARB,1978,,2023-10-26,NA,156741680,NA,Aggregates,,,,Aggregates,Aggregates
Arab World,1A,ARB,1979,,2023-10-26,NA,162014425,NA,Aggregates,,,,Aggregates,Aggregates
Arab World,1A,ARB,1976,,2023-10-26,NA,146815543,NA,Aggregates,,,,Aggregates,Aggregates
Arab World,1A,ARB,1983,,2023-10-26,NA,184342569,NA,Aggregates,,,,Aggregates,Aggregates
Arab World,1A,ARB,1980,,2023-10-26,NA,167707208,NA,Aggregates,,,,Aggregates,Aggregates
Arab World,1A,ARB,1977,,2023-10-26,NA,151960544,NA,Aggregates,,,,Aggregates,Aggregates
Argentina,AR,ARG,1968,,2023-10-26,NA,23112971,NA,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
Argentina,AR,ARG,1979,,2023-10-26,NA,27584134,NA,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
Argentina,AR,ARG,1991,,2023-10-26,503521692862.146,33105763,15209.4876309646,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
Argentina,AR,ARG,1963,,2023-10-26,NA,21364017,NA,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
Argentina,AR,ARG,1964,,2023-10-26,NA,21708487,NA,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
Argentina,AR,ARG,1980,,2023-10-26,NA,28024803,NA,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
Argentina,AR,ARG,1966,,2023-10-26,NA,22403116,NA,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
Argentina,AR,ARG,1971,,2023-10-26,NA,24223379,NA,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
Argentina,AR,ARG,1972,,2023-10-26,NA,24612794,NA,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
Argentina,AR,ARG,1973,,2023-10-26,NA,25020588,NA,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
Argentina,AR,ARG,1981,,2023-10-26,NA,28471285,NA,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
Argentina,AR,ARG,1975,,2023-10-26,NA,25875558,NA,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
Argentina,AR,ARG,1989,,2023-10-26,NA,32165766,NA,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
Argentina,AR,ARG,1990,,2023-10-26,461383067195.929,32637657,14136.5254005803,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
Argentina,AR,ARG,2012,,2023-10-26,1006559234253.78,41733271,24118.8675158912,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
Argentina,AR,ARG,1976,,2023-10-26,NA,26290257,NA,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
Argentina,AR,ARG,1977,,2023-10-26,NA,26713780,NA,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
Argentina,AR,ARG,1978,,2023-10-26,NA,27146121,NA,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
Argentina,AR,ARG,1965,,2023-10-26,NA,22053661,NA,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
Argentina,AR,ARG,1967,,2023-10-26,NA,22757014,NA,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
Argentina,AR,ARG,2018,,2023-10-26,1012127189427.81,44494502,22747.2416575831,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
Argentina,AR,ARG,1969,,2023-10-26,NA,23472028,NA,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
Argentina,AR,ARG,1970,,2023-10-26,NA,23842803,NA,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
Argentina,AR,ARG,1974,,2023-10-26,NA,25449754,NA,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
Argentina,AR,ARG,2009,,2023-10-26,871185248000,40684338,21413.2831164661,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
Argentina,AR,ARG,2010,,2023-10-26,959396223037.209,40788453,23521.2701750961,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
Argentina,AR,ARG,2011,,2023-10-26,1016997908810.97,41261490,24647.6292739541,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
Argentina,AR,ARG,1987,,2023-10-26,NA,31216453,NA,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
Argentina,AR,ARG,1988,,2023-10-26,NA,31690792,NA,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
Argentina,AR,ARG,1992,,2023-10-26,543487677674.491,33568285,16190.510705998,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
Argentina,AR,ARG,2003,,2023-10-26,636626116266.938,38278164,16631.5739769268,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
Argentina,AR,ARG,2016,,2023-10-26,1010840035079.44,43590368,23189.5274451329,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
Argentina,AR,ARG,2017,,2023-10-26,1039330591568.54,44044811,23597.117752839,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
Argentina,AR,ARG,1984,,2023-10-26,NA,29832197,NA,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
Argentina,AR,ARG,2019,,2023-10-26,991875931195.231,44938712,22071.7480998394,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
Argentina,AR,ARG,1982,,2023-10-26,NA,28922762,NA,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
Argentina,AR,ARG,2008,,2023-10-26,925990210832.673,40273769,22992.390179143,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
Argentina,AR,ARG,1961,,2023-10-26,NA,20680653,NA,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
Argentina,AR,ARG,1985,,2023-10-26,NA,30287112,NA,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
Argentina,AR,ARG,1986,,2023-10-26,NA,30748326,NA,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
Argentina,AR,ARG,1960,,2023-10-26,NA,20349744,NA,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
Argentina,AR,ARG,2005,,2023-10-26,755551060091.098,39070501,19338.1461909357,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
Argentina,AR,ARG,1962,,2023-10-26,NA,21020359,NA,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
Argentina,AR,ARG,2014,,2023-10-26,1004870951838,42669500,23550.0990599374,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
Argentina,AR,ARG,2004,,2023-10-26,694110738086.543,38668796,17950.1512818383,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
Argentina,AR,ARG,2007,,2023-10-26,889885482455.565,39876111,22316.2555259104,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
Argentina,AR,ARG,1983,,2023-10-26,NA,29377137,NA,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
Argentina,AR,ARG,1993,,2023-10-26,588091597641.289,34027240,17282.9649904397,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
Argentina,AR,ARG,2006,,2023-10-26,816351398559.736,39476851,20679.243097676,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
Argentina,AR,ARG,1999,,2023-10-26,692190405307.751,36653031,18884.9431117375,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
