country,iso2c,iso3c,year,status,lastupdated,co2,fossil,region,capital,longitude,latitude,income,lending
Bosnia and Herzegovina,BA,BIH,1966,,2023-12-19,NA,NA,Europe & Central Asia,Sarajevo,18.4214,43.8607,Upper middle income,IBRD
Bosnia and Herzegovina,BA,BIH,1967,,2023-12-19,NA,NA,Europe & Central Asia,Sarajevo,18.4214,43.8607,Upper middle income,IBRD
Bosnia and Herzegovina,BA,BIH,1997,,2023-12-19,2.09820374193255,46.8910439247005,Europe & Central Asia,Sarajevo,18.4214,43.8607,Upper middle income,IBRD
Bosnia and Herzegovina,BA,BIH,1998,,2023-12-19,2.61495643197339,49.7961881678969,Europe & Central Asia,Sarajevo,18.4214,43.8607,Upper middle income,IBRD
Bosnia and Herzegovina,BA,BIH,1999,,2023-12-19,2.53216097995335,45.5190072877684,Europe & Central Asia,Sarajevo,18.4214,43.8607,Upper middle income,IBRD
Bosnia and Herzegovina,BA,BIH,1962,,2023-12-19,NA,NA,Europe & Central Asia,Sarajevo,18.4214,43.8607,Upper middle income,IBRD
Bosnia and Herzegovina,BA,BIH,1973,,2023-12-19,NA,NA,Europe & Central Asia,Sarajevo,18.4214,43.8607,Upper middle income,IBRD
Bosnia and Herzegovina,BA,BIH,1978,,2023-12-19,NA,NA,Europe & Central Asia,Sarajevo,18.4214,43.8607,Upper middle income,IBRD
Bosnia and Herzegovina,BA,BIH,1979,,2023-12-19,NA,NA,Europe & Central Asia,Sarajevo,18.4214,43.8607,Upper middle income,IBRD
Bosnia and Herzegovina,BA,BIH,1980,,2023-12-19,NA,NA,Europe & Central Asia,Sarajevo,18.4214,43.8607,Upper middle income,IBRD
Bosnia and Herzegovina,BA,BIH,2004,,2023-12-19,3.75868361470096,53.0248271527341,Europe & Central Asia,Sarajevo,18.4214,43.8607,Upper middle income,IBRD
Bosnia and Herzegovina,BA,BIH,1968,,2023-12-19,NA,NA,Europe & Central Asia,Sarajevo,18.4214,43.8607,Upper middle income,IBRD
Bosnia and Herzegovina,BA,BIH,2010,,2023-12-19,5.46891071526031,53.1301097874328,Europe & Central Asia,Sarajevo,18.4214,43.8607,Upper middle income,IBRD
Bosnia and Herzegovina,BA,BIH,1969,,2023-12-19,NA,NA,Europe & Central Asia,Sarajevo,18.4214,43.8607,Upper middle income,IBRD
Bosnia and Herzegovina,BA,BIH,1981,,2023-12-19,NA,NA,Europe & Central Asia,Sarajevo,18.4214,43.8607,Upper middle income,IBRD
Bosnia and Herzegovina,BA,BIH,1977,,2023-12-19,NA,NA,Europe & Central Asia,Sarajevo,18.4214,43.8607,Upper middle income,IBRD
Bosnia and Herzegovina,BA,BIH,1963,,2023-12-19,NA,NA,Europe & Central Asia,Sarajevo,18.4214,43.8607,Upper middle income,IBRD
Bosnia and Herzegovina,BA,BIH,2018,,2023-12-19,6.65145351838121,NA,Europe & Central Asia,Sarajevo,18.4214,43.8607,Upper middle income,IBRD
Bosnia and Herzegovina,BA,BIH,1976,,2023-12-19,NA,NA,Europe & Central Asia,Sarajevo,18.4214,43.8607,Upper middle income,IBRD
Bosnia and Herzegovina,BA,BIH,2020,,2023-12-19,6.31230587447531,NA,Europe & Central Asia,Sarajevo,18.4214,43.8607,Upper middle income,IBRD
Bosnia and Herzegovina,BA,BIH,1982,,2023-12-19,NA,NA,Europe & Central Asia,Sarajevo,18.4214,43.8607,Upper middle income,IBRD
Bosnia and Herzegovina,BA,BIH,1983,,2023-12-19,NA,NA,Europe & Central Asia,Sarajevo,18.4214,43.8607,Upper middle income,IBRD
Bosnia and Herzegovina,BA,BIH,2019,,2023-12-19,6.28566395622831,NA,Europe & Central Asia,Sarajevo,18.4214,43.8607,Upper middle income,IBRD
Bosnia and Herzegovina,BA,BIH,2015,,2023-12-19,5.56957873339682,64.4826924307377,Europe & Central Asia,Sarajevo,18.4214,43.8607,Upper middle income,IBRD
Bosnia and Herzegovina,BA,BIH,2016,,2023-12-19,6.42249063914649,NA,Europe & Central Asia,Sarajevo,18.4214,43.8607,Upper middle income,IBRD
Bosnia and Herzegovina,BA,BIH,2017,,2023-12-19,6.59666334014239,NA,Europe & Central Asia,Sarajevo,18.4214,43.8607,Upper middle income,IBRD
Bosnia and Herzegovina,BA,BIH,2022,,2023-12-19,NA,NA,Europe & Central Asia,Sarajevo,18.4214,43.8607,Upper middle income,IBRD
Bosnia and Herzegovina,BA,BIH,2021,,2023-12-19,NA,NA,Europe & Central Asia,Sarajevo,18.4214,43.8607,Upper middle income,IBRD
Botswana,BW,BWA,2001,,2023-12-19,2.19395776222665,100,Sub-Saharan Africa,Gaborone,25.9201,-24.6544,Upper middle income,IBRD
Botswana,BW,BWA,1964,,2023-12-19,NA,NA,Sub-Saharan Africa,Gaborone,25.9201,-24.6544,Upper middle income,IBRD
Botswana,BW,BWA,1962,,2023-12-19,NA,NA,Sub-Saharan Africa,Gaborone,25.9201,-24.6544,Upper middle income,IBRD
Botswana,BW,BWA,1975,,2023-12-19,NA,NA,Sub-Saharan Africa,Gaborone,25.9201,-24.6544,Upper middle income,IBRD
Botswana,BW,BWA,1976,,2023-12-19,NA,NA,Sub-Saharan Africa,Gaborone,25.9201,-24.6544,Upper middle income,IBRD
Botswana,BW,BWA,1974,,2023-12-19,NA,NA,Sub-Saharan Africa,Gaborone,25.9201,-24.6544,Upper middle income,IBRD
Botswana,BW,BWA,1961,,2023-12-19,NA,NA,Sub-Saharan Africa,Gaborone,25.9201,-24.6544,Upper middle income,IBRD
Botswana,BW,BWA,1973,,2023-12-19,NA,NA,Sub-Saharan Africa,Gaborone,25.9201,-24.6544,Upper middle income,IBRD
Botswana,BW,BWA,1963,,2023-12-19,NA,NA,Sub-Saharan Africa,Gaborone,25.9201,-24.6544,Upper middle income,IBRD
Botswana,BW,BWA,1977,,2023-12-19,NA,NA,Sub-Saharan Africa,Gaborone,25.9201,-24.6544,Upper middle income,IBRD
Botswana,BW,BWA,2000,,2023-12-19,2.33574698101026,100,Sub-Saharan Africa,Gaborone,25.9201,-24.6544,Upper middle income,IBRD
Botswana,BW,BWA,1969,,2023-12-19,NA,NA,Sub-Saharan Africa,Gaborone,25.9201,-24.6544,Upper middle income,IBRD
Botswana,BW,BWA,1970,,2023-12-19,NA,NA,Sub-Saharan Africa,Gaborone,25.9201,-24.6544,Upper middle income,IBRD
Botswana,BW,BWA,1999,,2023-12-19,2.2810332249914,100,Sub-Saharan Africa,Gaborone,25.9201,-24.6544,Upper middle income,IBRD
Botswana,BW,BWA,1968,,2023-12-19,NA,NA,Sub-Saharan Africa,Gaborone,25.9201,-24.6544,Upper middle income,IBRD
Botswana,BW,BWA,1972,,2023-12-19,NA,NA,Sub-Saharan Africa,Gaborone,25.9201,-24.6544,Upper middle income,IBRD
Botswana,BW,BWA,1996,,2023-12-19,1.84297631921748,100,Sub-Saharan Africa,Gaborone,25.9201,-24.6544,Upper middle income,IBRD
Botswana,BW,BWA,2015,,2023-12-19,3.01483577574071,99.9662959218065,Sub-Saharan Africa,Gaborone,25.9201,-24.6544,Upper middle income,IBRD
Botswana,BW,BWA,2016,,2023-12-19,2.81808659692843,NA,Sub-Saharan Africa,Gaborone,25.9201,-24.6544,Upper middle income,IBRD
Botswana,BW,BWA,2017,,2023-12-19,3.05495453485661,NA,Sub-Saharan Africa,Gaborone,25.9201,-24.6544,Upper middle income,IBRD
Botswana,BW,BWA,2002,,2023-12-19,2.24312445338221,100,Sub-Saharan Africa,Gaborone,25.9201,-24.6544,Upper middle income,IBRD
Botswana,BW,BWA,1965,,2023-12-19,NA,NA,Sub-Saharan Africa,Gaborone,25.9201,-24.6544,Upper middle income,IBRD
Botswana,BW,BWA,1967,,2023-12-19,NA,NA,Sub-Saharan Africa,Gaborone,25.9201,-24.6544,Upper middle income,IBRD
Botswana,BW,BWA,2004,,2023-12-19,2.1356204799673,100,Sub-Saharan Africa,Gaborone,25.9201,-24.6544,Upper middle income,IBRD
Botswana,BW,BWA,2005,,2023-12-19,2.260452333492,100,Sub-Saharan Africa,Gaborone,25.9201,-24.6544,Upper middle income,IBRD
Botswana,BW,BWA,2006,,2023-12-19,2.1189876725511,100,Sub-Saharan Africa,Gaborone,25.9201,-24.6544,Upper middle income,IBRD
Botswana,BW,BWA,2007,,2023-12-19,2.1961619276687,100,Sub-Saharan Africa,Gaborone,25.9201,-24.6544,Upper middle income,IBRD
Botswana,BW,BWA,1971,,2023-12-19,NA,NA,Sub-Saharan Africa,Gaborone,25.9201,-24.6544,Upper middle income,IBRD
Botswana,BW,BWA,1960,,2023-12-19,NA,NA,Sub-Saharan Africa,Gaborone,25.9201,-24.6544,Upper middle income,IBRD
Botswana,BW,BWA,2009,,2023-12-19,2.04323383587189,100,Sub-Saharan Africa,Gaborone,25.9201,-24.6544,Upper middle income,IBRD
Botswana,BW,BWA,1997,,2023-12-19,1.89334759416409,100,Sub-Saharan Africa,Gaborone,25.9201,-24.6544,Upper middle income,IBRD
Botswana,BW,BWA,1998,,2023-12-19,2.22395495799659,100,Sub-Saharan Africa,Gaborone,25.9201,-24.6544,Upper middle income,IBRD
Botswana,BW,BWA,1984,,2023-12-19,NA,100,Sub-Saharan Africa,Gaborone,25.9201,-24.6544,Upper middle income,IBRD
Botswana,BW,BWA,2018,,2023-12-19,3.28847103849256,NA,Sub-Saharan Africa,Gaborone,25.9201,-24.6544,Upper middle income,IBRD
Botswana,BW,BWA,1978,,2023-12-19,NA,NA,Sub-Saharan Africa,Gaborone,25.9201,-24.6544,Upper middle income,IBRD
Botswana,BW,BWA,1966,,2023-12-19,NA,NA,Sub-Saharan Africa,Gaborone,25.9201,-24.6544,Upper middle income,IBRD
Botswana,BW,BWA,1979,,2023-12-19,NA,NA,Sub-Saharan Africa,Gaborone,25.9201,-24.6544,Upper middle income,IBRD
Botswana,BW,BWA,1980,,2023-12-19,NA,NA,Sub-Saharan Africa,Gaborone,25.9201,-24.6544,Upper middle income,IBRD
Botswana,BW,BWA,1981,,2023-12-19,NA,100,Sub-Saharan Africa,Gaborone,25.9201,-24.6544,Upper middle income,IBRD
Botswana,BW,BWA,1982,,2023-12-19,NA,100,Sub-Saharan Africa,Gaborone,25.9201,-24.6544,Upper middle income,IBRD
Botswana,BW,BWA,1983,,2023-12-19,NA,100,Sub-Saharan Africa,Gaborone,25.9201,-24.6544,Upper middle income,IBRD
Botswana,BW,BWA,2008,,2023-12-19,2.18834067313632,100,Sub-Saharan Africa,Gaborone,25.9201,-24.6544,Upper middle income,IBRD
Botswana,BW,BWA,1993,,2023-12-19,2.22237875291842,100,Sub-Saharan Africa,Gaborone,25.9201,-24.6544,Upper middle income,IBRD
Botswana,BW,BWA,2010,,2023-12-19,1.61197018259147,100,Sub-Saharan Africa,Gaborone,25.9201,-24.6544,Upper middle income,IBRD
Botswana,BW,BWA,2011,,2023-12-19,1.81971399746115,100,Sub-Saharan Africa,Gaborone,25.9201,-24.6544,Upper middle income,IBRD
Botswana,BW,BWA,2012,,2023-12-19,1.5695025110036,100,Sub-Saharan Africa,Gaborone,25.9201,-24.6544,Upper middle income,IBRD
Botswana,BW,BWA,2013,,2023-12-19,2.44513272580164,99.8916576381365,Sub-Saharan Africa,Gaborone,25.9201,-24.6544,Upper middle income,IBRD
Botswana,BW,BWA,2014,,2023-12-19,3.09192452937034,99.956766104626,Sub-Saharan Africa,Gaborone,25.9201,-24.6544,Upper middle income,IBRD
Botswana,BW,BWA,2019,,2023-12-19,2.8796632558601,NA,Sub-Saharan Africa,Gaborone,25.9201,-24.6544,Upper middle income,IBRD
Botswana,BW,BWA,2003,,2023-12-19,2.14301783987086,100,Sub-Saharan Africa,Gaborone,25.9201,-24.6544,Upper middle income,IBRD
Botswana,BW,BWA,2021,,2023-12-19,NA,NA,Sub-Saharan Africa,Gaborone,25.9201,-24.6544,Upper middle income,IBRD
Botswana,BW,BWA,2022,,2023-12-19,NA,NA,Sub-Saharan Africa,Gaborone,25.9201,-24.6544,Upper middle income,IBRD
Botswana,BW,BWA,1990,,2023-12-19,2.09277257703094,100,Sub-Saharan Africa,Gaborone,25.9201,-24.6544,Upper middle income,IBRD
Botswana,BW,BWA,1991,,2023-12-19,1.98082840305262,100,Sub-Saharan Africa,Gaborone,25.9201,-24.6544,Upper middle income,IBRD
Botswana,BW,BWA,1992,,2023-12-19,2.32161019782571,100,Sub-Saharan Africa,Gaborone,25.9201,-24.6544,Upper middle income,IBRD
Botswana,BW,BWA,1988,,2023-12-19,NA,100,Sub-Saharan Africa,Gaborone,25.9201,-24.6544,Upper middle income,IBRD
Botswana,BW,BWA,1994,,2023-12-19,2.04855993572519,100,Sub-Saharan Africa,Gaborone,25.9201,-24.6544,Upper middle income,IBRD
Botswana,BW,BWA,1995,,2023-12-19,2.06642248097671,100,Sub-Saharan Africa,Gaborone,25.9201,-24.6544,Upper middle income,IBRD
Botswana,BW,BWA,2020,,2023-12-19,2.2634631138367,NA,Sub-Saharan Africa,Gaborone,25.9201,-24.6544,Upper middle income,IBRD
Botswana,BW,BWA,1987,,2023-12-19,NA,100,Sub-Saharan Africa,Gaborone,25.9201,-24.6544,Upper middle income,IBRD
Botswana,BW,BWA,1985,,2023-12-19,NA,100,Sub-Saharan Africa,Gaborone,25.9201,-24.6544,Upper middle income,IBRD
Botswana,BW,BWA,1986,,2023-12-19,NA,100,Sub-Saharan Africa,Gaborone,25.9201,-24.6544,Upper middle income,IBRD
Botswana,BW,BWA,1989,,2023-12-19,NA,100,Sub-Saharan Africa,Gaborone,25.9201,-24.6544,Upper middle income,IBRD
Brazil,BR,BRA,1985,,2023-12-19,NA,4.57450873080617,Latin America & Caribbean,Brasilia,-47.9292,-15.7801,Upper middle income,IBRD
Brazil,BR,BRA,2010,,2023-12-19,2.02660566892286,12.3855781442379,Latin America & Caribbean,Brasilia,-47.9292,-15.7801,Upper middle income,IBRD
Brazil,BR,BRA,1993,,2023-12-19,1.35861090138514,4.56987967107978,Latin America & Caribbean,Brasilia,-47.9292,-15.7801,Upper middle income,IBRD
Brazil,BR,BRA,1994,,2023-12-19,1.38213969207396,4.57350956195369,Latin America & Caribbean,Brasilia,-47.9292,-15.7801,Upper middle income,IBRD
Brazil,BR,BRA,1986,,2023-12-19,NA,8.09981793714874,Latin America & Caribbean,Brasilia,-47.9292,-15.7801,Upper middle income,IBRD
Brazil,BR,BRA,1966,,2023-12-19,NA,NA,Latin America & Caribbean,Brasilia,-47.9292,-15.7801,Upper middle income,IBRD
Brazil,BR,BRA,1967,,2023-12-19,NA,NA,Latin America & Caribbean,Brasilia,-47.9292,-15.7801,Upper middle income,IBRD
Brazil,BR,BRA,2011,,2023-12-19,2.11062775987293,9.82967784157049,Latin America & Caribbean,Brasilia,-47.9292,-15.7801,Upper middle income,IBRD
Brazil,BR,BRA,2009,,2023-12-19,1.79932814185315,8.0993990830707,Latin America & Caribbean,Brasilia,-47.9292,-15.7801,Upper middle income,IBRD
Brazil,BR,BRA,2012,,2023-12-19,2.2714176835721,14.5983525869307,Latin America & Caribbean,Brasilia,-47.9292,-15.7801,Upper middle income,IBRD
Brazil,BR,BRA,1987,,2023-12-19,NA,6.48843511318982,Latin America & Caribbean,Brasilia,-47.9292,-15.7801,Upper middle income,IBRD
Brazil,BR,BRA,1988,,2023-12-19,NA,5.53950508730059,Latin America & Caribbean,Brasilia,-47.9292,-15.7801,Upper middle income,IBRD
Brazil,BR,BRA,1968,,2023-12-19,NA,NA,Latin America & Caribbean,Brasilia,-47.9292,-15.7801,Upper middle income,IBRD
Brazil,BR,BRA,1991,,2023-12-19,1.34002976265688,4.75899938987187,Latin America & Caribbean,Brasilia,-47.9292,-15.7801,Upper middle income,IBRD
Brazil,BR,BRA,1992,,2023-12-19,1.33331845207455,4.85289494150547,Latin America & Caribbean,Brasilia,-47.9292,-15.7801,Upper middle income,IBRD
Brazil,BR,BRA,2004,,2023-12-19,1.77844124428615,10.8333139761468,Latin America & Caribbean,Brasilia,-47.9292,-15.7801,Upper middle income,IBRD
Brazil,BR,BRA,2005,,2023-12-19,1.77566292246976,10.2304277813479,Latin America & Caribbean,Brasilia,-47.9292,-15.7801,Upper middle income,IBRD
Brazil,BR,BRA,2006,,2023-12-19,1.77747795657257,9.80881725199541,Latin America & Caribbean,Brasilia,-47.9292,-15.7801,Upper middle income,IBRD
Brazil,BR,BRA,2007,,2023-12-19,1.847975735626,8.74475173369696,Latin America & Caribbean,Brasilia,-47.9292,-15.7801,Upper middle income,IBRD
Brazil,BR,BRA,2008,,2023-12-19,1.93921527398251,12.6132935406755,Latin America & Caribbean,Brasilia,-47.9292,-15.7801,Upper middle income,IBRD
Brazil,BR,BRA,1965,,2023-12-19,NA,NA,Latin America & Caribbean,Brasilia,-47.9292,-15.7801,Upper middle income,IBRD
Brazil,BR,BRA,1981,,2023-12-19,NA,6.71580383579371,Latin America & Caribbean,Brasilia,-47.9292,-15.7801,Upper middle income,IBRD
Brazil,BR,BRA,1982,,2023-12-19,NA,5.77227807402245,Latin America & Caribbean,Brasilia,-47.9292,-15.7801,Upper middle income,IBRD
Brazil,BR,BRA,1983,,2023-12-19,NA,4.94418255443278,Latin America & Caribbean,Brasilia,-47.9292,-15.7801,Upper middle income,IBRD
Brazil,BR,BRA,1984,,2023-12-19,NA,4.62790568036122,Latin America & Caribbean,Brasilia,-47.9292,-15.7801,Upper middle income,IBRD
Brazil,BR,BRA,1971,,2023-12-19,NA,15.0471131102408,Latin America & Caribbean,Brasilia,-47.9292,-15.7801,Upper middle income,IBRD
Brazil,BR,BRA,1989,,2023-12-19,NA,5.23647657353864,Latin America & Caribbean,Brasilia,-47.9292,-15.7801,Upper middle income,IBRD
Brazil,BR,BRA,1990,,2023-12-19,1.31313162278407,4.49553677615665,Latin America & Caribbean,Brasilia,-47.9292,-15.7801,Upper middle income,IBRD
Brazil,BR,BRA,2003,,2023-12-19,1.70185253648103,9.04597092268464,Latin America & Caribbean,Brasilia,-47.9292,-15.7801,Upper middle income,IBRD
Brazil,BR,BRA,1960,,2023-12-19,NA,NA,Latin America & Caribbean,Brasilia,-47.9292,-15.7801,Upper middle income,IBRD
Brazil,BR,BRA,1961,,2023-12-19,NA,NA,Latin America & Caribbean,Brasilia,-47.9292,-15.7801,Upper middle income,IBRD
Brazil,BR,BRA,1962,,2023-12-19,NA,NA,Latin America & Caribbean,Brasilia,-47.9292,-15.7801,Upper middle income,IBRD
Brazil,BR,BRA,1995,,2023-12-19,1.47560355931892,4.92850171080656,Latin America & Caribbean,Brasilia,-47.9292,-15.7801,Upper middle income,IBRD
Brazil,BR,BRA,1996,,2023-12-19,1.58045439982994,5.60564134606802,Latin America & Caribbean,Brasilia,-47.9292,-15.7801,Upper middle income,IBRD
Brazil,BR,BRA,1997,,2023-12-19,1.66918123176385,5.99320739523738,Latin America & Caribbean,Brasilia,-47.9292,-15.7801,Upper middle income,IBRD
Brazil,BR,BRA,1998,,2023-12-19,1.69894488419783,6.06188694257618,Latin America & Caribbean,Brasilia,-47.9292,-15.7801,Upper middle income,IBRD
Brazil,BR,BRA,1999,,2023-12-19,1.73476944842688,8.6655552767122,Latin America & Caribbean,Brasilia,-47.9292,-15.7801,Upper middle income,IBRD
Brazil,BR,BRA,2000,,2023-12-19,1.7835001158786,8.66785130836032,Latin America & Caribbean,Brasilia,-47.9292,-15.7801,Upper middle income,IBRD
Brazil,BR,BRA,1975,,2023-12-19,NA,7.32501425223285,Latin America & Caribbean,Brasilia,-47.9292,-15.7801,Upper middle income,IBRD
Brazil,BR,BRA,2001,,2023-12-19,1.79211227785649,11.2332119765729,Latin America & Caribbean,Brasilia,-47.9292,-15.7801,Upper middle income,IBRD
Brazil,BR,BRA,2002,,2023-12-19,1.76065124423135,10.1394100170393,Latin America & Caribbean,Brasilia,-47.9292,-15.7801,Upper middle income,IBRD
Brazil,BR,BRA,1974,,2023-12-19,NA,7.30135706216265,Latin America & Caribbean,Brasilia,-47.9292,-15.7801,Upper middle income,IBRD
Brazil,BR,BRA,1964,,2023-12-19,NA,NA,Latin America & Caribbean,Brasilia,-47.9292,-15.7801,Upper middle income,IBRD
Brazil,BR,BRA,1976,,2023-12-19,NA,6.9485633045661,Latin America & Caribbean,Brasilia,-47.9292,-15.7801,Upper middle income,IBRD
Brazil,BR,BRA,1977,,2023-12-19,NA,6.3507306062646,Latin America & Caribbean,Brasilia,-47.9292,-15.7801,Upper middle income,IBRD
Brazil,BR,BRA,1963,,2023-12-19,NA,NA,Latin America & Caribbean,Brasilia,-47.9292,-15.7801,Upper middle income,IBRD
Brazil,BR,BRA,1970,,2023-12-19,NA,NA,Latin America & Caribbean,Brasilia,-47.9292,-15.7801,Upper middle income,IBRD
Brazil,BR,BRA,1980,,2023-12-19,NA,6.21896972305926,Latin America & Caribbean,Brasilia,-47.9292,-15.7801,Upper middle income,IBRD
Brazil,BR,BRA,2022,,2023-12-19,NA,NA,Latin America & Caribbean,Brasilia,-47.9292,-15.7801,Upper middle income,IBRD
Brazil,BR,BRA,1969,,2023-12-19,NA,NA,Latin America & Caribbean,Brasilia,-47.9292,-15.7801,Upper middle income,IBRD
Brazil,BR,BRA,2015,,2023-12-19,2.36536062099671,23.4329117754259,Latin America & Caribbean,Brasilia,-47.9292,-15.7801,Upper middle income,IBRD
Brazil,BR,BRA,2016,,2023-12-19,2.16125984748939,NA,Latin America & Caribbean,Brasilia,-47.9292,-15.7801,Upper middle income,IBRD
Brazil,BR,BRA,1972,,2023-12-19,NA,10.0846805234796,Latin America & Caribbean,Brasilia,-47.9292,-15.7801,Upper middle income,IBRD
Brazil,BR,BRA,1973,,2023-12-19,NA,9.40271297469332,Latin America & Caribbean,Brasilia,-47.9292,-15.7801,Upper middle income,IBRD
Brazil,BR,BRA,1978,,2023-12-19,NA,7.67415660566491,Latin America & Caribbean,Brasilia,-47.9292,-15.7801,Upper middle income,IBRD
Brazil,BR,BRA,1979,,2023-12-19,NA,6.6409516146844,Latin America & Caribbean,Brasilia,-47.9292,-15.7801,Upper middle income,IBRD
Brazil,BR,BRA,2017,,2023-12-19,2.18548661863967,NA,Latin America & Caribbean,Brasilia,-47.9292,-15.7801,Upper middle income,IBRD
Brazil,BR,BRA,2018,,2023-12-19,2.06426147881772,NA,Latin America & Caribbean,Brasilia,-47.9292,-15.7801,Upper middle income,IBRD
Brazil,BR,BRA,2014,,2023-12-19,2.51459195963426,24.253239222485,Latin America & Caribbean,Brasilia,-47.9292,-15.7801,Upper middle income,IBRD
Brazil,BR,BRA,2019,,2023-12-19,2.05077012882977,NA,Latin America & Caribbean,Brasilia,-47.9292,-15.7801,Upper middle income,IBRD
Brazil,BR,BRA,2021,,2023-12-19,NA,NA,Latin America & Caribbean,Brasilia,-47.9292,-15.7801,Upper middle income,IBRD
Brazil,BR,BRA,2013,,2023-12-19,2.4134465369818,20.5461078347598,Latin America & Caribbean,Brasilia,-47.9292,-15.7801,Upper middle income,IBRD
Brazil,BR,BRA,2020,,2023-12-19,1.94252335631484,NA,Latin America & Caribbean,Brasilia,-47.9292,-15.7801,Upper middle income,IBRD
British Virgin Islands,VG,VGB,1963,,2023-12-19,NA,NA,Latin America & Caribbean,Road Town,-64.623056,18.431389,High income,Not classified
British Virgin Islands,VG,VGB,1976,,2023-12-19,NA,NA,Latin America & Caribbean,Road Town,-64.623056,18.431389,High income,Not classified
British Virgin Islands,VG,VGB,1960,,2023-12-19,NA,NA,Latin America & Caribbean,Road Town,-64.623056,18.431389,High income,Not classified
British Virgin Islands,VG,VGB,1961,,2023-12-19,NA,NA,Latin America & Caribbean,Road Town,-64.623056,18.431389,High income,Not classified
British Virgin Islands,VG,VGB,1962,,2023-12-19,NA,NA,Latin America & Caribbean,Road Town,-64.623056,18.431389,High income,Not classified
British Virgin Islands,VG,VGB,2003,,2023-12-19,NA,NA,Latin America & Caribbean,Road Town,-64.623056,18.431389,High income,Not classified
British Virgin Islands,VG,VGB,1968,,2023-12-19,NA,NA,Latin America & Caribbean,Road Town,-64.623056,18.431389,High income,Not classified
British Virgin Islands,VG,VGB,1969,,2023-12-19,NA,NA,Latin America & Caribbean,Road Town,-64.623056,18.431389,High income,Not classified
British Virgin Islands,VG,VGB,1966,,2023-12-19,NA,NA,Latin America & Caribbean,Road Town,-64.623056,18.431389,High income,Not classified
British Virgin Islands,VG,VGB,1967,,2023-12-19,NA,NA,Latin America & Caribbean,Road Town,-64.623056,18.431389,High income,Not classified
British Virgin Islands,VG,VGB,1986,,2023-12-19,NA,NA,Latin America & Caribbean,Road Town,-64.623056,18.431389,High income,Not classified
British Virgin Islands,VG,VGB,1972,,2023-12-19,NA,NA,Latin America & Caribbean,Road Town,-64.623056,18.431389,High income,Not classified
British Virgin Islands,VG,VGB,1973,,2023-12-19,NA,NA,Latin America & Caribbean,Road Town,-64.623056,18.431389,High income,Not classified
British Virgin Islands,VG,VGB,1974,,2023-12-19,NA,NA,Latin America & Caribbean,Road Town,-64.623056,18.431389,High income,Not classified
British Virgin Islands,VG,VGB,1975,,2023-12-19,NA,NA,Latin America & Caribbean,Road Town,-64.623056,18.431389,High income,Not classified
British Virgin Islands,VG,VGB,2004,,2023-12-19,NA,NA,Latin America & Caribbean,Road Town,-64.623056,18.431389,High income,Not classified
British Virgin Islands,VG,VGB,1964,,2023-12-19,NA,NA,Latin America & Caribbean,Road Town,-64.623056,18.431389,High income,Not classified
British Virgin Islands,VG,VGB,1965,,2023-12-19,NA,NA,Latin America & Caribbean,Road Town,-64.623056,18.431389,High income,Not classified
British Virgin Islands,VG,VGB,2006,,2023-12-19,NA,NA,Latin America & Caribbean,Road Town,-64.623056,18.431389,High income,Not classified
British Virgin Islands,VG,VGB,2007,,2023-12-19,NA,NA,Latin America & Caribbean,Road Town,-64.623056,18.431389,High income,Not classified
British Virgin Islands,VG,VGB,2008,,2023-12-19,NA,NA,Latin America & Caribbean,Road Town,-64.623056,18.431389,High income,Not classified
British Virgin Islands,VG,VGB,2009,,2023-12-19,NA,NA,Latin America & Caribbean,Road Town,-64.623056,18.431389,High income,Not classified
British Virgin Islands,VG,VGB,1970,,2023-12-19,NA,NA,Latin America & Caribbean,Road Town,-64.623056,18.431389,High income,Not classified
British Virgin Islands,VG,VGB,1971,,2023-12-19,NA,NA,Latin America & Caribbean,Road Town,-64.623056,18.431389,High income,Not classified
British Virgin Islands,VG,VGB,2011,,2023-12-19,NA,NA,Latin America & Caribbean,Road Town,-64.623056,18.431389,High income,Not classified
British Virgin Islands,VG,VGB,1999,,2023-12-19,NA,NA,Latin America & Caribbean,Road Town,-64.623056,18.431389,High income,Not classified
British Virgin Islands,VG,VGB,2000,,2023-12-19,NA,NA,Latin America & Caribbean,Road Town,-64.623056,18.431389,High income,Not classified
British Virgin Islands,VG,VGB,1987,,2023-12-19,NA,NA,Latin America & Caribbean,Road Town,-64.623056,18.431389,High income,Not classified
British Virgin Islands,VG,VGB,2017,,2023-12-19,NA,NA,Latin America & Caribbean,Road Town,-64.623056,18.431389,High income,Not classified
British Virgin Islands,VG,VGB,1977,,2023-12-19,NA,NA,Latin America & Caribbean,Road Town,-64.623056,18.431389,High income,Not classified
British Virgin Islands,VG,VGB,1978,,2023-12-19,NA,NA,Latin America & Caribbean,Road Town,-64.623056,18.431389,High income,Not classified
British Virgin Islands,VG,VGB,1980,,2023-12-19,NA,NA,Latin America & Caribbean,Road Town,-64.623056,18.431389,High income,Not classified
British Virgin Islands,VG,VGB,1981,,2023-12-19,NA,NA,Latin America & Caribbean,Road Town,-64.623056,18.431389,High income,Not classified
British Virgin Islands,VG,VGB,1982,,2023-12-19,NA,NA,Latin America & Caribbean,Road Town,-64.623056,18.431389,High income,Not classified
British Virgin Islands,VG,VGB,1983,,2023-12-19,NA,NA,Latin America & Caribbean,Road Town,-64.623056,18.431389,High income,Not classified
