country,iso2c,iso3c,year,status,lastupdated,refugee_asylum,refugee_origin,region,capital,longitude,latitude,income,lending
Angola,AO,AGO,2013,,2023-12-19,23771,10274,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IBRD
Angola,AO,AGO,2014,,2023-12-19,15468,9468,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IBRD
Angola,AO,AGO,2015,,2023-12-19,15547,11855,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IBRD
Angola,AO,AGO,2002,,2023-12-19,12249,435415,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IBRD
Angola,AO,AGO,2003,,2023-12-19,13375,329573,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IBRD
Angola,AO,AGO,2004,,2023-12-19,13963,228842,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IBRD
Angola,AO,AGO,2005,,2023-12-19,13978,215811,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IBRD
Angola,AO,AGO,2006,,2023-12-19,13086,206482,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IBRD
Angola,AO,AGO,1978,,2023-12-19,141550,646110,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IBRD
Angola,AO,AGO,1980,,2023-12-19,75000,449030,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IBRD
Angola,AO,AGO,2010,,2023-12-19,15142,134851,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IBRD
Angola,AO,AGO,1982,,2023-12-19,96280,465890,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IBRD
Angola,AO,AGO,1983,,2023-12-19,96280,298110,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IBRD
Angola,AO,AGO,1984,,2023-12-19,92260,357821,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IBRD
Angola,AO,AGO,1985,,2023-12-19,91520,317392,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IBRD
Angola,AO,AGO,1986,,2023-12-19,92250,355412,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IBRD
Angola,AO,AGO,1987,,2023-12-19,91210,391733,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IBRD
Angola,AO,AGO,1988,,2023-12-19,90350,407566,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IBRD
Angola,AO,AGO,1989,,2023-12-19,12899,408692,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IBRD
Angola,AO,AGO,2019,,2023-12-19,25793,8176,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IBRD
Angola,AO,AGO,2021,,2023-12-19,26045,11403,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IBRD
Angola,AO,AGO,1979,,2023-12-19,66000,652980,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IBRD
Angola,AO,AGO,1981,,2023-12-19,91700,457060,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IBRD
Angola,AO,AGO,1990,,2023-12-19,11557,407760,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IBRD
Angola,AO,AGO,1970,,2023-12-19,NA,414120,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IBRD
Antigua and Barbuda,AG,ATG,1974,,2023-12-19,NA,NA,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,1979,,2023-12-19,NA,NA,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,1980,,2023-12-19,NA,NA,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,1978,,2023-12-19,NA,NA,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,1994,,2023-12-19,NA,NA,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,1995,,2023-12-19,NA,NA,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,1996,,2023-12-19,NA,NA,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,1982,,2023-12-19,NA,NA,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,1971,,2023-12-19,NA,NA,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,1987,,2023-12-19,NA,NA,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,1988,,2023-12-19,NA,NA,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,1975,,2023-12-19,NA,NA,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,1976,,2023-12-19,NA,NA,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,1977,,2023-12-19,NA,NA,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,2015,,2023-12-19,15,56,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,1981,,2023-12-19,NA,NA,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,2017,,2023-12-19,NA,99,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,2018,,2023-12-19,NA,107,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,2019,,2023-12-19,NA,117,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,1983,,2023-12-19,NA,NA,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,1984,,2023-12-19,NA,NA,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,1985,,2023-12-19,NA,NA,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,1972,,2023-12-19,NA,NA,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,1973,,2023-12-19,NA,NA,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,1960,,2023-12-19,NA,NA,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,1961,,2023-12-19,NA,NA,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,1962,,2023-12-19,NA,NA,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,1989,,2023-12-19,NA,NA,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,2016,,2023-12-19,5,82,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,1991,,2023-12-19,NA,NA,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,1992,,2023-12-19,NA,NA,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,1993,,2023-12-19,NA,NA,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,1968,,2023-12-19,NA,NA,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,1969,,2023-12-19,NA,NA,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,1997,,2023-12-19,NA,NA,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,1986,,2023-12-19,NA,NA,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,2011,,2023-12-19,NA,32,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,2012,,2023-12-19,NA,45,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,1999,,2023-12-19,NA,NA,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,2013,,2023-12-19,NA,50,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,1963,,2023-12-19,NA,NA,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,1964,,2023-12-19,NA,NA,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,1965,,2023-12-19,NA,NA,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,1966,,2023-12-19,NA,NA,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,1967,,2023-12-19,NA,NA,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,2006,,2023-12-19,NA,18,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,2020,,2023-12-19,NA,108,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,1970,,2023-12-19,NA,NA,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,2010,,2023-12-19,NA,28,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,2014,,2023-12-19,NA,53,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,1998,,2023-12-19,NA,NA,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,1990,,2023-12-19,NA,NA,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,2000,,2023-12-19,NA,NA,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,2005,,2023-12-19,NA,13,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,2002,,2023-12-19,NA,5,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,2007,,2023-12-19,NA,24,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,2004,,2023-12-19,NA,13,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,2022,,2023-12-19,NA,58,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,2001,,2023-12-19,NA,5,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,2021,,2023-12-19,NA,105,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,2008,,2023-12-19,NA,25,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,2009,,2023-12-19,NA,27,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,2003,,2023-12-19,NA,5,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Arab World,1A,ARB,1963,,2023-12-19,NA,NA,Aggregates,,,,Aggregates,Aggregates
Arab World,1A,ARB,1962,,2023-12-19,NA,NA,Aggregates,,,,Aggregates,Aggregates
Arab World,1A,ARB,1961,,2023-12-19,NA,NA,Aggregates,,,,Aggregates,Aggregates
Arab World,1A,ARB,1970,,2023-12-19,NA,NA,Aggregates,,,,Aggregates,Aggregates
Arab World,1A,ARB,1989,,2023-12-19,NA,NA,Aggregates,,,,Aggregates,Aggregates
Arab World,1A,ARB,1987,,2023-12-19,NA,NA,Aggregates,,,,Aggregates,Aggregates
Arab World,1A,ARB,1964,,2023-12-19,NA,NA,Aggregates,,,,Aggregates,Aggregates
Arab World,1A,ARB,1960,,2023-12-19,NA,NA,Aggregates,,,,Aggregates,Aggregates
Arab World,1A,ARB,1993,,2023-12-19,4230180,1906568,Aggregates,,,,Aggregates,Aggregates
Arab World,1A,ARB,1971,,2023-12-19,NA,NA,Aggregates,,,,Aggregates,Aggregates
Arab World,1A,ARB,1991,,2023-12-19,3825329,2408680,Aggregates,,,,Aggregates,Aggregates
Arab World,1A,ARB,1992,,2023-12-19,4005764,2614889,Aggregates,,,,Aggregates,Aggregates
Arab World,1A,ARB,2012,,2023-12-19,6638833,3358916,Aggregates,,,,Aggregates,Aggregates
Arab World,1A,ARB,1999,,2023-12-19,4487615,1816901,Aggregates,,,,Aggregates,Aggregates
Arab World,1A,ARB,2000,,2023-12-19,4639911,1672624,Aggregates,,,,Aggregates,Aggregates
Arab World,1A,ARB,2001,,2023-12-19,4942589,1872875,Aggregates,,,,Aggregates,Aggregates
Arab World,1A,ARB,2002,,2023-12-19,5110716,1895880,Aggregates,,,,Aggregates,Aggregates
Arab World,1A,ARB,1965,,2023-12-19,NA,NA,Aggregates,,,,Aggregates,Aggregates
Arab World,1A,ARB,1990,,2023-12-19,4279547,2212489,Aggregates,,,,Aggregates,Aggregates
Arab World,1A,ARB,1967,,2023-12-19,NA,NA,Aggregates,,,,Aggregates,Aggregates
Arab World,1A,ARB,1968,,2023-12-19,NA,NA,Aggregates,,,,Aggregates,Aggregates
Arab World,1A,ARB,1969,,2023-12-19,NA,NA,Aggregates,,,,Aggregates,Aggregates
Arab World,1A,ARB,2008,,2023-12-19,7206298,3328079,Aggregates,,,,Aggregates,Aggregates
Arab World,1A,ARB,2009,,2023-12-19,6955012,3029121,Aggregates,,,,Aggregates,Aggregates
Arab World,1A,ARB,2010,,2023-12-19,6801874,3034184,Aggregates,,,,Aggregates,Aggregates
Arab World,1A,ARB,1984,,2023-12-19,NA,NA,Aggregates,,,,Aggregates,Aggregates
Arab World,1A,ARB,1985,,2023-12-19,NA,NA,Aggregates,,,,Aggregates,Aggregates
Arab World,1A,ARB,1986,,2023-12-19,NA,NA,Aggregates,,,,Aggregates,Aggregates
Arab World,1A,ARB,2014,,2023-12-19,8374963,6199852,Aggregates,,,,Aggregates,Aggregates
Arab World,1A,ARB,1988,,2023-12-19,NA,NA,Aggregates,,,,Aggregates,Aggregates
Arab World,1A,ARB,2016,,2023-12-19,8440080,7703238,Aggregates,,,,Aggregates,Aggregates
Arab World,1A,ARB,2003,,2023-12-19,4932910,1831003,Aggregates,,,,Aggregates,Aggregates
Arab World,1A,ARB,2004,,2023-12-19,5037899,1879604,Aggregates,,,,Aggregates,Aggregates
Arab World,1A,ARB,2005,,2023-12-19,5106891,1797671,Aggregates,,,,Aggregates,Aggregates
Arab World,1A,ARB,2006,,2023-12-19,6444699,3023518,Aggregates,,,,Aggregates,Aggregates
Arab World,1A,ARB,2007,,2023-12-19,7513404,3722655,Aggregates,,,,Aggregates,Aggregates
Arab World,1A,ARB,1994,,2023-12-19,4423480,2001744,Aggregates,,,,Aggregates,Aggregates
Arab World,1A,ARB,1995,,2023-12-19,4410387,2005023,Aggregates,,,,Aggregates,Aggregates
Arab World,1A,ARB,1996,,2023-12-19,4219795,2035525,Aggregates,,,,Aggregates,Aggregates
Arab World,1A,ARB,1997,,2023-12-19,4243118,1864272,Aggregates,,,,Aggregates,Aggregates
Arab World,1A,ARB,1998,,2023-12-19,4373377,1806064,Aggregates,,,,Aggregates,Aggregates
Arab World,1A,ARB,2018,,2023-12-19,9332911,8933132,Aggregates,,,,Aggregates,Aggregates
Arab World,1A,ARB,2015,,2023-12-19,8279319,7077036,Aggregates,,,,Aggregates,Aggregates
Arab World,1A,ARB,1973,,2023-12-19,NA,NA,Aggregates,,,,Aggregates,Aggregates
Arab World,1A,ARB,2017,,2023-12-19,9061053,8568734,Aggregates,,,,Aggregates,Aggregates
Arab World,1A,ARB,2022,,2023-12-19,9413234,8724778,Aggregates,,,,Aggregates,Aggregates
Arab World,1A,ARB,2019,,2023-12-19,9349348,8827545,Aggregates,,,,Aggregates,Aggregates
Arab World,1A,ARB,2020,,2023-12-19,9282118,8876924,Aggregates,,,,Aggregates,Aggregates
Arab World,1A,ARB,2021,,2023-12-19,9373696,9053248,Aggregates,,,,Aggregates,Aggregates
Arab World,1A,ARB,2013,,2023-12-19,7794715,4804187,Aggregates,,,,Aggregates,Aggregates
Arab World,1A,ARB,1981,,2023-12-19,NA,NA,Aggregates,,,,Aggregates,Aggregates
Arab World,1A,ARB,1982,,2023-12-19,NA,NA,Aggregates,,,,Aggregates,Aggregates
Arab World,1A,ARB,2011,,2023-12-19,6657568,3205236,Aggregates,,,,Aggregates,Aggregates
Arab World,1A,ARB,1974,,2023-12-19,NA,NA,Aggregates,,,,Aggregates,Aggregates
Arab World,1A,ARB,1975,,2023-12-19,NA,NA,Aggregates,,,,Aggregates,Aggregates
Arab World,1A,ARB,1972,,2023-12-19,NA,NA,Aggregates,,,,Aggregates,Aggregates
Arab World,1A,ARB,1966,,2023-12-19,NA,NA,Aggregates,,,,Aggregates,Aggregates
Arab World,1A,ARB,1978,,2023-12-19,NA,NA,Aggregates,,,,Aggregates,Aggregates
Arab World,1A,ARB,1979,,2023-12-19,NA,NA,Aggregates,,,,Aggregates,Aggregates
Arab World,1A,ARB,1976,,2023-12-19,NA,NA,Aggregates,,,,Aggregates,Aggregates
Arab World,1A,ARB,1983,,2023-12-19,NA,NA,Aggregates,,,,Aggregates,Aggregates
Arab World,1A,ARB,1980,,2023-12-19,NA,NA,Aggregates,,,,Aggregates,Aggregates
Arab World,1A,ARB,1977,,2023-12-19,NA,NA,Aggregates,,,,Aggregates,Aggregates
Argentina,AR,ARG,1968,,2023-12-19,NA,NA,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
Argentina,AR,ARG,1979,,2023-12-19,27050,NA,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
Argentina,AR,ARG,1991,,2023-12-19,11529,196,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
Argentina,AR,ARG,1963,,2023-12-19,NA,NA,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
Argentina,AR,ARG,1964,,2023-12-19,NA,NA,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
Argentina,AR,ARG,1980,,2023-12-19,26460,38,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
Argentina,AR,ARG,1966,,2023-12-19,NA,NA,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
Argentina,AR,ARG,1971,,2023-12-19,34000,NA,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
Argentina,AR,ARG,1972,,2023-12-19,33000,NA,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
Argentina,AR,ARG,1973,,2023-12-19,37000,NA,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
Argentina,AR,ARG,1981,,2023-12-19,26500,38,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
Argentina,AR,ARG,1975,,2023-12-19,46000,NA,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
Argentina,AR,ARG,1989,,2023-12-19,12634,103,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
Argentina,AR,ARG,1990,,2023-12-19,11735,332,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
Argentina,AR,ARG,2012,,2023-12-19,3468,435,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
Argentina,AR,ARG,1976,,2023-12-19,41010,NA,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
Argentina,AR,ARG,1977,,2023-12-19,35000,NA,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
Argentina,AR,ARG,1978,,2023-12-19,26390,NA,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
Argentina,AR,ARG,1965,,2023-12-19,NA,NA,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
Argentina,AR,ARG,1967,,2023-12-19,NA,NA,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
Argentina,AR,ARG,2018,,2023-12-19,3442,112,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
Argentina,AR,ARG,1969,,2023-12-19,32000,NA,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
Argentina,AR,ARG,1970,,2023-12-19,35000,NA,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
Argentina,AR,ARG,1974,,2023-12-19,47000,NA,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
Argentina,AR,ARG,2009,,2023-12-19,3209,604,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
Argentina,AR,ARG,2010,,2023-12-19,3257,553,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
Argentina,AR,ARG,2011,,2023-12-19,3341,506,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
Argentina,AR,ARG,1987,,2023-12-19,13580,47,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
Argentina,AR,ARG,1988,,2023-12-19,13578,46,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
Argentina,AR,ARG,1992,,2023-12-19,11515,111,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
Argentina,AR,ARG,2003,,2023-12-19,2631,777,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
Argentina,AR,ARG,2016,,2023-12-19,3267,120,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
Argentina,AR,ARG,2017,,2023-12-19,3332,121,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
Argentina,AR,ARG,1984,,2023-12-19,11500,42,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
Argentina,AR,ARG,2019,,2023-12-19,3857,99,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
Argentina,AR,ARG,1982,,2023-12-19,11500,1019,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
Argentina,AR,ARG,2008,,2023-12-19,2824,1039,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
Argentina,AR,ARG,1961,,2023-12-19,NA,NA,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
Argentina,AR,ARG,1985,,2023-12-19,14000,51,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
Argentina,AR,ARG,1986,,2023-12-19,14000,52,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
Argentina,AR,ARG,1960,,2023-12-19,NA,NA,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
Argentina,AR,ARG,2005,,2023-12-19,3051,850,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
Argentina,AR,ARG,1962,,2023-12-19,NA,NA,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
Argentina,AR,ARG,2014,,2023-12-19,3473,311,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
Argentina,AR,ARG,2004,,2023-12-19,2898,789,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
Argentina,AR,ARG,2007,,2023-12-19,3247,1164,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
Argentina,AR,ARG,1983,,2023-12-19,11500,42,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
Argentina,AR,ARG,1993,,2023-12-19,11623,97,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
Argentina,AR,ARG,2006,,2023-12-19,3132,888,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
Argentina,AR,ARG,1999,,2023-12-19,2335,585,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
Argentina,AR,ARG,2000,,2023-12-19,2383,608,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
Argentina,AR,ARG,2021,,2023-12-19,4050,124,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
Argentina,AR,ARG,2022,,2023-12-19,4094,178,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
Argentina,AR,ARG,2015,,2023-12-19,3187,186,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
Argentina,AR,ARG,2020,,2023-12-19,3965,99,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
Argentina,AR,ARG,2013,,2023-12-19,3340,381,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
Argentina,AR,ARG,2002,,2023-12-19,2428,764,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
Argentina,AR,ARG,1994,,2023-12-19,11903,467,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
Argentina,AR,ARG,1996,,2023-12-19,10430,218,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
Argentina,AR,ARG,1997,,2023-12-19,10522,157,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
Argentina,AR,ARG,1998,,2023-12-19,2259,140,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
Argentina,AR,ARG,1995,,2023-12-19,10314,330,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
Argentina,AR,ARG,2001,,2023-12-19,2384,660,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
Armenia,AM,ARM,1978,,2023-12-19,NA,420,Europe & Central Asia,Yerevan,44.509,40.1596,Upper middle income,IBRD
