country,iso2c,iso3c,year,status,lastupdated,gini,under_2.15,region,capital,longitude,latitude,income,lending
Ethiopia,ET,ETH,1960,,2024-02-21,NA,NA,Sub-Saharan Africa,Addis Ababa,38.7468,9.02274,Low income,IDA
Ethiopia,ET,ETH,1989,,2024-02-21,NA,NA,Sub-Saharan Africa,Addis Ababa,38.7468,9.02274,Low income,IDA
Ethiopia,ET,ETH,2004,,2024-02-21,29.8,34.6,Sub-Saharan Africa,Addis Ababa,38.7468,9.02274,Low income,IDA
Ethiopia,ET,ETH,1964,,2024-02-21,NA,NA,Sub-Saharan Africa,Addis Ababa,38.7468,9.02274,Low income,IDA
Ethiopia,ET,ETH,1965,,2024-02-21,NA,NA,Sub-Saharan Africa,Addis Ababa,38.7468,9.02274,Low income,IDA
Ethiopia,ET,ETH,1966,,2024-02-21,NA,NA,Sub-Saharan Africa,Addis Ababa,38.7468,9.02274,Low income,IDA
Ethiopia,ET,ETH,1967,,2024-02-21,NA,NA,Sub-Saharan Africa,Addis Ababa,38.7468,9.02274,Low income,IDA
Ethiopia,ET,ETH,1968,,2024-02-21,NA,NA,Sub-Saharan Africa,Addis Ababa,38.7468,9.02274,Low income,IDA
Ethiopia,ET,ETH,1995,,2024-02-21,44.6,69.2,Sub-Saharan Africa,Addis Ababa,38.7468,9.02274,Low income,IDA
Ethiopia,ET,ETH,1979,,2024-02-21,NA,NA,Sub-Saharan Africa,Addis Ababa,38.7468,9.02274,Low income,IDA
Ethiopia,ET,ETH,1997,,2024-02-21,NA,NA,Sub-Saharan Africa,Addis Ababa,38.7468,9.02274,Low income,IDA
Ethiopia,ET,ETH,1998,,2024-02-21,NA,NA,Sub-Saharan Africa,Addis Ababa,38.7468,9.02274,Low income,IDA
Ethiopia,ET,ETH,2000,,2024-02-21,NA,NA,Sub-Saharan Africa,Addis Ababa,38.7468,9.02274,Low income,IDA
Ethiopia,ET,ETH,1999,,2024-02-21,30,58,Sub-Saharan Africa,Addis Ababa,38.7468,9.02274,Low income,IDA
Ethiopia,ET,ETH,1961,,2024-02-21,NA,NA,Sub-Saharan Africa,Addis Ababa,38.7468,9.02274,Low income,IDA
Ethiopia,ET,ETH,1962,,2024-02-21,NA,NA,Sub-Saharan Africa,Addis Ababa,38.7468,9.02274,Low income,IDA
Ethiopia,ET,ETH,1978,,2024-02-21,NA,NA,Sub-Saharan Africa,Addis Ababa,38.7468,9.02274,Low income,IDA
Ethiopia,ET,ETH,1963,,2024-02-21,NA,NA,Sub-Saharan Africa,Addis Ababa,38.7468,9.02274,Low income,IDA
Ethiopia,ET,ETH,1980,,2024-02-21,NA,NA,Sub-Saharan Africa,Addis Ababa,38.7468,9.02274,Low income,IDA
Ethiopia,ET,ETH,1993,,2024-02-21,NA,NA,Sub-Saharan Africa,Addis Ababa,38.7468,9.02274,Low income,IDA
Ethiopia,ET,ETH,1994,,2024-02-21,NA,NA,Sub-Saharan Africa,Addis Ababa,38.7468,9.02274,Low income,IDA
Ethiopia,ET,ETH,1991,,2024-02-21,NA,NA,Sub-Saharan Africa,Addis Ababa,38.7468,9.02274,Low income,IDA
Ethiopia,ET,ETH,1992,,2024-02-21,NA,NA,Sub-Saharan Africa,Addis Ababa,38.7468,9.02274,Low income,IDA
Ethiopia,ET,ETH,1990,,2024-02-21,NA,NA,Sub-Saharan Africa,Addis Ababa,38.7468,9.02274,Low income,IDA
Euro area,XC,EMU,1966,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Euro area,XC,EMU,1992,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Euro area,XC,EMU,1994,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Euro area,XC,EMU,1991,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Euro area,XC,EMU,1996,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Euro area,XC,EMU,1989,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Euro area,XC,EMU,1990,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Euro area,XC,EMU,1995,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Euro area,XC,EMU,1960,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Euro area,XC,EMU,1961,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Euro area,XC,EMU,1969,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Euro area,XC,EMU,1963,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Euro area,XC,EMU,1964,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Euro area,XC,EMU,1967,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Euro area,XC,EMU,1962,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Euro area,XC,EMU,1993,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Euro area,XC,EMU,2003,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Euro area,XC,EMU,2004,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Euro area,XC,EMU,1968,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Euro area,XC,EMU,1984,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Euro area,XC,EMU,1985,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Euro area,XC,EMU,1986,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Euro area,XC,EMU,1987,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Euro area,XC,EMU,1988,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Euro area,XC,EMU,2000,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Euro area,XC,EMU,2001,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Euro area,XC,EMU,2002,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Euro area,XC,EMU,1965,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Euro area,XC,EMU,1979,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Euro area,XC,EMU,1980,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Euro area,XC,EMU,1981,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Euro area,XC,EMU,1982,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Euro area,XC,EMU,1983,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Euro area,XC,EMU,2021,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Euro area,XC,EMU,2022,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Euro area,XC,EMU,1998,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Euro area,XC,EMU,1999,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Euro area,XC,EMU,1974,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Euro area,XC,EMU,1975,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Euro area,XC,EMU,1976,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Euro area,XC,EMU,1977,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Euro area,XC,EMU,1978,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Euro area,XC,EMU,2016,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Euro area,XC,EMU,2017,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Euro area,XC,EMU,2018,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Euro area,XC,EMU,2019,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Euro area,XC,EMU,1970,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Euro area,XC,EMU,1971,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Euro area,XC,EMU,1972,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Euro area,XC,EMU,1997,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Euro area,XC,EMU,2008,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Euro area,XC,EMU,2009,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Euro area,XC,EMU,2010,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Euro area,XC,EMU,2011,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Euro area,XC,EMU,2012,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Euro area,XC,EMU,2013,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Euro area,XC,EMU,2014,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Euro area,XC,EMU,2015,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Euro area,XC,EMU,1973,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Euro area,XC,EMU,2020,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Euro area,XC,EMU,2005,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Euro area,XC,EMU,2006,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Euro area,XC,EMU,2007,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia,Z7,ECS,2015,,2024-02-21,NA,3.1,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia,Z7,ECS,2009,,2024-02-21,NA,4.2,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia,Z7,ECS,2010,,2024-02-21,NA,4.1,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia,Z7,ECS,2011,,2024-02-21,NA,3.8,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia,Z7,ECS,2008,,2024-02-21,NA,4.4,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia,Z7,ECS,2012,,2024-02-21,NA,3.6,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia,Z7,ECS,2013,,2024-02-21,NA,3.3,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia,Z7,ECS,2014,,2024-02-21,NA,3.4,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia,Z7,ECS,1982,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia,Z7,ECS,2016,,2024-02-21,NA,2.7,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia,Z7,ECS,2017,,2024-02-21,NA,2.7,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia,Z7,ECS,2004,,2024-02-21,NA,6.3,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia,Z7,ECS,1972,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia,Z7,ECS,2006,,2024-02-21,NA,5.5,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia,Z7,ECS,2007,,2024-02-21,NA,4.9,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia,Z7,ECS,1964,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia,Z7,ECS,1965,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia,Z7,ECS,1966,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia,Z7,ECS,1967,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia,Z7,ECS,1970,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia,Z7,ECS,1971,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia,Z7,ECS,1985,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia,Z7,ECS,1973,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia,Z7,ECS,1974,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia,Z7,ECS,1975,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia,Z7,ECS,2005,,2024-02-21,NA,6.2,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia,Z7,ECS,1977,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia,Z7,ECS,1978,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia,Z7,ECS,1979,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia,Z7,ECS,1980,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia,Z7,ECS,1981,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia,Z7,ECS,2022,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia,Z7,ECS,1983,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia,Z7,ECS,1984,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia,Z7,ECS,1969,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia,Z7,ECS,1998,,2024-02-21,NA,7.5,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia,Z7,ECS,2002,,2024-02-21,NA,7.3,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia,Z7,ECS,2003,,2024-02-21,NA,7.2,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia,Z7,ECS,1960,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia,Z7,ECS,1961,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia,Z7,ECS,1962,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia,Z7,ECS,1963,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia,Z7,ECS,2020,,2024-02-21,NA,2.3,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia,Z7,ECS,2021,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia,Z7,ECS,1993,,2024-02-21,NA,6.3,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia,Z7,ECS,1994,,2024-02-21,NA,8.5,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia,Z7,ECS,1968,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia,Z7,ECS,1997,,2024-02-21,NA,7.7,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia,Z7,ECS,1976,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia,Z7,ECS,1999,,2024-02-21,NA,9.8,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia,Z7,ECS,2000,,2024-02-21,NA,8.9,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia,Z7,ECS,2001,,2024-02-21,NA,8.2,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia,Z7,ECS,1992,,2024-02-21,NA,5.2,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia,Z7,ECS,2018,,2024-02-21,NA,2.3,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia,Z7,ECS,2019,,2024-02-21,NA,2.2,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia,Z7,ECS,1991,,2024-02-21,NA,3.7,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia,Z7,ECS,1996,,2024-02-21,NA,8.4,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia,Z7,ECS,1988,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia,Z7,ECS,1989,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia,Z7,ECS,1995,,2024-02-21,NA,8.2,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia,Z7,ECS,1987,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia,Z7,ECS,1986,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia,Z7,ECS,1990,,2024-02-21,NA,3.2,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (excluding high income),7E,ECA,1961,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (excluding high income),7E,ECA,1987,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (excluding high income),7E,ECA,1990,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (excluding high income),7E,ECA,1964,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (excluding high income),7E,ECA,1991,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (excluding high income),7E,ECA,1984,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (excluding high income),7E,ECA,1985,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (excluding high income),7E,ECA,1986,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (excluding high income),7E,ECA,1960,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (excluding high income),7E,ECA,1962,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (excluding high income),7E,ECA,1963,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (excluding high income),7E,ECA,1989,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (excluding high income),7E,ECA,2004,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (excluding high income),7E,ECA,1992,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (excluding high income),7E,ECA,1993,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (excluding high income),7E,ECA,1980,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (excluding high income),7E,ECA,1981,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (excluding high income),7E,ECA,1982,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (excluding high income),7E,ECA,1983,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (excluding high income),7E,ECA,1999,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (excluding high income),7E,ECA,2000,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (excluding high income),7E,ECA,2001,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (excluding high income),7E,ECA,2002,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (excluding high income),7E,ECA,1988,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (excluding high income),7E,ECA,2003,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (excluding high income),7E,ECA,1976,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (excluding high income),7E,ECA,1977,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (excluding high income),7E,ECA,1978,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (excluding high income),7E,ECA,1979,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (excluding high income),7E,ECA,2021,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (excluding high income),7E,ECA,1997,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (excluding high income),7E,ECA,1998,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (excluding high income),7E,ECA,1995,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (excluding high income),7E,ECA,1996,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (excluding high income),7E,ECA,1971,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (excluding high income),7E,ECA,1972,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (excluding high income),7E,ECA,1973,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (excluding high income),7E,ECA,1975,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (excluding high income),7E,ECA,2016,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (excluding high income),7E,ECA,2017,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (excluding high income),7E,ECA,2018,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (excluding high income),7E,ECA,1965,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (excluding high income),7E,ECA,1966,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (excluding high income),7E,ECA,2022,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (excluding high income),7E,ECA,1994,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (excluding high income),7E,ECA,1969,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (excluding high income),7E,ECA,1970,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (excluding high income),7E,ECA,2010,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (excluding high income),7E,ECA,2011,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (excluding high income),7E,ECA,2012,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (excluding high income),7E,ECA,1974,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (excluding high income),7E,ECA,2014,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (excluding high income),7E,ECA,2015,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (excluding high income),7E,ECA,1968,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (excluding high income),7E,ECA,2019,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (excluding high income),7E,ECA,2020,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (excluding high income),7E,ECA,1967,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (excluding high income),7E,ECA,2006,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (excluding high income),7E,ECA,2008,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (excluding high income),7E,ECA,2009,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (excluding high income),7E,ECA,2005,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (excluding high income),7E,ECA,2007,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (excluding high income),7E,ECA,2013,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (IDA & IBRD countries),T7,TEC,2012,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (IDA & IBRD countries),T7,TEC,2007,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (IDA & IBRD countries),T7,TEC,2008,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (IDA & IBRD countries),T7,TEC,2020,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (IDA & IBRD countries),T7,TEC,2013,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (IDA & IBRD countries),T7,TEC,2010,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (IDA & IBRD countries),T7,TEC,2011,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (IDA & IBRD countries),T7,TEC,1970,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (IDA & IBRD countries),T7,TEC,2005,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (IDA & IBRD countries),T7,TEC,2006,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (IDA & IBRD countries),T7,TEC,1963,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (IDA & IBRD countries),T7,TEC,1964,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (IDA & IBRD countries),T7,TEC,1965,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (IDA & IBRD countries),T7,TEC,1966,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (IDA & IBRD countries),T7,TEC,2009,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (IDA & IBRD countries),T7,TEC,1969,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (IDA & IBRD countries),T7,TEC,1983,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (IDA & IBRD countries),T7,TEC,1971,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (IDA & IBRD countries),T7,TEC,2014,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (IDA & IBRD countries),T7,TEC,1973,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (IDA & IBRD countries),T7,TEC,2002,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (IDA & IBRD countries),T7,TEC,2003,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (IDA & IBRD countries),T7,TEC,2004,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (IDA & IBRD countries),T7,TEC,1977,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (IDA & IBRD countries),T7,TEC,1978,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
Europe & Central Asia (IDA & IBRD countries),T7,TEC,1979,,2024-02-21,NA,NA,Aggregates,,,,Aggregates,Aggregates
