country,iso2c,iso3c,year,status,lastupdated,refugee_asylum,refugee_origin,oda_gni,oda_usd,oda_gov,military_usd,military_gov,arms_imports,arms_exports,region,capital,longitude,latitude,income,lending
Belize,BZ,BLZ,1961,,2023-12-18,NA,NA,9.4770641814425,2819999.9332428,NA,NA,NA,NA,NA,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,IBRD
Belize,BZ,BLZ,1982,,2023-12-18,3120,NA,6.78486771314649,12029999.7329712,NA,2576875,NA,NA,NA,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,IBRD
Belize,BZ,BLZ,1986,,2023-12-18,9000,NA,10.6725420100914,24059999.4659424,NA,NA,NA,NA,NA,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,IBRD
Belize,BZ,BLZ,1987,,2023-12-18,10000,NA,8.53872320595867,23479999.5422363,NA,NA,NA,NA,NA,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,IBRD
Belize,BZ,BLZ,1978,,2023-12-18,NA,NA,14.0694975392699,18219999.3133545,NA,NA,NA,NA,NA,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,IBRD
Belize,BZ,BLZ,1997,,2023-12-18,8387,NA,1.62474111498993,13770000.4577637,10.8964014637449,9395000,5.39942528735632,NA,NA,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,IBRD
Belize,BZ,BLZ,2014,,2023-12-18,10,42,1.8899765583261,37560001.373291,9.03620225366059,19916875,3.75435909519321,NA,NA,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,IBRD
Belize,BZ,BLZ,2015,,2023-12-18,34,48,1.34667568517962,28270000.4577637,6.25241733402857,19717625,3.21657830342578,NA,NA,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,IBRD
Belize,BZ,BLZ,1979,,2023-12-18,NA,NA,14.1433442411976,20719999.3133545,NA,NA,NA,NA,NA,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,IBRD
Belize,BZ,BLZ,1990,,2023-12-18,30657,NA,5.64002393649195,30319999.6948242,44.1564111189459,4768750,NA,NA,NA,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,IBRD
Belize,BZ,BLZ,1981,,2023-12-18,7000,NA,5.8241973761761,11310000.4196167,NA,2079250,NA,NA,NA,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,IBRD
Belize,BZ,BLZ,2019,,2023-12-18,29,73,1.59538444331075,35470001.2207031,NA,24424950,3.7318487394958,NA,NA,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,IBRD
Belize,BZ,BLZ,2020,,2023-12-18,29,68,3.4840024452746,69300003.0517578,NA,26025325,4.15076953748006,NA,NA,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,IBRD
Belize,BZ,BLZ,2021,,2023-12-18,86,81,3.29235980509952,77260002.1362305,NA,25152900,4.07004854368932,NA,NA,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,IBRD
Belize,BZ,BLZ,2022,,2023-12-18,145,65,NA,NA,NA,23673550,3.57067119155354,NA,NA,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,IBRD
Belize,BZ,BLZ,1975,,2023-12-18,NA,NA,8.22353175403206,8710000.03814697,NA,NA,NA,NA,NA,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,IBRD
Belize,BZ,BLZ,1976,,2023-12-18,NA,NA,13.1127544299433,11630000.1144409,NA,NA,NA,NA,NA,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,IBRD
Belize,BZ,BLZ,1988,,2023-12-18,30100,NA,7.9676741831586,25010000.2288818,NA,NA,NA,NA,NA,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,IBRD
Belize,BZ,BLZ,2012,,2023-12-18,27,35,1.4730484579552,26209999.0844727,7.46115646870558,15219125,3.59790189125296,NA,NA,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,IBRD
Belize,BZ,BLZ,1966,,2023-12-18,NA,NA,5.83182039716575,2579999.92370605,NA,NA,NA,NA,NA,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,IBRD
Belize,BZ,BLZ,1967,,2023-12-18,NA,NA,12.3665589196055,5840000.15258789,NA,NA,NA,NA,NA,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,IBRD
Belize,BZ,BLZ,1968,,2023-12-18,NA,NA,12.7072076908989,5519999.98092651,NA,NA,NA,NA,NA,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,IBRD
Belize,BZ,BLZ,1980,,2023-12-18,4000,NA,7.39840375111259,14500000,NA,NA,NA,NA,NA,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,IBRD
Belize,BZ,BLZ,1970,,2023-12-18,NA,NA,11.5310304443116,5949999.80926514,NA,NA,NA,NA,NA,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,IBRD
Belize,BZ,BLZ,1993,,2023-12-18,8912,NA,4.25308667779049,31110000.6103516,28.1576690142115,6130375,NA,NA,NA,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,IBRD
Belize,BZ,BLZ,1994,,2023-12-18,8857,8,4.32373323263098,32169998.1689453,26.246332218819,7899375,NA,NA,NA,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,IBRD
Belize,BZ,BLZ,1995,,2023-12-18,8750,8,2.37177452748396,18829999.9237061,16.2832225074313,8052875,NA,NA,NA,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,IBRD
Belize,BZ,BLZ,1996,,2023-12-18,8534,5,2.55901212142446,21030000.6866455,17.5301865857362,7965875,4.69963126843658,0,NA,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,IBRD
Belize,BZ,BLZ,2006,,2023-12-18,488,13,0.529842251088606,7730000.01907349,2.49055972158361,12283037.5,3.65023402674591,NA,NA,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,IBRD
Belize,BZ,BLZ,2007,,2023-12-18,358,13,1.38158362730251,21280000.6866455,6.95105701030916,13759075,3.65446879150066,NA,NA,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,IBRD
Belize,BZ,BLZ,2011,,2023-12-18,78,29,1.21919205293886,20989999.7711182,5.75775981476368,15416250,3.58517441860465,NA,NA,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,IBRD
Belize,BZ,BLZ,2009,,2023-12-18,230,16,1.64945492064103,26239999.7711182,7.84432124382662,17267537.5,4.4106098339719,NA,NA,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,IBRD
Belize,BZ,BLZ,2013,,2023-12-18,21,37,2.69479383574267,51270000.4577637,13.3547606987084,17778875,3.66953044375645,NA,NA,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,IBRD
Belize,BZ,BLZ,1971,,2023-12-18,NA,NA,8.9223426361421,5070000.17166138,NA,NA,NA,NA,NA,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,IBRD
Belize,BZ,BLZ,1999,,2023-12-18,2891,11,4.95419104172563,47400001.5258789,32.5492455139237,NA,NA,NA,NA,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,IBRD
Belize,BZ,BLZ,1969,,2023-12-18,NA,NA,14.9606601762646,6840000.15258789,NA,NA,NA,NA,NA,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,IBRD
Belize,BZ,BLZ,2017,,2023-12-18,NA,64,1.59707436079512,34200000.7629395,6.75467368343845,23055950,3.67718500797448,NA,NA,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,IBRD
Belize,BZ,BLZ,2010,,2023-12-18,134,21,1.51196042386752,24200000.7629395,7.01628263526334,15337250,3.76374233128834,NA,NA,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,IBRD
Belize,BZ,BLZ,1972,,2023-12-18,NA,NA,6.35867721442422,4010000.22888184,NA,NA,NA,NA,NA,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,IBRD
Belize,BZ,BLZ,1973,,2023-12-18,NA,NA,6.30135074757348,4670000.07629395,NA,NA,NA,NA,NA,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,IBRD
Belize,BZ,BLZ,1974,,2023-12-18,NA,NA,6.7354212538185,6219999.79019165,NA,NA,NA,NA,NA,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,IBRD
Belize,BZ,BLZ,2001,,2023-12-18,1128,NA,2.04254286168821,22489999.7711182,13.3045431679592,7454662.5,2.46028465346535,NA,NA,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,IBRD
Belize,BZ,BLZ,2018,,2023-12-18,29,68,1.58339847635765,33830001.8310547,NA,23341162.5,3.79222786352559,NA,NA,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,IBRD
Belize,BZ,BLZ,2008,,2023-12-18,277,18,1.49162825289427,23370000.8392334,7.37408935024191,18717737.5,4.94524108322325,NA,NA,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,IBRD
Belize,BZ,BLZ,2016,,2023-12-18,NA,58,1.64147967340779,34959999.0844727,7.33839076722379,21712887.5,3.50490516545601,2000000,NA,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,IBRD
Belize,BZ,BLZ,2005,,2023-12-18,624,5,0.86576269912883,11720000.2670288,4.27173647433361,10710962.5,3.39491679873217,NA,NA,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,IBRD
Belize,BZ,BLZ,2003,,2023-12-18,861,9,1.04456367165895,12680000.3051758,5.98066674300151,8552225,2.66010108864697,NA,NA,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,IBRD
Belize,BZ,BLZ,2004,,2023-12-18,732,6,0.524449574196894,6699999.80926514,2.49073402650035,9486150,3.12044407894737,NA,NA,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,IBRD
Belize,BZ,BLZ,2000,,2023-12-18,1248,12,1.49280263073281,16149999.6185303,10.8618524459549,7116125,2.70061669829222,1000000,NA,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,IBRD
Belize,BZ,BLZ,2002,,2023-12-18,1048,NA,1.98536838844435,23280000.6866455,13.2184483010749,7829937.5,2.58413778877888,NA,NA,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Upper middle income,IBRD
Benin,BJ,BEN,2022,,2023-12-18,1779,816,NA,NA,NA,97183042.48554,3.03155498113343,1000000,NA,Sub-Saharan Africa,Porto-Novo,2.6323,6.4779,Lower middle income,IDA
Benin,BJ,BEN,1998,,2023-12-18,2898,45,8.40519947779678,205229995.727539,NA,NA,NA,NA,NA,Sub-Saharan Africa,Porto-Novo,2.6323,6.4779,Lower middle income,IDA
Benin,BJ,BEN,2010,,2023-12-18,7136,438,7.26939314517266,689270019.53125,NA,NA,NA,0,NA,Sub-Saharan Africa,Porto-Novo,2.6323,6.4779,Lower middle income,IDA
Benin,BJ,BEN,2012,,2023-12-18,4960,451,4.58597988978551,507880004.882813,NA,78223091.0412182,4.93158026676348,20000000,NA,Sub-Saharan Africa,Porto-Novo,2.6323,6.4779,Lower middle income,IDA
Benin,BJ,BEN,2020,,2023-12-18,1396,606,6.75858342166534,1049180053.71094,NA,71817818.4788086,2.40555088622802,1000000,NA,Sub-Saharan Africa,Porto-Novo,2.6323,6.4779,Lower middle income,IDA
Benin,BJ,BEN,2013,,2023-12-18,190,294,5.30331037001467,660200012.207031,NA,86003157.6390576,4.6141967264387,2000000,NA,Sub-Saharan Africa,Porto-Novo,2.6323,6.4779,Lower middle income,IDA
Benin,BJ,BEN,1980,,2023-12-18,NA,NA,6.29157363211752,88230003.3569336,NA,23617947.7470655,NA,NA,NA,Sub-Saharan Africa,Porto-Novo,2.6323,6.4779,Lower middle income,IDA
Benin,BJ,BEN,2021,,2023-12-18,1736,730,4.79382609109003,843590026.855469,NA,97424488.8098852,2.77454320668191,NA,NA,Sub-Saharan Africa,Porto-Novo,2.6323,6.4779,Lower middle income,IDA
Benin,BJ,BEN,2011,,2023-12-18,7213,460,6.2991440548789,672609985.351563,NA,NA,NA,0,NA,Sub-Saharan Africa,Porto-Novo,2.6323,6.4779,Lower middle income,IDA
Benin,BJ,BEN,1979,,2023-12-18,NA,200,7.12546668348156,84610000.6103516,NA,17562828.480364,NA,6000000,NA,Sub-Saharan Africa,Porto-Novo,2.6323,6.4779,Lower middle income,IDA
Benin,BJ,BEN,1999,,2023-12-18,3652,44,5.79637288873946,212440002.441406,NA,17843134.3887192,4.51693542418736,NA,NA,Sub-Saharan Africa,Porto-Novo,2.6323,6.4779,Lower middle income,IDA
Benin,BJ,BEN,1981,,2023-12-18,NA,NA,6.30784395592139,81239997.8637695,NA,17186114.2085371,NA,NA,NA,Sub-Saharan Africa,Porto-Novo,2.6323,6.4779,Lower middle income,IDA
Benin,BJ,BEN,2014,,2023-12-18,414,330,4.53230517648819,599320007.324219,NA,92990706.1881213,4.92756978294514,NA,NA,Sub-Saharan Africa,Porto-Novo,2.6323,6.4779,Lower middle income,IDA
Benin,BJ,BEN,1966,,2023-12-18,NA,NA,4.92693419689457,14920000.0762939,NA,3724387.20601763,NA,1000000,NA,Sub-Saharan Africa,Porto-Novo,2.6323,6.4779,Lower middle income,IDA
Benin,BJ,BEN,2004,,2023-12-18,4800,299,6.36725301891639,391790008.544922,NA,41780478.3402898,5.0611664622052,NA,NA,Sub-Saharan Africa,Porto-Novo,2.6323,6.4779,Lower middle income,IDA
Benin,BJ,BEN,2005,,2023-12-18,30288,402,5.32955537874665,349079986.572266,NA,44706029.5600871,4.81642006879141,NA,NA,Sub-Saharan Africa,Porto-Novo,2.6323,6.4779,Lower middle income,IDA
Benin,BJ,BEN,2006,,2023-12-18,10785,207,5.71555305704389,400309997.558594,NA,46786130.9261986,5.11865555783386,NA,NA,Sub-Saharan Africa,Porto-Novo,2.6323,6.4779,Lower middle income,IDA
Benin,BJ,BEN,2007,,2023-12-18,7611,265,5.85294691482148,475290008.544922,NA,NA,NA,3000000,NA,Sub-Saharan Africa,Porto-Novo,2.6323,6.4779,Lower middle income,IDA
Benin,BJ,BEN,1960,,2023-12-18,NA,NA,0.0088698773713284,19999.9995529652,NA,1301005.3222945,NA,NA,NA,Sub-Saharan Africa,Porto-Novo,2.6323,6.4779,Lower middle income,IDA
Benin,BJ,BEN,2008,,2023-12-18,6927,315,6.51283965334024,636719970.703125,NA,64724601.1098581,4.56347519405476,NA,NA,Sub-Saharan Africa,Porto-Novo,2.6323,6.4779,Lower middle income,IDA
Benin,BJ,BEN,2009,,2023-12-18,7204,409,6.98119745325821,677559997.558594,NA,NA,NA,1000000,NA,Sub-Saharan Africa,Porto-Novo,2.6323,6.4779,Lower middle income,IDA
Benin,BJ,BEN,1965,,2023-12-18,NA,NA,6.1845253756101,17879999.1607666,NA,3994923.71287149,NA,NA,NA,Sub-Saharan Africa,Porto-Novo,2.6323,6.4779,Lower middle income,IDA
Benin,BJ,BEN,1982,,2023-12-18,NA,NA,6.31648016685771,79699996.9482422,NA,16554779.888377,NA,10000000,NA,Sub-Saharan Africa,Porto-Novo,2.6323,6.4779,Lower middle income,IDA
Benin,BJ,BEN,1967,,2023-12-18,NA,NA,5.32008925743971,16270000.4577637,NA,3910553.2091333,NA,NA,NA,Sub-Saharan Africa,Porto-Novo,2.6323,6.4779,Lower middle income,IDA
Benin,BJ,BEN,1968,,2023-12-18,NA,NA,4.04403366929568,13140000.3433228,NA,4293821.82457132,NA,NA,NA,Sub-Saharan Africa,Porto-Novo,2.6323,6.4779,Lower middle income,IDA
Benin,BJ,BEN,1969,,2023-12-18,1100,NA,4.00306809626071,13140000.3433228,NA,4015987.01343663,NA,NA,NA,Sub-Saharan Africa,Porto-Novo,2.6323,6.4779,Lower middle income,IDA
Benin,BJ,BEN,1970,,2023-12-18,NA,NA,4.45145436487425,14739999.7711182,NA,4099087.20238203,NA,0,NA,Sub-Saharan Africa,Porto-Novo,2.6323,6.4779,Lower middle income,IDA
Benin,BJ,BEN,2015,,2023-12-18,526,400,3.86547293543447,436630004.882813,NA,90896085.8906078,4.39874470003551,NA,NA,Sub-Saharan Africa,Porto-Novo,2.6323,6.4779,Lower middle income,IDA
Benin,BJ,BEN,2016,,2023-12-18,804,479,4.27331364274161,500760009.765625,NA,79581568.0520594,4.36612654892149,1000000,NA,Sub-Saharan Africa,Porto-Novo,2.6323,6.4779,Lower middle income,IDA
Benin,BJ,BEN,2017,,2023-12-18,1056,572,5.41340168458909,680000000,NA,116142782.36694,5.17635578392843,NA,NA,Sub-Saharan Africa,Porto-Novo,2.6323,6.4779,Lower middle income,IDA
Benin,BJ,BEN,2018,,2023-12-18,1167,659,4.07402023256937,574679992.675781,NA,90212425.9945842,3.82293194898996,NA,NA,Sub-Saharan Africa,Porto-Novo,2.6323,6.4779,Lower middle income,IDA
Benin,BJ,BEN,2019,,2023-12-18,1238,721,4.16333423077127,593159973.144531,NA,68112390.3078378,3.24162891223374,NA,NA,Sub-Saharan Africa,Porto-Novo,2.6323,6.4779,Lower middle income,IDA
Benin,BJ,BEN,1976,,2023-12-18,NA,100,7.26652343148407,50750000,NA,7160493.82716049,NA,NA,NA,Sub-Saharan Africa,Porto-Novo,2.6323,6.4779,Lower middle income,IDA
Benin,BJ,BEN,1977,,2023-12-18,NA,NA,6.51063732803788,48819999.6948242,NA,10147346.141322,NA,NA,NA,Sub-Saharan Africa,Porto-Novo,2.6323,6.4779,Lower middle income,IDA
Benin,BJ,BEN,1978,,2023-12-18,NA,200,6.49415311831272,60340000.1525879,NA,8552841.49324636,NA,26000000,NA,Sub-Saharan Africa,Porto-Novo,2.6323,6.4779,Lower middle income,IDA
Benin,BJ,BEN,1995,,2023-12-18,23843,50,13.2005157905376,280559997.558594,NA,NA,NA,NA,NA,Sub-Saharan Africa,Porto-Novo,2.6323,6.4779,Lower middle income,IDA
Benin,BJ,BEN,1996,,2023-12-18,5961,42,12.4526199160322,288290008.544922,NA,NA,NA,1000000,NA,Sub-Saharan Africa,Porto-Novo,2.6323,6.4779,Lower middle income,IDA
Benin,BJ,BEN,1997,,2023-12-18,2914,41,9.87946450545124,221149993.896484,NA,NA,NA,NA,NA,Sub-Saharan Africa,Porto-Novo,2.6323,6.4779,Lower middle income,IDA
Benin,BJ,BEN,2000,,2023-12-18,4290,47,6.97808958782085,244770004.272461,NA,14496275.1553423,2.63947317946423,NA,NA,Sub-Saharan Africa,Porto-Novo,2.6323,6.4779,Lower middle income,IDA
Benin,BJ,BEN,2001,,2023-12-18,4794,52,7.67930320221225,280420013.427734,NA,13112535.622252,2.31734513060983,NA,NA,Sub-Saharan Africa,Porto-Novo,2.6323,6.4779,Lower middle income,IDA
Benin,BJ,BEN,2002,,2023-12-18,5014,228,5.31772108560042,221539993.286133,NA,26000447.6404185,4.07497852552427,7000000,NA,Sub-Saharan Africa,Porto-Novo,2.6323,6.4779,Lower middle income,IDA
Benin,BJ,BEN,2003,,2023-12-18,5032,274,5.68603845455975,301989990.234375,NA,34544046.7997247,4.72911857539926,NA,NA,Sub-Saharan Africa,Porto-Novo,2.6323,6.4779,Lower middle income,IDA
Benin,BJ,BEN,1972,,2023-12-18,NA,NA,4.9089753913188,20040000.9155273,NA,4904216.99176282,NA,NA,NA,Sub-Saharan Africa,Porto-Novo,2.6323,6.4779,Lower middle income,IDA
Benin,BJ,BEN,1973,,2023-12-18,NA,NA,5.25005068588692,26479999.5422363,NA,6698401.4464599,NA,1000000,NA,Sub-Saharan Africa,Porto-Novo,2.6323,6.4779,Lower middle income,IDA
Benin,BJ,BEN,1974,,2023-12-18,NA,NA,5.93764474368317,33069999.6948242,NA,6447726.47016057,NA,NA,NA,Sub-Saharan Africa,Porto-Novo,2.6323,6.4779,Lower middle income,IDA
Benin,BJ,BEN,1975,,2023-12-18,NA,NA,8.00953038326868,54110000.6103516,NA,7857666.1238469,NA,NA,NA,Sub-Saharan Africa,Porto-Novo,2.6323,6.4779,Lower middle income,IDA
Benin,BJ,BEN,1961,,2023-12-18,NA,NA,0.629942242745202,1480000.01907349,NA,2173203.94683193,NA,2000000,NA,Sub-Saharan Africa,Porto-Novo,2.6323,6.4779,Lower middle income,IDA
Benin,BJ,BEN,1962,,2023-12-18,NA,NA,1.5909552598474,3750000,NA,2734537.61825855,NA,1000000,NA,Sub-Saharan Africa,Porto-Novo,2.6323,6.4779,Lower middle income,IDA
Benin,BJ,BEN,1963,,2023-12-18,NA,NA,1.68262066365174,4260000.22888184,NA,2963071.79939269,NA,NA,NA,Sub-Saharan Africa,Porto-Novo,2.6323,6.4779,Lower middle income,IDA
Benin,BJ,BEN,1964,,2023-12-18,NA,NA,6.71631595481638,18069999.6948242,NA,3803662.45352553,NA,2000000,NA,Sub-Saharan Africa,Porto-Novo,2.6323,6.4779,Lower middle income,IDA
Benin,BJ,BEN,1983,,2023-12-18,50,NA,7.84900310265302,84930000.3051758,NA,17765951.3050233,NA,3000000,NA,Sub-Saharan Africa,Porto-Novo,2.6323,6.4779,Lower middle income,IDA
Benin,BJ,BEN,1984,,2023-12-18,800,NA,7.34483620280034,75029998.7792969,NA,21237787.6999339,NA,1000000,NA,Sub-Saharan Africa,Porto-Novo,2.6323,6.4779,Lower middle income,IDA
Benin,BJ,BEN,1985,,2023-12-18,3700,NA,9.16720336317835,93910003.6621094,NA,19810222.5199939,NA,3000000,NA,Sub-Saharan Africa,Porto-Novo,2.6323,6.4779,Lower middle income,IDA
Benin,BJ,BEN,1986,,2023-12-18,3740,50,10.279351956518,134669998.168945,NA,26277338.538749,NA,NA,NA,Sub-Saharan Africa,Porto-Novo,2.6323,6.4779,Lower middle income,IDA
Benin,BJ,BEN,1971,,2023-12-18,NA,NA,8.72969450073367,28979999.5422363,NA,4285361.4956638,NA,2000000,NA,Sub-Saharan Africa,Porto-Novo,2.6323,6.4779,Lower middle income,IDA
Benin,BJ,BEN,1988,,2023-12-18,1176,50,9.90130614972575,157970001.220703,NA,36931589.2670087,NA,0,NA,Sub-Saharan Africa,Porto-Novo,2.6323,6.4779,Lower middle income,IDA
Benin,BJ,BEN,1989,,2023-12-18,858,60,18.2954065949159,267869995.117188,NA,28525930.384191,10.465183140705,0,NA,Sub-Saharan Africa,Porto-Novo,2.6323,6.4779,Lower middle income,IDA
Benin,BJ,BEN,1990,,2023-12-18,456,NA,13.8925281416589,266880004.882813,NA,32817291.9765669,9.2393439910657,NA,NA,Sub-Saharan Africa,Porto-Novo,2.6323,6.4779,Lower middle income,IDA
Benin,BJ,BEN,1991,,2023-12-18,456,NA,13.5845902119738,265660003.662109,NA,NA,NA,NA,NA,Sub-Saharan Africa,Porto-Novo,2.6323,6.4779,Lower middle income,IDA
Benin,BJ,BEN,1992,,2023-12-18,293,NA,16.4563827386551,269040008.544922,NA,NA,NA,NA,NA,Sub-Saharan Africa,Porto-Novo,2.6323,6.4779,Lower middle income,IDA
Benin,BJ,BEN,1993,,2023-12-18,156239,62,12.8767498518706,287760009.765625,NA,NA,NA,NA,NA,Sub-Saharan Africa,Porto-Novo,2.6323,6.4779,Lower middle income,IDA
Benin,BJ,BEN,1994,,2023-12-18,70403,72,16.4036731354256,256380004.882813,NA,NA,NA,NA,NA,Sub-Saharan Africa,Porto-Novo,2.6323,6.4779,Lower middle income,IDA
Benin,BJ,BEN,1987,,2023-12-18,3050,50,8.7168425524302,133699996.948242,NA,35602937.4087051,NA,1000000,NA,Sub-Saharan Africa,Porto-Novo,2.6323,6.4779,Lower middle income,IDA
Bermuda,BM,BMU,2000,,2023-12-18,NA,NA,NA,59999.9986588955,NA,NA,NA,NA,NA,North America,Hamilton,-64.706,32.3293,High income,Not classified
Bermuda,BM,BMU,1988,,2023-12-18,NA,NA,NA,39999.9991059303,NA,NA,NA,NA,NA,North America,Hamilton,-64.706,32.3293,High income,Not classified
Bermuda,BM,BMU,1989,,2023-12-18,NA,NA,NA,100000.001490116,NA,NA,NA,NA,NA,North America,Hamilton,-64.706,32.3293,High income,Not classified
Bermuda,BM,BMU,1993,,2023-12-18,NA,NA,NA,-4820000.17166138,NA,NA,NA,NA,NA,North America,Hamilton,-64.706,32.3293,High income,Not classified
Bermuda,BM,BMU,1987,,2023-12-18,NA,NA,NA,230000.004172325,NA,NA,NA,NA,NA,North America,Hamilton,-64.706,32.3293,High income,Not classified
Bermuda,BM,BMU,1979,,2023-12-18,NA,NA,NA,150000.005960464,NA,NA,NA,NA,NA,North America,Hamilton,-64.706,32.3293,High income,Not classified
Bermuda,BM,BMU,1980,,2023-12-18,NA,NA,NA,280000.001192093,NA,NA,NA,NA,NA,North America,Hamilton,-64.706,32.3293,High income,Not classified
Bermuda,BM,BMU,1981,,2023-12-18,NA,NA,NA,209999.993443489,NA,NA,NA,NA,NA,North America,Hamilton,-64.706,32.3293,High income,Not classified
Bermuda,BM,BMU,1982,,2023-12-18,NA,NA,NA,70000.0002980232,NA,NA,NA,NA,NA,North America,Hamilton,-64.706,32.3293,High income,Not classified
Bermuda,BM,BMU,1998,,2023-12-18,NA,NA,NA,550000.011920929,NA,NA,NA,NA,NA,North America,Hamilton,-64.706,32.3293,High income,Not classified
Bermuda,BM,BMU,1999,,2023-12-18,NA,NA,NA,79999.9982118607,NA,NA,NA,NA,NA,North America,Hamilton,-64.706,32.3293,High income,Not classified
Bermuda,BM,BMU,1960,,2023-12-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,North America,Hamilton,-64.706,32.3293,High income,Not classified
Bermuda,BM,BMU,1973,,2023-12-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,North America,Hamilton,-64.706,32.3293,High income,Not classified
Bermuda,BM,BMU,1974,,2023-12-18,NA,NA,NA,29999.9993294477,NA,NA,NA,NA,NA,North America,Hamilton,-64.706,32.3293,High income,Not classified
Bermuda,BM,BMU,1975,,2023-12-18,NA,NA,NA,19999.9995529652,NA,NA,NA,NA,NA,North America,Hamilton,-64.706,32.3293,High income,Not classified
Bermuda,BM,BMU,2016,,2023-12-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,North America,Hamilton,-64.706,32.3293,High income,Not classified
Bermuda,BM,BMU,1976,,2023-12-18,NA,NA,NA,29999.9993294477,NA,NA,NA,NA,NA,North America,Hamilton,-64.706,32.3293,High income,Not classified
Bermuda,BM,BMU,1977,,2023-12-18,NA,NA,NA,79999.9982118607,NA,NA,NA,NA,NA,North America,Hamilton,-64.706,32.3293,High income,Not classified
Bermuda,BM,BMU,1978,,2023-12-18,NA,NA,NA,159999.996423721,NA,NA,NA,NA,NA,North America,Hamilton,-64.706,32.3293,High income,Not classified
Bermuda,BM,BMU,2020,,2023-12-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,North America,Hamilton,-64.706,32.3293,High income,Not classified
Bermuda,BM,BMU,2021,,2023-12-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,North America,Hamilton,-64.706,32.3293,High income,Not classified
Bermuda,BM,BMU,2022,,2023-12-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,North America,Hamilton,-64.706,32.3293,High income,Not classified
Bermuda,BM,BMU,1997,,2023-12-18,NA,NA,NA,-8220000.26702881,NA,NA,NA,NA,NA,North America,Hamilton,-64.706,32.3293,High income,Not classified
Bermuda,BM,BMU,1983,,2023-12-18,NA,NA,NA,70000.0002980232,NA,NA,NA,NA,NA,North America,Hamilton,-64.706,32.3293,High income,Not classified
