"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"MEX","IMMIGINFLOW","FAM","NBR","A","2022",32176,
"MEX","IMMIGINFLOW","WORK","NBR","A","2010",14370,
"MEX","IMMIGINFLOW","WORK","NBR","A","2011",10287,
"MEX","IMMIGINFLOW","WORK","NBR","A","2012",8269,
"MEX","IMMIGINFLOW","WORK","NBR","A","2013",17127,
"MEX","IMMIGINFLOW","WORK","NBR","A","2014",10304,
"MEX","IMMIGINFLOW","WORK","NBR","A","2015",8668,
"MEX","IMMIGINFLOW","WORK","NBR","A","2016",8566,
"MEX","IMMIGINFLOW","WORK","NBR","A","2017",5173,
"MEX","IMMIGINFLOW","WORK","NBR","A","2018",5747,
"MEX","IMMIGINFLOW","WORK","NBR","A","2019",6183,
"MEX","IMMIGINFLOW","WORK","NBR","A","2020",7582,
"MEX","IMMIGINFLOW","WORK","NBR","A","2021",10664,
"MEX","IMMIGINFLOW","WORK","NBR","A","2022",10127,
"AUS","IMMIGINFLOW","TOT","NBR","A","2003",125862,
"AUS","IMMIGINFLOW","TOT","NBR","A","2004",149991,
"AUS","IMMIGINFLOW","TOT","NBR","A","2005",167319,
"AUS","IMMIGINFLOW","TOT","NBR","A","2006",179807,
"AUS","IMMIGINFLOW","TOT","NBR","A","2007",191905,
"AUS","IMMIGINFLOW","TOT","NBR","A","2008",209711,
"AUS","IMMIGINFLOW","TOT","NBR","A","2009",224938,
"AUS","IMMIGINFLOW","TOT","NBR","A","2010",212227,
"AUS","IMMIGINFLOW","TOT","NBR","A","2011",222941,
"AUS","IMMIGINFLOW","TOT","NBR","A","2012",249924,
"AUS","IMMIGINFLOW","TOT","NBR","A","2013",256948,
"AUS","IMMIGINFLOW","TOT","NBR","A","2014",234715,
"AUS","IMMIGINFLOW","TOT","NBR","A","2015",227937,
"AUS","IMMIGINFLOW","TOT","NBR","A","2016",229440,
"AUS","IMMIGINFLOW","TOT","NBR","A","2017",220458,
"AUS","IMMIGINFLOW","TOT","NBR","A","2018",195167,
"AUS","IMMIGINFLOW","TOT","NBR","A","2019",195657,
"AUS","IMMIGINFLOW","TOT","NBR","A","2020",165452,
"AUS","IMMIGINFLOW","TOT","NBR","A","2021",169375,
"AUS","IMMIGINFLOW","TOT","NBR","A","2022",166120,
"AUT","IMMIGINFLOW","TOT","NBR","A","2003",51943,
"AUT","IMMIGINFLOW","TOT","NBR","A","2004",57140,
"AUT","IMMIGINFLOW","TOT","NBR","A","2005",56813,
"AUT","IMMIGINFLOW","TOT","NBR","A","2006",30788,
"AUT","IMMIGINFLOW","TOT","NBR","A","2007",47119,
"AUT","IMMIGINFLOW","TOT","NBR","A","2008",49529,
"AUT","IMMIGINFLOW","TOT","NBR","A","2009",45689,
"AUT","IMMIGINFLOW","TOT","NBR","A","2010",45914,
"AUT","IMMIGINFLOW","TOT","NBR","A","2011",55197,
"AUT","IMMIGINFLOW","TOT","NBR","A","2012",68686,
"AUT","IMMIGINFLOW","TOT","NBR","A","2013",69174,
"AUT","IMMIGINFLOW","TOT","NBR","A","2014",79480,
"AUT","IMMIGINFLOW","TOT","NBR","A","2015",102357,
"AUT","IMMIGINFLOW","TOT","NBR","A","2016",105198,
"AUT","IMMIGINFLOW","TOT","NBR","A","2017",98585,
"AUT","IMMIGINFLOW","TOT","NBR","A","2018",86886,
"AUT","IMMIGINFLOW","TOT","NBR","A","2019",81451,
"AUT","IMMIGINFLOW","TOT","NBR","A","2020",62788,
"AUT","IMMIGINFLOW","TOT","NBR","A","2021",73570,
"AUT","IMMIGINFLOW","TOT","NBR","A","2022",89150,
"BEL","IMMIGINFLOW","TOT","NBR","A","2005",41687,
"BEL","IMMIGINFLOW","TOT","NBR","A","2006",42534,
"BEL","IMMIGINFLOW","TOT","NBR","A","2007",83115,
"BEL","IMMIGINFLOW","TOT","NBR","A","2008",94911,
"BEL","IMMIGINFLOW","TOT","NBR","A","2009",104617,
"BEL","IMMIGINFLOW","TOT","NBR","A","2010",118719,
"BEL","IMMIGINFLOW","TOT","NBR","A","2011",107640,
"BEL","IMMIGINFLOW","TOT","NBR","A","2012",104186,
"BEL","IMMIGINFLOW","TOT","NBR","A","2013",97486,
"BEL","IMMIGINFLOW","TOT","NBR","A","2014",100976,
"BEL","IMMIGINFLOW","TOT","NBR","A","2015",103750,
"BEL","IMMIGINFLOW","TOT","NBR","A","2016",105519,
"BEL","IMMIGINFLOW","TOT","NBR","A","2017",108126,
"BEL","IMMIGINFLOW","TOT","NBR","A","2018",109946,
"BEL","IMMIGINFLOW","TOT","NBR","A","2019",114025,
"BEL","IMMIGINFLOW","TOT","NBR","A","2020",92317,
"BEL","IMMIGINFLOW","TOT","NBR","A","2021",112182,
"BEL","IMMIGINFLOW","TOT","NBR","A","2022",122292,
"CAN","IMMIGINFLOW","TOT","NBR","A","1995",212108,
"CAN","IMMIGINFLOW","TOT","NBR","A","1996",222207,
"CAN","IMMIGINFLOW","TOT","NBR","A","1997",212638,
"CAN","IMMIGINFLOW","TOT","NBR","A","1998",171648,
"CAN","IMMIGINFLOW","TOT","NBR","A","1999",188919,
"CAN","IMMIGINFLOW","TOT","NBR","A","2000",227010,
"CAN","IMMIGINFLOW","TOT","NBR","A","2001",250450,
"CAN","IMMIGINFLOW","TOT","NBR","A","2002",232604,
"CAN","IMMIGINFLOW","TOT","NBR","A","2003",228585,
"CAN","IMMIGINFLOW","TOT","NBR","A","2004",237628,
"CAN","IMMIGINFLOW","TOT","NBR","A","2005",262923,
"CAN","IMMIGINFLOW","TOT","NBR","A","2006",252481,
"CAN","IMMIGINFLOW","TOT","NBR","A","2007",237605,
"CAN","IMMIGINFLOW","TOT","NBR","A","2008",248128,
"CAN","IMMIGINFLOW","TOT","NBR","A","2009",253095,
"CAN","IMMIGINFLOW","TOT","NBR","A","2010",281262,
"CAN","IMMIGINFLOW","TOT","NBR","A","2011",249285,
"CAN","IMMIGINFLOW","TOT","NBR","A","2012",258341,
"CAN","IMMIGINFLOW","TOT","NBR","A","2013",262780,
"CAN","IMMIGINFLOW","TOT","NBR","A","2014",261516,
"CAN","IMMIGINFLOW","TOT","NBR","A","2015",275790,
"CAN","IMMIGINFLOW","TOT","NBR","A","2016",296741,
"CAN","IMMIGINFLOW","TOT","NBR","A","2017",286494,
"CAN","IMMIGINFLOW","TOT","NBR","A","2018",321043,
"CAN","IMMIGINFLOW","TOT","NBR","A","2019",341183,
"CAN","IMMIGINFLOW","TOT","NBR","A","2020",184535,
"CAN","IMMIGINFLOW","TOT","NBR","A","2021",406035,
"CAN","IMMIGINFLOW","TOT","NBR","A","2022",437535,
"CZE","IMMIGINFLOW","TOT","NBR","A","1997",12812,
"CZE","IMMIGINFLOW","TOT","NBR","A","1998",10702,
"CZE","IMMIGINFLOW","TOT","NBR","A","1999",9870,
"CZE","IMMIGINFLOW","TOT","NBR","A","2000",7766,
"CZE","IMMIGINFLOW","TOT","NBR","A","2001",12880,
"CZE","IMMIGINFLOW","TOT","NBR","A","2002",42789,
"CZE","IMMIGINFLOW","TOT","NBR","A","2003",54861,
"CZE","IMMIGINFLOW","TOT","NBR","A","2004",48155,
"CZE","IMMIGINFLOW","TOT","NBR","A","2005",56858,
"CZE","IMMIGINFLOW","TOT","NBR","A","2006",64067,
"CZE","IMMIGINFLOW","TOT","NBR","A","2007",100577,
"CZE","IMMIGINFLOW","TOT","NBR","A","2008",76151,
"CZE","IMMIGINFLOW","TOT","NBR","A","2009",38199,
"CZE","IMMIGINFLOW","TOT","NBR","A","2010",28046,
"CZE","IMMIGINFLOW","TOT","NBR","A","2011",15657,
"CZE","IMMIGINFLOW","TOT","NBR","A","2012",19621,
"CZE","IMMIGINFLOW","TOT","NBR","A","2013",20515,
"CZE","IMMIGINFLOW","TOT","NBR","A","2014",23475,
"CZE","IMMIGINFLOW","TOT","NBR","A","2015",27777,
"CZE","IMMIGINFLOW","TOT","NBR","A","2016",29198,
"CZE","IMMIGINFLOW","TOT","NBR","A","2017",40205,
"CZE","IMMIGINFLOW","TOT","NBR","A","2018",55360,
"CZE","IMMIGINFLOW","TOT","NBR","A","2019",62340,
"CZE","IMMIGINFLOW","TOT","NBR","A","2020",55553,
"CZE","IMMIGINFLOW","TOT","NBR","A","2021",63916,
"CZE","IMMIGINFLOW","TOT","NBR","A","2022",45630,
"DNK","IMMIGINFLOW","TOT","NBR","A","2004",16840,
"DNK","IMMIGINFLOW","TOT","NBR","A","2005",17302,
"DNK","IMMIGINFLOW","TOT","NBR","A","2006",19626,
"DNK","IMMIGINFLOW","TOT","NBR","A","2007",25385,
"DNK","IMMIGINFLOW","TOT","NBR","A","2008",40197,
"DNK","IMMIGINFLOW","TOT","NBR","A","2009",32044,
"DNK","IMMIGINFLOW","TOT","NBR","A","2010",35180,
"DNK","IMMIGINFLOW","TOT","NBR","A","2011",33637,
"DNK","IMMIGINFLOW","TOT","NBR","A","2012",36029,
"DNK","IMMIGINFLOW","TOT","NBR","A","2013",43826,
"DNK","IMMIGINFLOW","TOT","NBR","A","2014",50731,
"DNK","IMMIGINFLOW","TOT","NBR","A","2015",62297,
"DNK","IMMIGINFLOW","TOT","NBR","A","2016",56099,
"DNK","IMMIGINFLOW","TOT","NBR","A","2017",52615,
"DNK","IMMIGINFLOW","TOT","NBR","A","2018",51953,
"DNK","IMMIGINFLOW","TOT","NBR","A","2019",49627,
"DNK","IMMIGINFLOW","TOT","NBR","A","2020",41845,
"DNK","IMMIGINFLOW","TOT","NBR","A","2021",55445,
"DNK","IMMIGINFLOW","TOT","NBR","A","2022",70263,
"FIN","IMMIGINFLOW","TOT","NBR","A","1995",7345,
"FIN","IMMIGINFLOW","TOT","NBR","A","1996",7539,
"FIN","IMMIGINFLOW","TOT","NBR","A","1997",8147,
"FIN","IMMIGINFLOW","TOT","NBR","A","1998",8340,
"FIN","IMMIGINFLOW","TOT","NBR","A","1999",7937,
"FIN","IMMIGINFLOW","TOT","NBR","A","2000",9108,
"FIN","IMMIGINFLOW","TOT","NBR","A","2001",11037,
"FIN","IMMIGINFLOW","TOT","NBR","A","2002",9972,
"FIN","IMMIGINFLOW","TOT","NBR","A","2003",9432,
"FIN","IMMIGINFLOW","TOT","NBR","A","2004",11511,
"FIN","IMMIGINFLOW","TOT","NBR","A","2005",12744,
"FIN","IMMIGINFLOW","TOT","NBR","A","2006",10293,
"FIN","IMMIGINFLOW","TOT","NBR","A","2007",13718,
"FIN","IMMIGINFLOW","TOT","NBR","A","2008",15132,
"FIN","IMMIGINFLOW","TOT","NBR","A","2009",13506,
"FIN","IMMIGINFLOW","TOT","NBR","A","2010",14617,
"FIN","IMMIGINFLOW","TOT","NBR","A","2011",17497,
"FIN","IMMIGINFLOW","TOT","NBR","A","2012",19819,
"FIN","IMMIGINFLOW","TOT","NBR","A","2013",20718,
"FIN","IMMIGINFLOW","TOT","NBR","A","2014",19946,
"FIN","IMMIGINFLOW","TOT","NBR","A","2015",22068,
"FIN","IMMIGINFLOW","TOT","NBR","A","2016",27846,
"FIN","IMMIGINFLOW","TOT","NBR","A","2017",26123,
"FIN","IMMIGINFLOW","TOT","NBR","A","2018",24928,
"FIN","IMMIGINFLOW","TOT","NBR","A","2019",27572,
"FIN","IMMIGINFLOW","TOT","NBR","A","2020",23983,
"FIN","IMMIGINFLOW","TOT","NBR","A","2021",29484,
"FIN","IMMIGINFLOW","TOT","NBR","A","2022",40222,
"FRA","IMMIGINFLOW","TOT","NBR","A","2001",137903,
"FRA","IMMIGINFLOW","TOT","NBR","A","2002",153795,
"FRA","IMMIGINFLOW","TOT","NBR","A","2003",170184,
"FRA","IMMIGINFLOW","TOT","NBR","A","2004",198573,
"FRA","IMMIGINFLOW","TOT","NBR","A","2005",198512,
"FRA","IMMIGINFLOW","TOT","NBR","A","2006",209406,
"FRA","IMMIGINFLOW","TOT","NBR","A","2007",206796,
"FRA","IMMIGINFLOW","TOT","NBR","A","2008",213105,
"FRA","IMMIGINFLOW","TOT","NBR","A","2009",209624,
"FRA","IMMIGINFLOW","TOT","NBR","A","2010",222830,
"FRA","IMMIGINFLOW","TOT","NBR","A","2011",229385,
"FRA","IMMIGINFLOW","TOT","NBR","A","2012",247577,
"FRA","IMMIGINFLOW","TOT","NBR","A","2013",258283,
"FRA","IMMIGINFLOW","TOT","NBR","A","2014",257904,
"FRA","IMMIGINFLOW","TOT","NBR","A","2015",262259,
"FRA","IMMIGINFLOW","TOT","NBR","A","2016",259889,
"FRA","IMMIGINFLOW","TOT","NBR","A","2017",260799,
"FRA","IMMIGINFLOW","TOT","NBR","A","2018",282546,
"FRA","IMMIGINFLOW","TOT","NBR","A","2019",292003,
"FRA","IMMIGINFLOW","TOT","NBR","A","2020",231977,
"FRA","IMMIGINFLOW","TOT","NBR","A","2021",278099,
"FRA","IMMIGINFLOW","TOT","NBR","A","2022",301094,
"DEU","IMMIGINFLOW","TOT","NBR","A","1999",263710,
"DEU","IMMIGINFLOW","TOT","NBR","A","2000",264138,
"DEU","IMMIGINFLOW","TOT","NBR","A","2001",287281,
"DEU","IMMIGINFLOW","TOT","NBR","A","2002",257250,
"DEU","IMMIGINFLOW","TOT","NBR","A","2003",231275,
"DEU","IMMIGINFLOW","TOT","NBR","A","2004",230502,
"DEU","IMMIGINFLOW","TOT","NBR","A","2005",196636,
"DEU","IMMIGINFLOW","TOT","NBR","A","2006",165281,
"DEU","IMMIGINFLOW","TOT","NBR","A","2007",232870,
"DEU","IMMIGINFLOW","TOT","NBR","A","2008",228329,
"DEU","IMMIGINFLOW","TOT","NBR","A","2009",201452,
"DEU","IMMIGINFLOW","TOT","NBR","A","2010",222467,
"DEU","IMMIGINFLOW","TOT","NBR","A","2011",290139,
"DEU","IMMIGINFLOW","TOT","NBR","A","2012",399457,
"DEU","IMMIGINFLOW","TOT","NBR","A","2013",457904,
"DEU","IMMIGINFLOW","TOT","NBR","A","2014",572503,
"DEU","IMMIGINFLOW","TOT","NBR","A","2015",684422,
"DEU","IMMIGINFLOW","TOT","NBR","A","2016",1051915,
"DEU","IMMIGINFLOW","TOT","NBR","A","2017",860955,
"DEU","IMMIGINFLOW","TOT","NBR","A","2018",633516,
"DEU","IMMIGINFLOW","TOT","NBR","A","2019",620448,
"DEU","IMMIGINFLOW","TOT","NBR","A","2020",499510,
"DEU","IMMIGINFLOW","TOT","NBR","A","2021",531525,
"DEU","IMMIGINFLOW","TOT","NBR","A","2022",641076,
"IRL","IMMIGINFLOW","TOT","NBR","A","2002",43510,
"IRL","IMMIGINFLOW","TOT","NBR","A","2003",43150,
"IRL","IMMIGINFLOW","TOT","NBR","A","2004",24741,
"IRL","IMMIGINFLOW","TOT","NBR","A","2005",66100,
"IRL","IMMIGINFLOW","TOT","NBR","A","2006",85909,
"IRL","IMMIGINFLOW","TOT","NBR","A","2007",82575,
"IRL","IMMIGINFLOW","TOT","NBR","A","2008",61096,
"IRL","IMMIGINFLOW","TOT","NBR","A","2009",33008,
"IRL","IMMIGINFLOW","TOT","NBR","A","2010",23457,
"IRL","IMMIGINFLOW","TOT","NBR","A","2011",24679,
"IRL","IMMIGINFLOW","TOT","NBR","A","2012",22149,
"IRL","IMMIGINFLOW","TOT","NBR","A","2013",23952,
"IRL","IMMIGINFLOW","TOT","NBR","A","2014",27566,
"IRL","IMMIGINFLOW","TOT","NBR","A","2015",36562,
"IRL","IMMIGINFLOW","TOT","NBR","A","2016",42411,
"IRL","IMMIGINFLOW","TOT","NBR","A","2017",40367,
"IRL","IMMIGINFLOW","TOT","NBR","A","2018",45521,
"IRL","IMMIGINFLOW","TOT","NBR","A","2019",51373,
"IRL","IMMIGINFLOW","TOT","NBR","A","2020",42545,
"IRL","IMMIGINFLOW","TOT","NBR","A","2021",38130,
"IRL","IMMIGINFLOW","TOT","NBR","A","2022",67271,
"ITA","IMMIGINFLOW","TOT","NBR","A","2003",108538,
"ITA","IMMIGINFLOW","TOT","NBR","A","2004",153845,
"ITA","IMMIGINFLOW","TOT","NBR","A","2005",172563,
"ITA","IMMIGINFLOW","TOT","NBR","A","2006",163210,
"ITA","IMMIGINFLOW","TOT","NBR","A","2007",560006,
"ITA","IMMIGINFLOW","TOT","NBR","A","2008",553702,
"ITA","IMMIGINFLOW","TOT","NBR","A","2009",432771,
"ITA","IMMIGINFLOW","TOT","NBR","A","2010",644691,
"ITA","IMMIGINFLOW","TOT","NBR","A","2011",372846,
"ITA","IMMIGINFLOW","TOT","NBR","A","2012",309333,
"ITA","IMMIGINFLOW","TOT","NBR","A","2013",280061,
"ITA","IMMIGINFLOW","TOT","NBR","A","2014",244622,
"ITA","IMMIGINFLOW","TOT","NBR","A","2015",223055,
"ITA","IMMIGINFLOW","TOT","NBR","A","2016",214002,
"ITA","IMMIGINFLOW","TOT","NBR","A","2017",220095,
"ITA","IMMIGINFLOW","TOT","NBR","A","2018",206603,
"ITA","IMMIGINFLOW","TOT","NBR","A","2019",193971,
"ITA","IMMIGINFLOW","TOT","NBR","A","2020",126507,
"ITA","IMMIGINFLOW","TOT","NBR","A","2021",241248,
"ITA","IMMIGINFLOW","TOT","NBR","A","2022",271561,
"JPN","IMMIGINFLOW","TOT","NBR","A","1995",0,
"JPN","IMMIGINFLOW","TOT","NBR","A","1996",0,
"JPN","IMMIGINFLOW","TOT","NBR","A","1997",0,
"JPN","IMMIGINFLOW","TOT","NBR","A","1998",75706,
"JPN","IMMIGINFLOW","TOT","NBR","A","1999",81805,
"JPN","IMMIGINFLOW","TOT","NBR","A","2000",107853,
"JPN","IMMIGINFLOW","TOT","NBR","A","2001",88480,
"JPN","IMMIGINFLOW","TOT","NBR","A","2002",90235,
"JPN","IMMIGINFLOW","TOT","NBR","A","2003",105022,
"JPN","IMMIGINFLOW","TOT","NBR","A","2004",112470,
"JPN","IMMIGINFLOW","TOT","NBR","A","2005",117023,
"JPN","IMMIGINFLOW","TOT","NBR","A","2006",122489,
"JPN","IMMIGINFLOW","TOT","NBR","A","2007",125634,
"JPN","IMMIGINFLOW","TOT","NBR","A","2008",113097,
"JPN","IMMIGINFLOW","TOT","NBR","A","2009",79763,
"JPN","IMMIGINFLOW","TOT","NBR","A","2010",69051,
"JPN","IMMIGINFLOW","TOT","NBR","A","2011",74928,
"JPN","IMMIGINFLOW","TOT","NBR","A","2012",81343,
"JPN","IMMIGINFLOW","TOT","NBR","A","2013",71641,
"JPN","IMMIGINFLOW","TOT","NBR","A","2014",80771,
"JPN","IMMIGINFLOW","TOT","NBR","A","2015",97538,
"JPN","IMMIGINFLOW","TOT","NBR","A","2016",108988,
"JPN","IMMIGINFLOW","TOT","NBR","A","2017",114213,
"JPN","IMMIGINFLOW","TOT","NBR","A","2018",130628,
"JPN","IMMIGINFLOW","TOT","NBR","A","2019",149596,
"JPN","IMMIGINFLOW","TOT","NBR","A","2020",105405,
"JPN","IMMIGINFLOW","TOT","NBR","A","2021",67067,
"JPN","IMMIGINFLOW","TOT","NBR","A","2022",105771,
"KOR","IMMIGINFLOW","TOT","NBR","A","2000",7970,
"KOR","IMMIGINFLOW","TOT","NBR","A","2001",8000,
"KOR","IMMIGINFLOW","TOT","NBR","A","2002",12943,
"KOR","IMMIGINFLOW","TOT","NBR","A","2003",19349,
"KOR","IMMIGINFLOW","TOT","NBR","A","2004",28662,
"KOR","IMMIGINFLOW","TOT","NBR","A","2005",33516,
"KOR","IMMIGINFLOW","TOT","NBR","A","2006",32947,
"KOR","IMMIGINFLOW","TOT","NBR","A","2007",34168,
"KOR","IMMIGINFLOW","TOT","NBR","A","2008",35111,
"KOR","IMMIGINFLOW","TOT","NBR","A","2009",32441,
"KOR","IMMIGINFLOW","TOT","NBR","A","2010",45708,
"KOR","IMMIGINFLOW","TOT","NBR","A","2011",52524,
"KOR","IMMIGINFLOW","TOT","NBR","A","2012",50592,
"KOR","IMMIGINFLOW","TOT","NBR","A","2013",58739,
"KOR","IMMIGINFLOW","TOT","NBR","A","2014",67256,
"KOR","IMMIGINFLOW","TOT","NBR","A","2015",70042,
"KOR","IMMIGINFLOW","TOT","NBR","A","2016",77641,
"KOR","IMMIGINFLOW","TOT","NBR","A","2017",75316,
"KOR","IMMIGINFLOW","TOT","NBR","A","2018",81174,
"KOR","IMMIGINFLOW","TOT","NBR","A","2019",78055,
"KOR","IMMIGINFLOW","TOT","NBR","A","2020",57281,
"KOR","IMMIGINFLOW","TOT","NBR","A","2021",53794,
"KOR","IMMIGINFLOW","TOT","NBR","A","2022",61720,
"MEX","IMMIGINFLOW","TOT","NBR","A","1996",3495,
"MEX","IMMIGINFLOW","TOT","NBR","A","1997",4127,
"MEX","IMMIGINFLOW","TOT","NBR","A","1998",4369,
"MEX","IMMIGINFLOW","TOT","NBR","A","1999",5371,
"MEX","IMMIGINFLOW","TOT","NBR","A","2000",6414,
"MEX","IMMIGINFLOW","TOT","NBR","A","2001",8053,
"MEX","IMMIGINFLOW","TOT","NBR","A","2002",5828,
"MEX","IMMIGINFLOW","TOT","NBR","A","2003",4817,
"MEX","IMMIGINFLOW","TOT","NBR","A","2004",8513,
"MEX","IMMIGINFLOW","TOT","NBR","A","2005",9172,
"MEX","IMMIGINFLOW","TOT","NBR","A","2006",6874,
"MEX","IMMIGINFLOW","TOT","NBR","A","2007",6820,
"MEX","IMMIGINFLOW","TOT","NBR","A","2008",15103,
"MEX","IMMIGINFLOW","TOT","NBR","A","2009",23852,
"MEX","IMMIGINFLOW","TOT","NBR","A","2010",26402,
"MEX","IMMIGINFLOW","TOT","NBR","A","2011",21726,
"MEX","IMMIGINFLOW","TOT","NBR","A","2012",20950,
"MEX","IMMIGINFLOW","TOT","NBR","A","2013",54969,
"MEX","IMMIGINFLOW","TOT","NBR","A","2014",43481,
"MEX","IMMIGINFLOW","TOT","NBR","A","2015",34406,
"MEX","IMMIGINFLOW","TOT","NBR","A","2016",35906,
"MEX","IMMIGINFLOW","TOT","NBR","A","2017",32639,
"MEX","IMMIGINFLOW","TOT","NBR","A","2018",37000,
"MEX","IMMIGINFLOW","TOT","NBR","A","2019",40543,
"MEX","IMMIGINFLOW","TOT","NBR","A","2020",58430,
"MEX","IMMIGINFLOW","TOT","NBR","A","2021",67740,
"MEX","IMMIGINFLOW","TOT","NBR","A","2022",74109,
"NLD","IMMIGINFLOW","TOT","NBR","A","1995",40994,
"NLD","IMMIGINFLOW","TOT","NBR","A","1996",51070,
"NLD","IMMIGINFLOW","TOT","NBR","A","1997",67825,
"NLD","IMMIGINFLOW","TOT","NBR","A","1998",70869,
"NLD","IMMIGINFLOW","TOT","NBR","A","1999",60249,
"NLD","IMMIGINFLOW","TOT","NBR","A","2000",69417,
"NLD","IMMIGINFLOW","TOT","NBR","A","2001",73197,
"NLD","IMMIGINFLOW","TOT","NBR","A","2002",69781,
"NLD","IMMIGINFLOW","TOT","NBR","A","2003",67963,
"NLD","IMMIGINFLOW","TOT","NBR","A","2004",68592,
"NLD","IMMIGINFLOW","TOT","NBR","A","2005",73338,
"NLD","IMMIGINFLOW","TOT","NBR","A","2006",77677,
"NLD","IMMIGINFLOW","TOT","NBR","A","2007",82153,
"NLD","IMMIGINFLOW","TOT","NBR","A","2008",96214,
"NLD","IMMIGINFLOW","TOT","NBR","A","2009",83165,
"NLD","IMMIGINFLOW","TOT","NBR","A","2010",85926,
"NLD","IMMIGINFLOW","TOT","NBR","A","2011",91416,
"NLD","IMMIGINFLOW","TOT","NBR","A","2012",90531,
"NLD","IMMIGINFLOW","TOT","NBR","A","2013",100649,
"NLD","IMMIGINFLOW","TOT","NBR","A","2014",111770,
"NLD","IMMIGINFLOW","TOT","NBR","A","2015",126844,
"NLD","IMMIGINFLOW","TOT","NBR","A","2016",138527,
"NLD","IMMIGINFLOW","TOT","NBR","A","2017",148009,
"NLD","IMMIGINFLOW","TOT","NBR","A","2018",147703,
"NLD","IMMIGINFLOW","TOT","NBR","A","2019",163095,
"NLD","IMMIGINFLOW","TOT","NBR","A","2020",132784,
"NLD","IMMIGINFLOW","TOT","NBR","A","2021",170848,
"NLD","IMMIGINFLOW","TOT","NBR","A","2022",207483,
"NZL","IMMIGINFLOW","TOT","NBR","A","2001",59979,
"NZL","IMMIGINFLOW","TOT","NBR","A","2002",55046,
"NZL","IMMIGINFLOW","TOT","NBR","A","2003",50563,
"NZL","IMMIGINFLOW","TOT","NBR","A","2004",44096,
"NZL","IMMIGINFLOW","TOT","NBR","A","2005",61512,
"NZL","IMMIGINFLOW","TOT","NBR","A","2006",56727,
"NZL","IMMIGINFLOW","TOT","NBR","A","2007",53949,
"NZL","IMMIGINFLOW","TOT","NBR","A","2008",53190,
"NZL","IMMIGINFLOW","TOT","NBR","A","2009",48868,
"NZL","IMMIGINFLOW","TOT","NBR","A","2010",48488,
"NZL","IMMIGINFLOW","TOT","NBR","A","2011",44493,
"NZL","IMMIGINFLOW","TOT","NBR","A","2012",42682,
"NZL","IMMIGINFLOW","TOT","NBR","A","2013",45067,
"NZL","IMMIGINFLOW","TOT","NBR","A","2014",49945,
"NZL","IMMIGINFLOW","TOT","NBR","A","2015",54548,
"NZL","IMMIGINFLOW","TOT","NBR","A","2016",55695,
"NZL","IMMIGINFLOW","TOT","NBR","A","2017",47197,
"NZL","IMMIGINFLOW","TOT","NBR","A","2018",45086,
"NZL","IMMIGINFLOW","TOT","NBR","A","2019",38327,
"NZL","IMMIGINFLOW","TOT","NBR","A","2020",35691,
"NZL","IMMIGINFLOW","TOT","NBR","A","2021",35381,
"NZL","IMMIGINFLOW","TOT","NBR","A","2022",154744,
"NOR","IMMIGINFLOW","TOT","NBR","A","2002",0,
"NOR","IMMIGINFLOW","TOT","NBR","A","2003",23895,
"NOR","IMMIGINFLOW","TOT","NBR","A","2004",27283,
"NOR","IMMIGINFLOW","TOT","NBR","A","2005",26869,
"NOR","IMMIGINFLOW","TOT","NBR","A","2006",32926,
"NOR","IMMIGINFLOW","TOT","NBR","A","2007",50121,
"NOR","IMMIGINFLOW","TOT","NBR","A","2008",49500,
"NOR","IMMIGINFLOW","TOT","NBR","A","2009",43300,
"NOR","IMMIGINFLOW","TOT","NBR","A","2010",54116,
"NOR","IMMIGINFLOW","TOT","NBR","A","2011",59753,
"NOR","IMMIGINFLOW","TOT","NBR","A","2012",57484,
"NOR","IMMIGINFLOW","TOT","NBR","A","2013",56649,
"NOR","IMMIGINFLOW","TOT","NBR","A","2014",68061,
"NOR","IMMIGINFLOW","TOT","NBR","A","2015",61450,
"NOR","IMMIGINFLOW","TOT","NBR","A","2016",65084,
"NOR","IMMIGINFLOW","TOT","NBR","A","2017",55276,
"NOR","IMMIGINFLOW","TOT","NBR","A","2018",46344,
"NOR","IMMIGINFLOW","TOT","NBR","A","2019",46550,
"NOR","IMMIGINFLOW","TOT","NBR","A","2020",33213,
"NOR","IMMIGINFLOW","TOT","NBR","A","2021",38599,
"NOR","IMMIGINFLOW","TOT","NBR","A","2022",43458,
"PRT","IMMIGINFLOW","TOT","NBR","A","1999",6646,
"PRT","IMMIGINFLOW","TOT","NBR","A","2000",11898,
"PRT","IMMIGINFLOW","TOT","NBR","A","2001",10376,
"PRT","IMMIGINFLOW","TOT","NBR","A","2002",10081,
"PRT","IMMIGINFLOW","TOT","NBR","A","2003",8588,
"PRT","IMMIGINFLOW","TOT","NBR","A","2004",10760,
"PRT","IMMIGINFLOW","TOT","NBR","A","2005",9130,
"PRT","IMMIGINFLOW","TOT","NBR","A","2006",23392,
"PRT","IMMIGINFLOW","TOT","NBR","A","2007",22762,
"PRT","IMMIGINFLOW","TOT","NBR","A","2008",51247,
"PRT","IMMIGINFLOW","TOT","NBR","A","2009",36076,
"PRT","IMMIGINFLOW","TOT","NBR","A","2010",41416,
"PRT","IMMIGINFLOW","TOT","NBR","A","2011",35076,
