country,iso2c,iso3c,year,status,lastupdated,secondary,tertiary,gdppcap,region,capital,longitude,latitude,income,lending
Cayman Islands,KY,CYM,1963,,2023-12-18,NA,NA,NA,Latin America & Caribbean,George Town,-81.3857,19.3022,High income,Not classified
Cayman Islands,KY,CYM,1964,,2023-12-18,NA,NA,NA,Latin America & Caribbean,George Town,-81.3857,19.3022,High income,Not classified
Cayman Islands,KY,CYM,1974,,2023-12-18,78.8235321044922,NA,NA,Latin America & Caribbean,George Town,-81.3857,19.3022,High income,Not classified
Cayman Islands,KY,CYM,1962,,2023-12-18,NA,NA,NA,Latin America & Caribbean,George Town,-81.3857,19.3022,High income,Not classified
Cayman Islands,KY,CYM,1975,,2023-12-18,88.4593505859375,NA,NA,Latin America & Caribbean,George Town,-81.3857,19.3022,High income,Not classified
Central African Republic,CF,CAF,1963,,2023-12-18,NA,NA,NA,Sub-Saharan Africa,Bangui,21.6407,5.63056,Low income,IDA
Central African Republic,CF,CAF,1967,,2023-12-18,NA,NA,NA,Sub-Saharan Africa,Bangui,21.6407,5.63056,Low income,IDA
Central African Republic,CF,CAF,1964,,2023-12-18,NA,NA,NA,Sub-Saharan Africa,Bangui,21.6407,5.63056,Low income,IDA
Central African Republic,CF,CAF,1965,,2023-12-18,NA,NA,NA,Sub-Saharan Africa,Bangui,21.6407,5.63056,Low income,IDA
Central African Republic,CF,CAF,1962,,2023-12-18,NA,NA,NA,Sub-Saharan Africa,Bangui,21.6407,5.63056,Low income,IDA
Central African Republic,CF,CAF,1974,,2023-12-18,5.54284000396729,0.193800002336502,NA,Sub-Saharan Africa,Bangui,21.6407,5.63056,Low income,IDA
Central African Republic,CF,CAF,1968,,2023-12-18,NA,NA,NA,Sub-Saharan Africa,Bangui,21.6407,5.63056,Low income,IDA
Central African Republic,CF,CAF,1970,,2023-12-18,NA,NA,NA,Sub-Saharan Africa,Bangui,21.6407,5.63056,Low income,IDA
Central African Republic,CF,CAF,1966,,2023-12-18,NA,NA,NA,Sub-Saharan Africa,Bangui,21.6407,5.63056,Low income,IDA
Central African Republic,CF,CAF,1979,,2023-12-18,8.93653964996338,0.691919982433319,NA,Sub-Saharan Africa,Bangui,21.6407,5.63056,Low income,IDA
Central African Republic,CF,CAF,1975,,2023-12-18,5.92340993881226,0.207800000905991,NA,Sub-Saharan Africa,Bangui,21.6407,5.63056,Low income,IDA
Central African Republic,CF,CAF,1976,,2023-12-18,6.63912010192871,0.329250007867813,NA,Sub-Saharan Africa,Bangui,21.6407,5.63056,Low income,IDA
Central African Republic,CF,CAF,1978,,2023-12-18,8.5341100692749,0.478909999132156,NA,Sub-Saharan Africa,Bangui,21.6407,5.63056,Low income,IDA
Central African Republic,CF,CAF,1971,,2023-12-18,3.63989996910095,0.0853699967265129,NA,Sub-Saharan Africa,Bangui,21.6407,5.63056,Low income,IDA
Central African Republic,CF,CAF,1980,,2023-12-18,10.4166698455811,0.959360003471375,NA,Sub-Saharan Africa,Bangui,21.6407,5.63056,Low income,IDA
Central African Republic,CF,CAF,1981,,2023-12-18,12.0379400253296,0.775600016117096,NA,Sub-Saharan Africa,Bangui,21.6407,5.63056,Low income,IDA
Central African Republic,CF,CAF,1969,,2023-12-18,NA,NA,NA,Sub-Saharan Africa,Bangui,21.6407,5.63056,Low income,IDA
Central African Republic,CF,CAF,1973,,2023-12-18,5.06548023223877,NA,NA,Sub-Saharan Africa,Bangui,21.6407,5.63056,Low income,IDA
Central African Republic,CF,CAF,1960,,2023-12-18,NA,NA,NA,Sub-Saharan Africa,Bangui,21.6407,5.63056,Low income,IDA
Central African Republic,CF,CAF,1961,,2023-12-18,NA,NA,NA,Sub-Saharan Africa,Bangui,21.6407,5.63056,Low income,IDA
Central African Republic,CF,CAF,1972,,2023-12-18,4.4637598991394,NA,NA,Sub-Saharan Africa,Bangui,21.6407,5.63056,Low income,IDA
Central African Republic,CF,CAF,2003,,2023-12-18,NA,NA,962.86483675182,Sub-Saharan Africa,Bangui,21.6407,5.63056,Low income,IDA
Central African Republic,CF,CAF,2004,,2023-12-18,NA,1.65167999267578,998.689099661647,Sub-Saharan Africa,Bangui,21.6407,5.63056,Low income,IDA
Central African Republic,CF,CAF,2005,,2023-12-18,NA,NA,985.324815965559,Sub-Saharan Africa,Bangui,21.6407,5.63056,Low income,IDA
Central African Republic,CF,CAF,2002,,2023-12-18,11.144700050354,NA,1042.70864454409,Sub-Saharan Africa,Bangui,21.6407,5.63056,Low income,IDA
Central African Republic,CF,CAF,2007,,2023-12-18,NA,NA,1038.75013264676,Sub-Saharan Africa,Bangui,21.6407,5.63056,Low income,IDA
Central African Republic,CF,CAF,2009,,2023-12-18,12.2354898452759,2.36665010452271,1103.4637660212,Sub-Saharan Africa,Bangui,21.6407,5.63056,Low income,IDA
Central African Republic,CF,CAF,2010,,2023-12-18,NA,2.47221994400024,1130.89570808081,Sub-Saharan Africa,Bangui,21.6407,5.63056,Low income,IDA
Central African Republic,CF,CAF,2006,,2023-12-18,NA,1.08526003360748,1011.77750952868,Sub-Saharan Africa,Bangui,21.6407,5.63056,Low income,IDA
Central African Republic,CF,CAF,1997,,2023-12-18,NA,NA,1035.10745821896,Sub-Saharan Africa,Bangui,21.6407,5.63056,Low income,IDA
Central African Republic,CF,CAF,2015,,2023-12-18,NA,NA,795.037018678033,Sub-Saharan Africa,Bangui,21.6407,5.63056,Low income,IDA
Central African Republic,CF,CAF,2016,,2023-12-18,13.6688098907471,NA,818.395995276405,Sub-Saharan Africa,Bangui,21.6407,5.63056,Low income,IDA
Central African Republic,CF,CAF,2017,,2023-12-18,15.42516040802,NA,839.600009452135,Sub-Saharan Africa,Bangui,21.6407,5.63056,Low income,IDA
Central African Republic,CF,CAF,2018,,2023-12-18,NA,NA,854.647491304949,Sub-Saharan Africa,Bangui,21.6407,5.63056,Low income,IDA
Central African Republic,CF,CAF,2019,,2023-12-18,NA,NA,861.766788755873,Sub-Saharan Africa,Bangui,21.6407,5.63056,Low income,IDA
Central African Republic,CF,CAF,1977,,2023-12-18,7.05039978027344,0.358559995889664,NA,Sub-Saharan Africa,Bangui,21.6407,5.63056,Low income,IDA
Central African Republic,CF,CAF,2020,,2023-12-18,NA,NA,847.765012420583,Sub-Saharan Africa,Bangui,21.6407,5.63056,Low income,IDA
Central African Republic,CF,CAF,2021,,2023-12-18,NA,NA,838.192950173093,Sub-Saharan Africa,Bangui,21.6407,5.63056,Low income,IDA
Central African Republic,CF,CAF,2022,,2023-12-18,NA,NA,823.982185329142,Sub-Saharan Africa,Bangui,21.6407,5.63056,Low income,IDA
Central African Republic,CF,CAF,2008,,2023-12-18,NA,2.20260000228882,1038.33528617758,Sub-Saharan Africa,Bangui,21.6407,5.63056,Low income,IDA
Central African Republic,CF,CAF,1994,,2023-12-18,NA,NA,1036.28390122035,Sub-Saharan Africa,Bangui,21.6407,5.63056,Low income,IDA
Central African Republic,CF,CAF,1982,,2023-12-18,14.2774696350098,1.13318002223969,NA,Sub-Saharan Africa,Bangui,21.6407,5.63056,Low income,IDA
Central African Republic,CF,CAF,1983,,2023-12-18,14.3493604660034,0.947520017623901,NA,Sub-Saharan Africa,Bangui,21.6407,5.63056,Low income,IDA
Central African Republic,CF,CAF,1998,,2023-12-18,NA,NA,1054.3129732191,Sub-Saharan Africa,Bangui,21.6407,5.63056,Low income,IDA
Central African Republic,CF,CAF,1999,,2023-12-18,NA,1.97054004669189,1062.29825753147,Sub-Saharan Africa,Bangui,21.6407,5.63056,Low income,IDA
Central African Republic,CF,CAF,2000,,2023-12-18,NA,1.90594005584717,1007.24783442941,Sub-Saharan Africa,Bangui,21.6407,5.63056,Low income,IDA
Central African Republic,CF,CAF,2001,,2023-12-18,11.0858497619629,NA,1028.79140785186,Sub-Saharan Africa,Bangui,21.6407,5.63056,Low income,IDA
Central African Republic,CF,CAF,2014,,2023-12-18,NA,NA,765.259553983357,Sub-Saharan Africa,Bangui,21.6407,5.63056,Low income,IDA
Central African Republic,CF,CAF,1989,,2023-12-18,11.3337202072144,1.22747004032135,NA,Sub-Saharan Africa,Bangui,21.6407,5.63056,Low income,IDA
Central African Republic,CF,CAF,1990,,2023-12-18,12.0012397766113,1.36046004295349,1200.61339024031,Sub-Saharan Africa,Bangui,21.6407,5.63056,Low income,IDA
Central African Republic,CF,CAF,1991,,2023-12-18,12.0790004730225,1.4694299697876,1157.38166280191,Sub-Saharan Africa,Bangui,21.6407,5.63056,Low income,IDA
Central African Republic,CF,CAF,1992,,2023-12-18,10.010479927063,1.38154995441437,1049.11941485628,Sub-Saharan Africa,Bangui,21.6407,5.63056,Low income,IDA
Central African Republic,CF,CAF,1993,,2023-12-18,NA,NA,1019.44100626915,Sub-Saharan Africa,Bangui,21.6407,5.63056,Low income,IDA
Central African Republic,CF,CAF,2011,,2023-12-18,15.8301095962524,2.89123010635376,1160.41474143552,Sub-Saharan Africa,Bangui,21.6407,5.63056,Low income,IDA
Central African Republic,CF,CAF,1995,,2023-12-18,NA,NA,1080.77006109473,Sub-Saharan Africa,Bangui,21.6407,5.63056,Low income,IDA
Central African Republic,CF,CAF,1996,,2023-12-18,NA,NA,1010.74388874746,Sub-Saharan Africa,Bangui,21.6407,5.63056,Low income,IDA
Central African Republic,CF,CAF,1984,,2023-12-18,NA,1.04200005531311,NA,Sub-Saharan Africa,Bangui,21.6407,5.63056,Low income,IDA
Central African Republic,CF,CAF,2012,,2023-12-18,15.5503301620483,2.72516989707947,1208.51577049925,Sub-Saharan Africa,Bangui,21.6407,5.63056,Low income,IDA
Central African Republic,CF,CAF,2013,,2023-12-18,NA,NA,764.051500246645,Sub-Saharan Africa,Bangui,21.6407,5.63056,Low income,IDA
Central African Republic,CF,CAF,1988,,2023-12-18,11.6631097793579,1.11845004558563,NA,Sub-Saharan Africa,Bangui,21.6407,5.63056,Low income,IDA
Central African Republic,CF,CAF,1985,,2023-12-18,14.7692499160767,1.0731600522995,NA,Sub-Saharan Africa,Bangui,21.6407,5.63056,Low income,IDA
Central African Republic,CF,CAF,1986,,2023-12-18,14.9846496582031,1.11079001426697,NA,Sub-Saharan Africa,Bangui,21.6407,5.63056,Low income,IDA
Central African Republic,CF,CAF,1987,,2023-12-18,12.7756595611572,1.01119005680084,NA,Sub-Saharan Africa,Bangui,21.6407,5.63056,Low income,IDA
Central Europe and the Baltics,B8,CEB,1988,,2023-12-18,91.8044128417969,16.667200088501,NA,Aggregates,,,,Aggregates,Aggregates
Central Europe and the Baltics,B8,CEB,1981,,2023-12-18,88.8527374267578,17.2540702819824,NA,Aggregates,,,,Aggregates,Aggregates
Central Europe and the Baltics,B8,CEB,1985,,2023-12-18,90.451042175293,16.657190322876,NA,Aggregates,,,,Aggregates,Aggregates
Central Europe and the Baltics,B8,CEB,1982,,2023-12-18,89.3685607910156,17.1239204406738,NA,Aggregates,,,,Aggregates,Aggregates
Central Europe and the Baltics,B8,CEB,1983,,2023-12-18,89.5621490478516,16.6624298095703,NA,Aggregates,,,,Aggregates,Aggregates
Central Europe and the Baltics,B8,CEB,1984,,2023-12-18,89.7598876953125,16.6184902191162,NA,Aggregates,,,,Aggregates,Aggregates
Central Europe and the Baltics,B8,CEB,1976,,2023-12-18,85.5099105834961,14.9183197021484,NA,Aggregates,,,,Aggregates,Aggregates
Central Europe and the Baltics,B8,CEB,1986,,2023-12-18,90.9287185668945,16.8982906341553,NA,Aggregates,,,,Aggregates,Aggregates
Central Europe and the Baltics,B8,CEB,1989,,2023-12-18,91.8026428222656,17.1705493927002,NA,Aggregates,,,,Aggregates,Aggregates
Central Europe and the Baltics,B8,CEB,1990,,2023-12-18,92.1392822265625,17.2699203491211,13981.9790037397,Aggregates,,,,Aggregates,Aggregates
Central Europe and the Baltics,B8,CEB,2022,,2023-12-18,98.684211730957,66.0926208496094,35819.6565519513,Aggregates,,,,Aggregates,Aggregates
Central Europe and the Baltics,B8,CEB,1995,,2023-12-18,89.1485595703125,24.1481094360352,13847.4885769012,Aggregates,,,,Aggregates,Aggregates
Central Europe and the Baltics,B8,CEB,1996,,2023-12-18,90.3398895263672,27.5452194213867,14507.0290458441,Aggregates,,,,Aggregates,Aggregates
Central Europe and the Baltics,B8,CEB,1997,,2023-12-18,91.0029830932617,30.2564105987549,14790.7464392608,Aggregates,,,,Aggregates,Aggregates
Central Europe and the Baltics,B8,CEB,1998,,2023-12-18,89.832649230957,31.4096698760986,15193.8509418584,Aggregates,,,,Aggregates,Aggregates
Central Europe and the Baltics,B8,CEB,1999,,2023-12-18,90.2479095458984,35.5604095458984,15482.0376720355,Aggregates,,,,Aggregates,Aggregates
Central Europe and the Baltics,B8,CEB,2000,,2023-12-18,91.7182769775391,39.0441093444824,16182.8326879332,Aggregates,,,,Aggregates,Aggregates
Central Europe and the Baltics,B8,CEB,1987,,2023-12-18,91.4481735229492,16.7171401977539,NA,Aggregates,,,,Aggregates,Aggregates
Central Europe and the Baltics,B8,CEB,2001,,2023-12-18,93.685920715332,43.7365989685059,16810.08443401,Aggregates,,,,Aggregates,Aggregates
Central Europe and the Baltics,B8,CEB,2002,,2023-12-18,95.3924789428711,48.0998382568359,17543.1378372289,Aggregates,,,,Aggregates,Aggregates
Central Europe and the Baltics,B8,CEB,2018,,2023-12-18,100.553939819336,64.4177474975586,31383.7962180645,Aggregates,,,,Aggregates,Aggregates
Central Europe and the Baltics,B8,CEB,2019,,2023-12-18,99.7938232421875,64.5567932128906,32665.4025994485,Aggregates,,,,Aggregates,Aggregates
Central Europe and the Baltics,B8,CEB,2020,,2023-12-18,101.516448974609,64.9225692749023,31622.6970225447,Aggregates,,,,Aggregates,Aggregates
Central Europe and the Baltics,B8,CEB,2021,,2023-12-18,98.7198867797852,66.0024032592773,33926.9309946519,Aggregates,,,,Aggregates,Aggregates
Central Europe and the Baltics,B8,CEB,1980,,2023-12-18,87.8701095581055,16.9911594390869,NA,Aggregates,,,,Aggregates,Aggregates
Central Europe and the Baltics,B8,CEB,2008,,2023-12-18,97.9197769165039,67.3869400024414,24445.8943406443,Aggregates,,,,Aggregates,Aggregates
Central Europe and the Baltics,B8,CEB,2009,,2023-12-18,99.6371917724609,70.2541809082031,23663.0928388787,Aggregates,,,,Aggregates,Aggregates
Central Europe and the Baltics,B8,CEB,2010,,2023-12-18,100.191871643066,71.1350479125977,24037.6917293156,Aggregates,,,,Aggregates,Aggregates
Central Europe and the Baltics,B8,CEB,2011,,2023-12-18,100.422470092773,69.3709411621094,24958.7093582139,Aggregates,,,,Aggregates,Aggregates
Central Europe and the Baltics,B8,CEB,2012,,2023-12-18,99.4695129394531,67.079719543457,25237.9285542862,Aggregates,,,,Aggregates,Aggregates
Central Europe and the Baltics,B8,CEB,2013,,2023-12-18,104.618919372559,65.5616607666016,25457.6501306588,Aggregates,,,,Aggregates,Aggregates
Central Europe and the Baltics,B8,CEB,2014,,2023-12-18,103.39811706543,64.1404571533203,26339.4808827834,Aggregates,,,,Aggregates,Aggregates
Central Europe and the Baltics,B8,CEB,2015,,2023-12-18,102.065467834473,63.3001098632812,27454.1008792505,Aggregates,,,,Aggregates,Aggregates
Central Europe and the Baltics,B8,CEB,2003,,2023-12-18,96.8520965576172,51.3495407104492,18305.6155085284,Aggregates,,,,Aggregates,Aggregates
Central Europe and the Baltics,B8,CEB,1991,,2023-12-18,88.9228820800781,18.1602191925049,12634.3212631971,Aggregates,,,,Aggregates,Aggregates
Central Europe and the Baltics,B8,CEB,1992,,2023-12-18,86.4084777832031,18.3863506317139,12376.5134161123,Aggregates,,,,Aggregates,Aggregates
Central Europe and the Baltics,B8,CEB,1993,,2023-12-18,87.9135131835938,19.8606491088867,12572.233341825,Aggregates,,,,Aggregates,Aggregates
Central Europe and the Baltics,B8,CEB,1994,,2023-12-18,88.7460174560547,22.2062206268311,13084.3218099758,Aggregates,,,,Aggregates,Aggregates
Central Europe and the Baltics,B8,CEB,1966,,2023-12-18,NA,NA,NA,Aggregates,,,,Aggregates,Aggregates
Central Europe and the Baltics,B8,CEB,1967,,2023-12-18,NA,NA,NA,Aggregates,,,,Aggregates,Aggregates
Central Europe and the Baltics,B8,CEB,1968,,2023-12-18,NA,NA,NA,Aggregates,,,,Aggregates,Aggregates
Central Europe and the Baltics,B8,CEB,1969,,2023-12-18,NA,NA,NA,Aggregates,,,,Aggregates,Aggregates
Central Europe and the Baltics,B8,CEB,1970,,2023-12-18,79.9530715942383,12.5665502548218,NA,Aggregates,,,,Aggregates,Aggregates
Central Europe and the Baltics,B8,CEB,1971,,2023-12-18,79.9729309082031,12.5657796859741,NA,Aggregates,,,,Aggregates,Aggregates
Central Europe and the Baltics,B8,CEB,1972,,2023-12-18,80.81884765625,12.435079574585,NA,Aggregates,,,,Aggregates,Aggregates
Central Europe and the Baltics,B8,CEB,1960,,2023-12-18,NA,NA,NA,Aggregates,,,,Aggregates,Aggregates
Central Europe and the Baltics,B8,CEB,2016,,2023-12-18,101.0078125,63.4850883483887,28285.2422385467,Aggregates,,,,Aggregates,Aggregates
Central Europe and the Baltics,B8,CEB,2004,,2023-12-18,93.5607299804688,54.1558990478516,19458.456110698,Aggregates,,,,Aggregates,Aggregates
Central Europe and the Baltics,B8,CEB,2005,,2023-12-18,94.5363311767578,57.1708488464355,20482.3344301313,Aggregates,,,,Aggregates,Aggregates
Central Europe and the Baltics,B8,CEB,2006,,2023-12-18,95.9758377075195,60.1693496704102,21890.3511668123,Aggregates,,,,Aggregates,Aggregates
Central Europe and the Baltics,B8,CEB,2007,,2023-12-18,95.5906982421875,63.0290489196777,23379.4791567785,Aggregates,,,,Aggregates,Aggregates
Central Europe and the Baltics,B8,CEB,1961,,2023-12-18,NA,NA,NA,Aggregates,,,,Aggregates,Aggregates
Central Europe and the Baltics,B8,CEB,2017,,2023-12-18,100.81867980957,64.0125579833984,29831.6804303224,Aggregates,,,,Aggregates,Aggregates
Central Europe and the Baltics,B8,CEB,1977,,2023-12-18,86.5781021118164,15.783109664917,NA,Aggregates,,,,Aggregates,Aggregates
Central Europe and the Baltics,B8,CEB,1973,,2023-12-18,82.3554916381836,12.7468099594116,NA,Aggregates,,,,Aggregates,Aggregates
Central Europe and the Baltics,B8,CEB,1979,,2023-12-18,87.5014266967773,16.713249206543,NA,Aggregates,,,,Aggregates,Aggregates
Central Europe and the Baltics,B8,CEB,1974,,2023-12-18,83.4986114501953,13.3716201782227,NA,Aggregates,,,,Aggregates,Aggregates
Central Europe and the Baltics,B8,CEB,1962,,2023-12-18,NA,NA,NA,Aggregates,,,,Aggregates,Aggregates
Central Europe and the Baltics,B8,CEB,1978,,2023-12-18,87.1222381591797,16.4410991668701,NA,Aggregates,,,,Aggregates,Aggregates
Central Europe and the Baltics,B8,CEB,1964,,2023-12-18,NA,NA,NA,Aggregates,,,,Aggregates,Aggregates
Central Europe and the Baltics,B8,CEB,1965,,2023-12-18,NA,NA,NA,Aggregates,,,,Aggregates,Aggregates
Central Europe and the Baltics,B8,CEB,1963,,2023-12-18,NA,NA,NA,Aggregates,,,,Aggregates,Aggregates
Central Europe and the Baltics,B8,CEB,1975,,2023-12-18,84.9101181030273,14.0538101196289,NA,Aggregates,,,,Aggregates,Aggregates
Chad,TD,TCD,1963,,2023-12-18,NA,NA,NA,Sub-Saharan Africa,N'Djamena,15.0445,12.1048,Low income,IDA
Chad,TD,TCD,1961,,2023-12-18,NA,NA,NA,Sub-Saharan Africa,N'Djamena,15.0445,12.1048,Low income,IDA
Chad,TD,TCD,1962,,2023-12-18,NA,NA,NA,Sub-Saharan Africa,N'Djamena,15.0445,12.1048,Low income,IDA
Chad,TD,TCD,1968,,2023-12-18,NA,NA,NA,Sub-Saharan Africa,N'Djamena,15.0445,12.1048,Low income,IDA
Chad,TD,TCD,1965,,2023-12-18,NA,NA,NA,Sub-Saharan Africa,N'Djamena,15.0445,12.1048,Low income,IDA
Chad,TD,TCD,1966,,2023-12-18,NA,NA,NA,Sub-Saharan Africa,N'Djamena,15.0445,12.1048,Low income,IDA
Chad,TD,TCD,1973,,2023-12-18,NA,0.0728600025177002,NA,Sub-Saharan Africa,N'Djamena,15.0445,12.1048,Low income,IDA
Chad,TD,TCD,1964,,2023-12-18,NA,NA,NA,Sub-Saharan Africa,N'Djamena,15.0445,12.1048,Low income,IDA
Chad,TD,TCD,1976,,2023-12-18,2.64476990699768,0.150590002536774,NA,Sub-Saharan Africa,N'Djamena,15.0445,12.1048,Low income,IDA
Chad,TD,TCD,1972,,2023-12-18,2.03959989547729,0.0143299996852875,NA,Sub-Saharan Africa,N'Djamena,15.0445,12.1048,Low income,IDA
Chad,TD,TCD,1978,,2023-12-18,NA,NA,NA,Sub-Saharan Africa,N'Djamena,15.0445,12.1048,Low income,IDA
Chad,TD,TCD,1975,,2023-12-18,2.33644008636475,0.117210000753403,NA,Sub-Saharan Africa,N'Djamena,15.0445,12.1048,Low income,IDA
Chad,TD,TCD,1969,,2023-12-18,NA,NA,NA,Sub-Saharan Africa,N'Djamena,15.0445,12.1048,Low income,IDA
Chad,TD,TCD,1977,,2023-12-18,3.09759998321533,0.20600999891758,NA,Sub-Saharan Africa,N'Djamena,15.0445,12.1048,Low income,IDA
Chad,TD,TCD,1960,,2023-12-18,NA,NA,NA,Sub-Saharan Africa,N'Djamena,15.0445,12.1048,Low income,IDA
Chad,TD,TCD,1967,,2023-12-18,NA,NA,NA,Sub-Saharan Africa,N'Djamena,15.0445,12.1048,Low income,IDA
Chad,TD,TCD,2000,,2023-12-18,11.2949104309082,0.817380011081696,907.833513620676,Sub-Saharan Africa,N'Djamena,15.0445,12.1048,Low income,IDA
Chad,TD,TCD,2001,,2023-12-18,13.024640083313,0.842410027980804,980.469762610909,Sub-Saharan Africa,N'Djamena,15.0445,12.1048,Low income,IDA
Chad,TD,TCD,2002,,2023-12-18,13.827130317688,NA,1027.66998521895,Sub-Saharan Africa,N'Djamena,15.0445,12.1048,Low income,IDA
Chad,TD,TCD,1999,,2023-12-18,10.5303297042847,NA,947.703547525468,Sub-Saharan Africa,N'Djamena,15.0445,12.1048,Low income,IDA
Chad,TD,TCD,2004,,2023-12-18,15.658860206604,1.24917995929718,1448.4099900066,Sub-Saharan Africa,N'Djamena,15.0445,12.1048,Low income,IDA
Chad,TD,TCD,2006,,2023-12-18,16.3506393432617,NA,1586.36410518888,Sub-Saharan Africa,N'Djamena,15.0445,12.1048,Low income,IDA
Chad,TD,TCD,2007,,2023-12-18,18.8661098480225,NA,1583.70022758587,Sub-Saharan Africa,N'Djamena,15.0445,12.1048,Low income,IDA
Chad,TD,TCD,2003,,2023-12-18,15.2579402923584,0.973710000514984,1133.06546734895,Sub-Saharan Africa,N'Djamena,15.0445,12.1048,Low income,IDA
Chad,TD,TCD,1994,,2023-12-18,7.31237983703613,NA,987.985613350219,Sub-Saharan Africa,N'Djamena,15.0445,12.1048,Low income,IDA
Chad,TD,TCD,2008,,2023-12-18,21.4617404937744,2.00573992729187,1576.76519728145,Sub-Saharan Africa,N'Djamena,15.0445,12.1048,Low income,IDA
Chad,TD,TCD,1970,,2023-12-18,NA,NA,NA,Sub-Saharan Africa,N'Djamena,15.0445,12.1048,Low income,IDA
Chad,TD,TCD,1971,,2023-12-18,1.89187002182007,0,NA,Sub-Saharan Africa,N'Djamena,15.0445,12.1048,Low income,IDA
Chad,TD,TCD,2012,,2023-12-18,22.8527393341064,NA,1769.32492045591,Sub-Saharan Africa,N'Djamena,15.0445,12.1048,Low income,IDA
Chad,TD,TCD,2013,,2023-12-18,25.3763904571533,NA,1804.82313259821,Sub-Saharan Africa,N'Djamena,15.0445,12.1048,Low income,IDA
Chad,TD,TCD,1974,,2023-12-18,2.13950991630554,0.172409996390343,NA,Sub-Saharan Africa,N'Djamena,15.0445,12.1048,Low income,IDA
Chad,TD,TCD,2014,,2023-12-18,23.6399192810059,3.49959993362427,1861.6929035836,Sub-Saharan Africa,N'Djamena,15.0445,12.1048,Low income,IDA
Chad,TD,TCD,2015,,2023-12-18,23.0286598205566,3.33451008796692,1853.25936456204,Sub-Saharan Africa,N'Djamena,15.0445,12.1048,Low income,IDA
Chad,TD,TCD,2016,,2023-12-18,23.3515090942383,NA,1683.47808848358,Sub-Saharan Africa,N'Djamena,15.0445,12.1048,Low income,IDA
Chad,TD,TCD,2005,,2023-12-18,15.9912204742432,1.45950996875763,1632.95423350515,Sub-Saharan Africa,N'Djamena,15.0445,12.1048,Low income,IDA
Chad,TD,TCD,1991,,2023-12-18,NA,NA,1075.18408664169,Sub-Saharan Africa,N'Djamena,15.0445,12.1048,Low income,IDA
Chad,TD,TCD,1979,,2023-12-18,NA,NA,NA,Sub-Saharan Africa,N'Djamena,15.0445,12.1048,Low income,IDA
Chad,TD,TCD,1980,,2023-12-18,NA,NA,NA,Sub-Saharan Africa,N'Djamena,15.0445,12.1048,Low income,IDA
Chad,TD,TCD,1995,,2023-12-18,8.37732982635498,NA,957.24650996256,Sub-Saharan Africa,N'Djamena,15.0445,12.1048,Low income,IDA
Chad,TD,TCD,1996,,2023-12-18,8.6713399887085,0.5173299908638,936.123706359766,Sub-Saharan Africa,N'Djamena,15.0445,12.1048,Low income,IDA
Chad,TD,TCD,1997,,2023-12-18,9.01115989685059,0.558440029621124,955.783478291373,Sub-Saharan Africa,N'Djamena,15.0445,12.1048,Low income,IDA
Chad,TD,TCD,1998,,2023-12-18,9.92529964447021,0.692219972610474,987.982878446301,Sub-Saharan Africa,N'Djamena,15.0445,12.1048,Low income,IDA
Chad,TD,TCD,2011,,2023-12-18,23.5767993927002,2.28011989593506,1682.65774621558,Sub-Saharan Africa,N'Djamena,15.0445,12.1048,Low income,IDA
Chad,TD,TCD,1986,,2023-12-18,NA,NA,NA,Sub-Saharan Africa,N'Djamena,15.0445,12.1048,Low income,IDA
Chad,TD,TCD,1987,,2023-12-18,5.22920989990234,NA,NA,Sub-Saharan Africa,N'Djamena,15.0445,12.1048,Low income,IDA
Chad,TD,TCD,1988,,2023-12-18,NA,NA,NA,Sub-Saharan Africa,N'Djamena,15.0445,12.1048,Low income,IDA
Chad,TD,TCD,1989,,2023-12-18,5.41996002197266,0.5903400182724,NA,Sub-Saharan Africa,N'Djamena,15.0445,12.1048,Low income,IDA
Chad,TD,TCD,1990,,2023-12-18,6.23262977600098,NA,1027.24442257679,Sub-Saharan Africa,N'Djamena,15.0445,12.1048,Low income,IDA
Chad,TD,TCD,1982,,2023-12-18,NA,NA,NA,Sub-Saharan Africa,N'Djamena,15.0445,12.1048,Low income,IDA
Chad,TD,TCD,1992,,2023-12-18,NA,NA,1113.22169971605,Sub-Saharan Africa,N'Djamena,15.0445,12.1048,Low income,IDA
Chad,TD,TCD,1993,,2023-12-18,NA,NA,917.184861097219,Sub-Saharan Africa,N'Djamena,15.0445,12.1048,Low income,IDA
Chad,TD,TCD,1981,,2023-12-18,NA,NA,NA,Sub-Saharan Africa,N'Djamena,15.0445,12.1048,Low income,IDA
Chad,TD,TCD,2022,,2023-12-18,NA,NA,1412.67071848127,Sub-Saharan Africa,N'Djamena,15.0445,12.1048,Low income,IDA
Chad,TD,TCD,2009,,2023-12-18,23.4939804077148,2.07354998588562,1586.45444016882,Sub-Saharan Africa,N'Djamena,15.0445,12.1048,Low income,IDA
Chad,TD,TCD,2010,,2023-12-18,23.105260848999,2.157870054245,1741.0539976033,Sub-Saharan Africa,N'Djamena,15.0445,12.1048,Low income,IDA
Chad,TD,TCD,1985,,2023-12-18,5.8289098739624,0.381190001964569,NA,Sub-Saharan Africa,N'Djamena,15.0445,12.1048,Low income,IDA
Chad,TD,TCD,2017,,2023-12-18,21.3540096282959,NA,1579.76060047631,Sub-Saharan Africa,N'Djamena,15.0445,12.1048,Low income,IDA
