country,iso2c,iso3c,year,status,lastupdated,life_expectancy,fertility_rate,population,region,capital,longitude,latitude,income,lending
Faroe Islands,FO,FRO,1963,,2023-10-26,NA,NA,35385,Europe & Central Asia,Torshavn,-6.91181,61.8926,High income,Not classified
Faroe Islands,FO,FRO,1964,,2023-10-26,NA,NA,35841,Europe & Central Asia,Torshavn,-6.91181,61.8926,High income,Not classified
Faroe Islands,FO,FRO,2006,,2023-10-26,79.6390243902439,2.503,48313,Europe & Central Asia,Torshavn,-6.91181,61.8926,High income,Not classified
Faroe Islands,FO,FRO,1962,,2023-10-26,NA,NA,34963,Europe & Central Asia,Torshavn,-6.91181,61.8926,High income,Not classified
Faroe Islands,FO,FRO,1997,,2023-10-26,77.8219512195122,2.514,44495,Europe & Central Asia,Torshavn,-6.91181,61.8926,High income,Not classified
Faroe Islands,FO,FRO,1968,,2023-10-26,NA,NA,37630,Europe & Central Asia,Torshavn,-6.91181,61.8926,High income,Not classified
Faroe Islands,FO,FRO,1969,,2023-10-26,NA,NA,38011,Europe & Central Asia,Torshavn,-6.91181,61.8926,High income,Not classified
Faroe Islands,FO,FRO,1970,,2023-10-26,NA,3.418,38416,Europe & Central Asia,Torshavn,-6.91181,61.8926,High income,Not classified
Faroe Islands,FO,FRO,1971,,2023-10-26,NA,3.215,38861,Europe & Central Asia,Torshavn,-6.91181,61.8926,High income,Not classified
Faroe Islands,FO,FRO,2016,,2023-10-26,82.0439024390244,2.625,49500,Europe & Central Asia,Torshavn,-6.91181,61.8926,High income,Not classified
Faroe Islands,FO,FRO,2017,,2023-10-26,82.3439024390244,2.479,50230,Europe & Central Asia,Torshavn,-6.91181,61.8926,High income,Not classified
Faroe Islands,FO,FRO,1960,,2023-10-26,NA,NA,34154,Europe & Central Asia,Torshavn,-6.91181,61.8926,High income,Not classified
Faroe Islands,FO,FRO,1974,,2023-10-26,NA,3.065,40189,Europe & Central Asia,Torshavn,-6.91181,61.8926,High income,Not classified
Faroe Islands,FO,FRO,1975,,2023-10-26,NA,2.902,40626,Europe & Central Asia,Torshavn,-6.91181,61.8926,High income,Not classified
Faroe Islands,FO,FRO,1991,,2023-10-26,76.3634146341464,2.628,46810,Europe & Central Asia,Torshavn,-6.91181,61.8926,High income,Not classified
Faroe Islands,FO,FRO,1990,,2023-10-26,76.1146341463415,2.798,47479,Europe & Central Asia,Torshavn,-6.91181,61.8926,High income,Not classified
Faroe Islands,FO,FRO,1965,,2023-10-26,NA,NA,36346,Europe & Central Asia,Torshavn,-6.91181,61.8926,High income,Not classified
Faroe Islands,FO,FRO,1994,,2023-10-26,77.1658536585366,2.392,44131,Europe & Central Asia,Torshavn,-6.91181,61.8926,High income,Not classified
Faroe Islands,FO,FRO,1995,,2023-10-26,77.3658536585366,2.456,43805,Europe & Central Asia,Torshavn,-6.91181,61.8926,High income,Not classified
Faroe Islands,FO,FRO,1996,,2023-10-26,77.5682926829268,2.584,44138,Europe & Central Asia,Torshavn,-6.91181,61.8926,High income,Not classified
Faroe Islands,FO,FRO,2009,,2023-10-26,80.3853658536585,2.375,48429,Europe & Central Asia,Torshavn,-6.91181,61.8926,High income,Not classified
Faroe Islands,FO,FRO,2010,,2023-10-26,80.6365853658537,2.514,48410,Europe & Central Asia,Torshavn,-6.91181,61.8926,High income,Not classified
Faroe Islands,FO,FRO,2011,,2023-10-26,80.9390243902439,2.311,48386,Europe & Central Asia,Torshavn,-6.91181,61.8926,High income,Not classified
Faroe Islands,FO,FRO,1972,,2023-10-26,NA,3.256,39304,Europe & Central Asia,Torshavn,-6.91181,61.8926,High income,Not classified
Faroe Islands,FO,FRO,1973,,2023-10-26,74.4975609756098,3.22,39746,Europe & Central Asia,Torshavn,-6.91181,61.8926,High income,Not classified
Faroe Islands,FO,FRO,1987,,2023-10-26,75.4658536585366,2.362,46477,Europe & Central Asia,Torshavn,-6.91181,61.8926,High income,Not classified
Faroe Islands,FO,FRO,1988,,2023-10-26,75.7146341463415,2.572,46959,Europe & Central Asia,Torshavn,-6.91181,61.8926,High income,Not classified
Faroe Islands,FO,FRO,1989,,2023-10-26,75.9146341463415,2.706,47490,Europe & Central Asia,Torshavn,-6.91181,61.8926,High income,Not classified
Faroe Islands,FO,FRO,1976,,2023-10-26,NA,2.738,41054,Europe & Central Asia,Torshavn,-6.91181,61.8926,High income,Not classified
Faroe Islands,FO,FRO,1977,,2023-10-26,NA,2.684,41481,Europe & Central Asia,Torshavn,-6.91181,61.8926,High income,Not classified
Faroe Islands,FO,FRO,1966,,2023-10-26,NA,NA,36825,Europe & Central Asia,Torshavn,-6.91181,61.8926,High income,Not classified
Faroe Islands,FO,FRO,1967,,2023-10-26,NA,NA,37234,Europe & Central Asia,Torshavn,-6.91181,61.8926,High income,Not classified
Faroe Islands,FO,FRO,2008,,2023-10-26,80.0853658536585,2.579,48411,Europe & Central Asia,Torshavn,-6.91181,61.8926,High income,Not classified
Faroe Islands,FO,FRO,1981,,2023-10-26,NA,2.467,43613,Europe & Central Asia,Torshavn,-6.91181,61.8926,High income,Not classified
Faroe Islands,FO,FRO,1982,,2023-10-26,NA,2.348,44164,Europe & Central Asia,Torshavn,-6.91181,61.8926,High income,Not classified
Faroe Islands,FO,FRO,1983,,2023-10-26,NA,2.161,44669,Europe & Central Asia,Torshavn,-6.91181,61.8926,High income,Not classified
Faroe Islands,FO,FRO,1984,,2023-10-26,NA,2.167,45135,Europe & Central Asia,Torshavn,-6.91181,61.8926,High income,Not classified
Faroe Islands,FO,FRO,1986,,2023-10-26,75.2658536585366,2.41,46011,Europe & Central Asia,Torshavn,-6.91181,61.8926,High income,Not classified
Faroe Islands,FO,FRO,2013,,2023-10-26,81.4414634146341,2.537,48418,Europe & Central Asia,Torshavn,-6.91181,61.8926,High income,Not classified
Faroe Islands,FO,FRO,2014,,2023-10-26,81.5926829268293,2.563,48465,Europe & Central Asia,Torshavn,-6.91181,61.8926,High income,Not classified
Faroe Islands,FO,FRO,1979,,2023-10-26,NA,2.696,42506,Europe & Central Asia,Torshavn,-6.91181,61.8926,High income,Not classified
Faroe Islands,FO,FRO,2007,,2023-10-26,79.9878048780488,2.566,48361,Europe & Central Asia,Torshavn,-6.91181,61.8926,High income,Not classified
Faroe Islands,FO,FRO,2020,,2023-10-26,83.1975609756098,2.323,52415,Europe & Central Asia,Torshavn,-6.91181,61.8926,High income,Not classified
Faroe Islands,FO,FRO,1978,,2023-10-26,75.9853658536585,2.597,41965,Europe & Central Asia,Torshavn,-6.91181,61.8926,High income,Not classified
Faroe Islands,FO,FRO,2022,,2023-10-26,NA,NA,53090,Europe & Central Asia,Torshavn,-6.91181,61.8926,High income,Not classified
Faroe Islands,FO,FRO,2012,,2023-10-26,81.190243902439,2.572,48392,Europe & Central Asia,Torshavn,-6.91181,61.8926,High income,Not classified
Faroe Islands,FO,FRO,2021,,2023-10-26,83.4975609756098,2.293,52889,Europe & Central Asia,Torshavn,-6.91181,61.8926,High income,Not classified
Faroe Islands,FO,FRO,1980,,2023-10-26,NA,2.463,43054,Europe & Central Asia,Torshavn,-6.91181,61.8926,High income,Not classified
Faroe Islands,FO,FRO,1985,,2023-10-26,NA,2.281,45575,Europe & Central Asia,Torshavn,-6.91181,61.8926,High income,Not classified
Faroe Islands,FO,FRO,2019,,2023-10-26,82.9463414634147,2.408,51681,Europe & Central Asia,Torshavn,-6.91181,61.8926,High income,Not classified
Fiji,FJ,FJI,1968,,2023-10-26,61.772,5.03,505979,East Asia & Pacific,Suva,178.399,-18.1149,Upper middle income,Blend
Fiji,FJ,FJI,1980,,2023-10-26,62.734,3.98,644582,East Asia & Pacific,Suva,178.399,-18.1149,Upper middle income,Blend
Fiji,FJ,FJI,1976,,2023-10-26,61.975,4.092,586607,East Asia & Pacific,Suva,178.399,-18.1149,Upper middle income,Blend
Fiji,FJ,FJI,1979,,2023-10-26,62.941,4.033,628859,East Asia & Pacific,Suva,178.399,-18.1149,Upper middle income,Blend
Fiji,FJ,FJI,2020,,2023-10-26,67.924,2.495,920422,East Asia & Pacific,Suva,178.399,-18.1149,Upper middle income,Blend
Fiji,FJ,FJI,1969,,2023-10-26,61.538,4.836,516952,East Asia & Pacific,Suva,178.399,-18.1149,Upper middle income,Blend
Fiji,FJ,FJI,2007,,2023-10-26,66.826,2.886,890648,East Asia & Pacific,Suva,178.399,-18.1149,Upper middle income,Blend
Fiji,FJ,FJI,1970,,2023-10-26,61.713,4.659,527634,East Asia & Pacific,Suva,178.399,-18.1149,Upper middle income,Blend
Fiji,FJ,FJI,1981,,2023-10-26,62.729,3.924,660630,East Asia & Pacific,Suva,178.399,-18.1149,Upper middle income,Blend
Fiji,FJ,FJI,1978,,2023-10-26,62.527,4.048,613611,East Asia & Pacific,Suva,178.399,-18.1149,Upper middle income,Blend
Fiji,FJ,FJI,1974,,2023-10-26,61.686,4.069,566296,East Asia & Pacific,Suva,178.399,-18.1149,Upper middle income,Blend
Fiji,FJ,FJI,1975,,2023-10-26,61.852,4.097,575804,East Asia & Pacific,Suva,178.399,-18.1149,Upper middle income,Blend
Fiji,FJ,FJI,2012,,2023-10-26,67.552,2.666,911059,East Asia & Pacific,Suva,178.399,-18.1149,Upper middle income,Blend
Fiji,FJ,FJI,2006,,2023-10-26,66.855,2.911,883083,East Asia & Pacific,Suva,178.399,-18.1149,Upper middle income,Blend
Fiji,FJ,FJI,1977,,2023-10-26,62.273,4.069,599289,East Asia & Pacific,Suva,178.399,-18.1149,Upper middle income,Blend
Fiji,FJ,FJI,2019,,2023-10-26,67.893,2.519,918465,East Asia & Pacific,Suva,178.399,-18.1149,Upper middle income,Blend
Fiji,FJ,FJI,1988,,2023-10-26,65.149,3.457,764370,East Asia & Pacific,Suva,178.399,-18.1149,Upper middle income,Blend
Fiji,FJ,FJI,1973,,2023-10-26,61.022,4.158,557244,East Asia & Pacific,Suva,178.399,-18.1149,Upper middle income,Blend
Fiji,FJ,FJI,2022,,2023-10-26,NA,NA,929766,East Asia & Pacific,Suva,178.399,-18.1149,Upper middle income,Blend
Fiji,FJ,FJI,2005,,2023-10-26,66.632,2.885,874923,East Asia & Pacific,Suva,178.399,-18.1149,Upper middle income,Blend
Fiji,FJ,FJI,1990,,2023-10-26,65.508,3.414,780430,East Asia & Pacific,Suva,178.399,-18.1149,Upper middle income,Blend
Fiji,FJ,FJI,2021,,2023-10-26,67.114,2.475,924610,East Asia & Pacific,Suva,178.399,-18.1149,Upper middle income,Blend
Fiji,FJ,FJI,1972,,2023-10-26,61.784,4.298,547918,East Asia & Pacific,Suva,178.399,-18.1149,Upper middle income,Blend
Fiji,FJ,FJI,2010,,2023-10-26,67.328,2.746,905169,East Asia & Pacific,Suva,178.399,-18.1149,Upper middle income,Blend
Fiji,FJ,FJI,2011,,2023-10-26,67.523,2.685,908355,East Asia & Pacific,Suva,178.399,-18.1149,Upper middle income,Blend
Fiji,FJ,FJI,1987,,2023-10-26,64.936,3.497,754778,East Asia & Pacific,Suva,178.399,-18.1149,Upper middle income,Blend
Fiji,FJ,FJI,2013,,2023-10-26,67.428,2.662,913453,East Asia & Pacific,Suva,178.399,-18.1149,Upper middle income,Blend
Fiji,FJ,FJI,1963,,2023-10-26,59.552,5.958,441385,East Asia & Pacific,Suva,178.399,-18.1149,Upper middle income,Blend
Fiji,FJ,FJI,1964,,2023-10-26,60.219,5.824,455214,East Asia & Pacific,Suva,178.399,-18.1149,Upper middle income,Blend
Fiji,FJ,FJI,1965,,2023-10-26,60.805,5.64,469010,East Asia & Pacific,Suva,178.399,-18.1149,Upper middle income,Blend
Fiji,FJ,FJI,1966,,2023-10-26,61.154,5.447,482358,East Asia & Pacific,Suva,178.399,-18.1149,Upper middle income,Blend
Fiji,FJ,FJI,1967,,2023-10-26,61.576,5.238,494632,East Asia & Pacific,Suva,178.399,-18.1149,Upper middle income,Blend
Fiji,FJ,FJI,2018,,2023-10-26,67.81,2.53,918996,East Asia & Pacific,Suva,178.399,-18.1149,Upper middle income,Blend
Fiji,FJ,FJI,1986,,2023-10-26,64.715,3.535,742658,East Asia & Pacific,Suva,178.399,-18.1149,Upper middle income,Blend
Fiji,FJ,FJI,1971,,2023-10-26,61.796,4.488,538000,East Asia & Pacific,Suva,178.399,-18.1149,Upper middle income,Blend
Fiji,FJ,FJI,1984,,2023-10-26,63.892,3.722,710561,East Asia & Pacific,Suva,178.399,-18.1149,Upper middle income,Blend
Fiji,FJ,FJI,1985,,2023-10-26,64.526,3.624,727461,East Asia & Pacific,Suva,178.399,-18.1149,Upper middle income,Blend
Fiji,FJ,FJI,2014,,2023-10-26,67.376,2.657,915560,East Asia & Pacific,Suva,178.399,-18.1149,Upper middle income,Blend
Fiji,FJ,FJI,1960,,2023-10-26,57.588,6.461,401841,East Asia & Pacific,Suva,178.399,-18.1149,Upper middle income,Blend
Fiji,FJ,FJI,1961,,2023-10-26,58.199,6.281,414534,East Asia & Pacific,Suva,178.399,-18.1149,Upper middle income,Blend
Fiji,FJ,FJI,1962,,2023-10-26,58.934,6.085,427695,East Asia & Pacific,Suva,178.399,-18.1149,Upper middle income,Blend
Fiji,FJ,FJI,1989,,2023-10-26,65.277,3.427,772704,East Asia & Pacific,Suva,178.399,-18.1149,Upper middle income,Blend
Fiji,FJ,FJI,2015,,2023-10-26,66.844,2.642,917200,East Asia & Pacific,Suva,178.399,-18.1149,Upper middle income,Blend
Fiji,FJ,FJI,2016,,2023-10-26,67.24,2.605,918371,East Asia & Pacific,Suva,178.399,-18.1149,Upper middle income,Blend
Fiji,FJ,FJI,2017,,2023-10-26,67.79,2.557,919019,East Asia & Pacific,Suva,178.399,-18.1149,Upper middle income,Blend
Fiji,FJ,FJI,2009,,2023-10-26,67.089,2.806,901383,East Asia & Pacific,Suva,178.399,-18.1149,Upper middle income,Blend
Fiji,FJ,FJI,1993,,2023-10-26,65.928,3.315,789198,East Asia & Pacific,Suva,178.399,-18.1149,Upper middle income,Blend
Fiji,FJ,FJI,1994,,2023-10-26,66.125,3.273,790803,East Asia & Pacific,Suva,178.399,-18.1149,Upper middle income,Blend
Fiji,FJ,FJI,2008,,2023-10-26,66.935,2.859,896731,East Asia & Pacific,Suva,178.399,-18.1149,Upper middle income,Blend
Fiji,FJ,FJI,1996,,2023-10-26,66.408,3.262,796538,East Asia & Pacific,Suva,178.399,-18.1149,Upper middle income,Blend
Fiji,FJ,FJI,2000,,2023-10-26,66.31,3.026,832509,East Asia & Pacific,Suva,178.399,-18.1149,Upper middle income,Blend
Fiji,FJ,FJI,2001,,2023-10-26,66.34,2.999,841320,East Asia & Pacific,Suva,178.399,-18.1149,Upper middle income,Blend
Fiji,FJ,FJI,1995,,2023-10-26,66.286,3.267,792246,East Asia & Pacific,Suva,178.399,-18.1149,Upper middle income,Blend
Fiji,FJ,FJI,2003,,2023-10-26,66.177,2.956,858306,East Asia & Pacific,Suva,178.399,-18.1149,Upper middle income,Blend
Fiji,FJ,FJI,2004,,2023-10-26,66.424,2.924,866694,East Asia & Pacific,Suva,178.399,-18.1149,Upper middle income,Blend
Fiji,FJ,FJI,1997,,2023-10-26,66.448,3.2,804572,East Asia & Pacific,Suva,178.399,-18.1149,Upper middle income,Blend
Fiji,FJ,FJI,2002,,2023-10-26,65.748,2.976,849891,East Asia & Pacific,Suva,178.399,-18.1149,Upper middle income,Blend
Fiji,FJ,FJI,1982,,2023-10-26,62.793,3.87,676967,East Asia & Pacific,Suva,178.399,-18.1149,Upper middle income,Blend
Fiji,FJ,FJI,1983,,2023-10-26,63.29,3.799,693593,East Asia & Pacific,Suva,178.399,-18.1149,Upper middle income,Blend
Fiji,FJ,FJI,1992,,2023-10-26,65.827,3.355,786859,East Asia & Pacific,Suva,178.399,-18.1149,Upper middle income,Blend
Fiji,FJ,FJI,1998,,2023-10-26,66.68,3.128,813947,East Asia & Pacific,Suva,178.399,-18.1149,Upper middle income,Blend
Fiji,FJ,FJI,1999,,2023-10-26,66.763,3.073,823422,East Asia & Pacific,Suva,178.399,-18.1149,Upper middle income,Blend
Fiji,FJ,FJI,1991,,2023-10-26,65.643,3.38,784832,East Asia & Pacific,Suva,178.399,-18.1149,Upper middle income,Blend
Finland,FI,FIN,1991,,2023-10-26,75.2275609756098,1.79,5013740,Europe & Central Asia,Helsinki,24.9525,60.1608,High income,Not classified
Finland,FI,FIN,1961,,2023-10-26,68.8441463414634,2.72,4461005,Europe & Central Asia,Helsinki,24.9525,60.1608,High income,Not classified
Finland,FI,FIN,2004,,2023-10-26,78.7146341463415,1.8,5228172,Europe & Central Asia,Helsinki,24.9525,60.1608,High income,Not classified
Finland,FI,FIN,1990,,2023-10-26,74.8131707317073,1.78,4986431,Europe & Central Asia,Helsinki,24.9525,60.1608,High income,Not classified
Finland,FI,FIN,1960,,2023-10-26,68.819756097561,2.72,4429634,Europe & Central Asia,Helsinki,24.9525,60.1608,High income,Not classified
Finland,FI,FIN,1996,,2023-10-26,76.6934146341464,1.78,5124573,Europe & Central Asia,Helsinki,24.9525,60.1608,High income,Not classified
Finland,FI,FIN,1997,,2023-10-26,76.8785365853659,1.75,5139835,Europe & Central Asia,Helsinki,24.9525,60.1608,High income,Not classified
Finland,FI,FIN,1998,,2023-10-26,77.0907317073171,1.7,5153498,Europe & Central Asia,Helsinki,24.9525,60.1608,High income,Not classified
Finland,FI,FIN,1995,,2023-10-26,76.409512195122,1.81,5107790,Europe & Central Asia,Helsinki,24.9525,60.1608,High income,Not classified
Finland,FI,FIN,1989,,2023-10-26,74.7921951219512,1.71,4964371,Europe & Central Asia,Helsinki,24.9525,60.1608,High income,Not classified
Finland,FI,FIN,1987,,2023-10-26,74.5919512195122,1.59,4932123,Europe & Central Asia,Helsinki,24.9525,60.1608,High income,Not classified
Finland,FI,FIN,2014,,2023-10-26,81.1804878048781,1.71,5461512,Europe & Central Asia,Helsinki,24.9525,60.1608,High income,Not classified
Finland,FI,FIN,2003,,2023-10-26,78.3682926829268,1.76,5213014,Europe & Central Asia,Helsinki,24.9525,60.1608,High income,Not classified
Finland,FI,FIN,1964,,2023-10-26,69.2209756097561,2.59,4548543,Europe & Central Asia,Helsinki,24.9525,60.1608,High income,Not classified
Finland,FI,FIN,1965,,2023-10-26,68.9778048780488,2.48,4563732,Europe & Central Asia,Helsinki,24.9525,60.1608,High income,Not classified
Finland,FI,FIN,1966,,2023-10-26,69.4770731707317,2.41,4580869,Europe & Central Asia,Helsinki,24.9525,60.1608,High income,Not classified
Finland,FI,FIN,1967,,2023-10-26,69.6665853658537,2.32,4605744,Europe & Central Asia,Helsinki,24.9525,60.1608,High income,Not classified
Finland,FI,FIN,1968,,2023-10-26,69.6163414634146,2.14,4626469,Europe & Central Asia,Helsinki,24.9525,60.1608,High income,Not classified
Finland,FI,FIN,1969,,2023-10-26,69.5034146341464,1.93,4623785,Europe & Central Asia,Helsinki,24.9525,60.1608,High income,Not classified
Finland,FI,FIN,2013,,2023-10-26,80.9756097560976,1.75,5438972,Europe & Central Asia,Helsinki,24.9525,60.1608,High income,Not classified
Finland,FI,FIN,2000,,2023-10-26,77.4658536585366,1.73,5176209,Europe & Central Asia,Helsinki,24.9525,60.1608,High income,Not classified
Finland,FI,FIN,2001,,2023-10-26,77.9658536585366,1.73,5188008,Europe & Central Asia,Helsinki,24.9525,60.1608,High income,Not classified
Finland,FI,FIN,2002,,2023-10-26,78.119512195122,1.72,5200598,Europe & Central Asia,Helsinki,24.9525,60.1608,High income,Not classified
Finland,FI,FIN,2016,,2023-10-26,81.4292682926829,1.57,5495303,Europe & Central Asia,Helsinki,24.9525,60.1608,High income,Not classified
Finland,FI,FIN,1988,,2023-10-26,74.5770731707317,1.69,4946481,Europe & Central Asia,Helsinki,24.9525,60.1608,High income,Not classified
Finland,FI,FIN,1992,,2023-10-26,75.4553658536585,1.85,5041992,Europe & Central Asia,Helsinki,24.9525,60.1608,High income,Not classified
Finland,FI,FIN,1993,,2023-10-26,75.7051219512195,1.81,5066447,Europe & Central Asia,Helsinki,24.9525,60.1608,High income,Not classified
Finland,FI,FIN,1994,,2023-10-26,76.3956097560976,1.85,5088333,Europe & Central Asia,Helsinki,24.9525,60.1608,High income,Not classified
Finland,FI,FIN,2007,,2023-10-26,79.2634146341464,1.83,5288720,Europe & Central Asia,Helsinki,24.9525,60.1608,High income,Not classified
Finland,FI,FIN,2008,,2023-10-26,79.5682926829268,1.85,5313399,Europe & Central Asia,Helsinki,24.9525,60.1608,High income,Not classified
Finland,FI,FIN,2009,,2023-10-26,79.719512195122,1.86,5338871,Europe & Central Asia,Helsinki,24.9525,60.1608,High income,Not classified
Finland,FI,FIN,2010,,2023-10-26,79.8707317073171,1.87,5363352,Europe & Central Asia,Helsinki,24.9525,60.1608,High income,Not classified
Finland,FI,FIN,1999,,2023-10-26,77.2912195121951,1.73,5165474,Europe & Central Asia,Helsinki,24.9525,60.1608,High income,Not classified
Finland,FI,FIN,1970,,2023-10-26,70.179512195122,1.83,4606307,Europe & Central Asia,Helsinki,24.9525,60.1608,High income,Not classified
Finland,FI,FIN,1971,,2023-10-26,70.0175609756098,1.68,4612124,Europe & Central Asia,Helsinki,24.9525,60.1608,High income,Not classified
Finland,FI,FIN,2015,,2023-10-26,81.4804878048781,1.65,5479531,Europe & Central Asia,Helsinki,24.9525,60.1608,High income,Not classified
Finland,FI,FIN,1986,,2023-10-26,74.56,1.6,4918154,Europe & Central Asia,Helsinki,24.9525,60.1608,High income,Not classified
Finland,FI,FIN,1973,,2023-10-26,71.2236585365854,1.49,4666081,Europe & Central Asia,Helsinki,24.9525,60.1608,High income,Not classified
Finland,FI,FIN,1962,,2023-10-26,68.5778048780488,2.68,4491443,Europe & Central Asia,Helsinki,24.9525,60.1608,High income,Not classified
Finland,FI,FIN,1963,,2023-10-26,69.0126829268293,2.68,4523309,Europe & Central Asia,Helsinki,24.9525,60.1608,High income,Not classified
Finland,FI,FIN,2006,,2023-10-26,79.2146341463415,1.84,5266268,Europe & Central Asia,Helsinki,24.9525,60.1608,High income,Not classified
Finland,FI,FIN,1977,,2023-10-26,72.350243902439,1.68,4738902,Europe & Central Asia,Helsinki,24.9525,60.1608,High income,Not classified
Finland,FI,FIN,1978,,2023-10-26,72.8970731707317,1.64,4752528,Europe & Central Asia,Helsinki,24.9525,60.1608,High income,Not classified
Finland,FI,FIN,1979,,2023-10-26,73.1553658536586,1.64,4764690,Europe & Central Asia,Helsinki,24.9525,60.1608,High income,Not classified
Finland,FI,FIN,1980,,2023-10-26,73.44,1.63,4779535,Europe & Central Asia,Helsinki,24.9525,60.1608,High income,Not classified
Finland,FI,FIN,2011,,2023-10-26,80.4707317073171,1.83,5388272,Europe & Central Asia,Helsinki,24.9525,60.1608,High income,Not classified
Finland,FI,FIN,1983,,2023-10-26,74.2009756097561,1.74,4855787,Europe & Central Asia,Helsinki,24.9525,60.1608,High income,Not classified
Finland,FI,FIN,1984,,2023-10-26,74.5190243902439,1.69,4881803,Europe & Central Asia,Helsinki,24.9525,60.1608,High income,Not classified
Finland,FI,FIN,1985,,2023-10-26,74.2229268292683,1.64,4902206,Europe & Central Asia,Helsinki,24.9525,60.1608,High income,Not classified
Finland,FI,FIN,1972,,2023-10-26,70.7073170731707,1.58,4639657,Europe & Central Asia,Helsinki,24.9525,60.1608,High income,Not classified
Finland,FI,FIN,2018,,2023-10-26,81.7341463414634,1.41,5515525,Europe & Central Asia,Helsinki,24.9525,60.1608,High income,Not classified
Finland,FI,FIN,1974,,2023-10-26,71.1348780487805,1.61,4690574,Europe & Central Asia,Helsinki,24.9525,60.1608,High income,Not classified
Finland,FI,FIN,1975,,2023-10-26,71.6736585365854,1.68,4711440,Europe & Central Asia,Helsinki,24.9525,60.1608,High income,Not classified
Finland,FI,FIN,2005,,2023-10-26,78.8170731707317,1.8,5246096,Europe & Central Asia,Helsinki,24.9525,60.1608,High income,Not classified
Finland,FI,FIN,1981,,2023-10-26,73.7465853658537,1.64,4799964,Europe & Central Asia,Helsinki,24.9525,60.1608,High income,Not classified
Finland,FI,FIN,2019,,2023-10-26,81.9829268292683,1.35,5521606,Europe & Central Asia,Helsinki,24.9525,60.1608,High income,Not classified
Finland,FI,FIN,2020,,2023-10-26,81.9317073170732,1.37,5529543,Europe & Central Asia,Helsinki,24.9525,60.1608,High income,Not classified
Finland,FI,FIN,2021,,2023-10-26,81.9341463414634,1.46,5541017,Europe & Central Asia,Helsinki,24.9525,60.1608,High income,Not classified
Finland,FI,FIN,1976,,2023-10-26,71.8129268292683,1.7,4725664,Europe & Central Asia,Helsinki,24.9525,60.1608,High income,Not classified
Finland,FI,FIN,1982,,2023-10-26,74.2980487804878,1.71,4826933,Europe & Central Asia,Helsinki,24.9525,60.1608,High income,Not classified
Finland,FI,FIN,2012,,2023-10-26,80.6268292682927,1.8,5413971,Europe & Central Asia,Helsinki,24.9525,60.1608,High income,Not classified
Finland,FI,FIN,2022,,2023-10-26,NA,NA,5556880,Europe & Central Asia,Helsinki,24.9525,60.1608,High income,Not classified
Finland,FI,FIN,2017,,2023-10-26,81.6317073170732,1.49,5508214,Europe & Central Asia,Helsinki,24.9525,60.1608,High income,Not classified
Fragile and conflict affected situations,F1,FCS,1977,,2023-10-26,51.4758342353502,5.86936930573068,359057264,Aggregates,,,,Aggregates,Aggregates
Fragile and conflict affected situations,F1,FCS,1980,,2023-10-26,52.073318538897,5.87788738276029,384851768,Aggregates,,,,Aggregates,Aggregates
Fragile and conflict affected situations,F1,FCS,1967,,2023-10-26,48.0138422852996,5.74622267986688,285348867,Aggregates,,,,Aggregates,Aggregates
Fragile and conflict affected situations,F1,FCS,1968,,2023-10-26,48.4391516089033,5.75836116170246,291730814,Aggregates,,,,Aggregates,Aggregates
Fragile and conflict affected situations,F1,FCS,1979,,2023-10-26,51.8505478154833,5.89269302491773,376328233,Aggregates,,,,Aggregates,Aggregates
Fragile and conflict affected situations,F1,FCS,1972,,2023-10-26,49.5058829894493,5.82172166167077,318912229,Aggregates,,,,Aggregates,Aggregates
Fragile and conflict affected situations,F1,FCS,1973,,2023-10-26,50.102001562848,5.8225518203127,326245504,Aggregates,,,,Aggregates,Aggregates
Fragile and conflict affected situations,F1,FCS,1974,,2023-10-26,50.235853361657,5.83931570440253,333958141,Aggregates,,,,Aggregates,Aggregates
Fragile and conflict affected situations,F1,FCS,1966,,2023-10-26,47.7756600182032,5.7354714254907,279159120,Aggregates,,,,Aggregates,Aggregates
Fragile and conflict affected situations,F1,FCS,1975,,2023-10-26,50.4822685841004,5.85280852168813,341954459,Aggregates,,,,Aggregates,Aggregates
Fragile and conflict affected situations,F1,FCS,1976,,2023-10-26,50.9458056879808,5.85905050264859,350470843,Aggregates,,,,Aggregates,Aggregates
Fragile and conflict affected situations,F1,FCS,1990,,2023-10-26,53.298778900632,5.61801985064346,483047361,Aggregates,,,,Aggregates,Aggregates
Fragile and conflict affected situations,F1,FCS,1971,,2023-10-26,49.49907994905,5.81848076137365,311811738,Aggregates,,,,Aggregates,Aggregates
Fragile and conflict affected situations,F1,FCS,2020,,2023-10-26,61.7617589134804,4.41189370400275,979763631,Aggregates,,,,Aggregates,Aggregates
Fragile and conflict affected situations,F1,FCS,2021,,2023-10-26,61.2527953949738,4.35879208894089,1001814433,Aggregates,,,,Aggregates,Aggregates
Fragile and conflict affected situations,F1,FCS,2022,,2023-10-26,NA,NA,1019139254,Aggregates,,,,Aggregates,Aggregates
Fragile and conflict affected situations,F1,FCS,1978,,2023-10-26,51.606901670607,5.89188955199523,367505626,Aggregates,,,,Aggregates,Aggregates
Fragile and conflict affected situations,F1,FCS,1970,,2023-10-26,48.9245490344266,5.79695314998994,304912795,Aggregates,,,,Aggregates,Aggregates
